COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
OCTUBRE 2023",OBSERVACIÓN
EPSI05,MALLAMAS,837000974,SOCIEDAD LAS LAJAS S.A.S.,Evento,618817265.0,
EPSI05,MALLAMAS,837000997,FUNDACIÓN REHABILITAR NARIÑO IPS,Evento,20433100.0,
EPSI05,MALLAMAS,838000096,E.S.E. HOSPITAL SAN RAFAEL DE LETICIA,Evento,360909095.0,
EPSI05,MALLAMAS,842000004,E.S.E. HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS,Evento,379444921.0,
EPSI05,MALLAMAS,845000038,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,Evento,287020809.0,
EPSI05,MALLAMAS,846000253,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL,Evento,445092212.0,
EPSI05,MALLAMAS,846000471,ESE HOSPITAL SAGRADO CORAZON DE JESUS,Evento,105283342.0,
EPSI05,MALLAMAS,846000474,E.S.E HOSPITAL ORITO,Evento,104272828.0,
EPSI05,MALLAMAS,846000678,ESE HOSPITAL MARIA ANGELINES DE II NIVEL DE ATENCION,Evento,642898385.0,
EPSI05,MALLAMAS,846001214,ASOCIACION IPS INDIGENA INGA KAMENTSA,Evento,42958775.0,
EPSI05,MALLAMAS,846001620,E.S.E HOSPITAL SAN GABRIEL ARCANGEL,Evento,51565532.0,
EPSI05,MALLAMAS,846002309,ESE HOSPITAL FRONTERIZO LA DORADA,Evento,9846481.0,
EPSI05,MALLAMAS,846003158,REHABILITAR DEL PUTUMAYO SAS,Evento,19937950.0,
EPSI05,MALLAMAS,846003357,EMPRESA SOCIAL DEL ESTADO HOSPITAL JORGE JULIO GUZMAN,Evento,28260879.0,
EPSI05,MALLAMAS,846004074,OPTICA FAMILIAR E.U.,Evento,1030500.0,
EPSI05,MALLAMAS,860007760,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS,Evento,140263531.0,
EPSI05,MALLAMAS,860013779,ASOCIACIÓN PROFAMILIA,Evento,4986981.0,
EPSI05,MALLAMAS,890200500,EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQUIÁTRICO SAN CAMILO,Evento,2529942.0,
EPSI05,MALLAMAS,890212568,FUNDACION CARDIOVASCULAR DE COLOMBIA,Evento,29497638.0,
EPSI05,MALLAMAS,890301430,CLINICA NUESTRA SEÑORA DE LOS REMEDIOS,Evento,519393176.0,
EPSI05,MALLAMAS,890303395,INSTITUTO PARA NIÑOS CIEGOS Y SORDOS DEL VALLE DEL CAUCA,Evento,98008055.0,
EPSI05,MALLAMAS,890303461,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,Evento,305686886.0,
EPSI05,MALLAMAS,890303841,HOSPITAL DE SAN JUAN DE DIOS,Evento,11511471.0,
EPSI05,MALLAMAS,890306950,E.S.E. HOSPITAL PILOTO JAMUNDI EMPRESA SOCIAL DEL ESTADO,Evento,1572733.0,
EPSI05,MALLAMAS,890307200,CLÍNICA IMBANACO S.A.S.,Evento,99896003.0,
EPSI05,MALLAMAS,890324177,FUNDACION VALLE DEL LILI,Evento,92727290.0,
EPSI05,MALLAMAS,890399047,HOSPITAL DEPARTAMENTAL MARIO CORREA RENGIFO EMPRESA SOCIAL DEL ESTADO,Evento,3186681.0,
EPSI05,MALLAMAS,890700666,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO,Evento,16861897.0,
EPSI05,MALLAMAS,890701459,E.S.E. HOSPITAL SAN JUAN BAUTISTA,Evento,2234172.0,
EPSI05,MALLAMAS,890701718,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR EMPRESA SOCIAL DEL ESTADO,Evento,5335250.0,
EPSI05,MALLAMAS,890704495,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL I,Evento,4682070.0,
EPSI05,MALLAMAS,890706833,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,Evento,15843830.0,
EPSI05,MALLAMAS,890801099,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,Evento,160014810.0,
EPSI05,MALLAMAS,890801495,CLINICA PSIQUIATRICA SAN JUAN DE DIOS,Evento,18389972.0,
EPSI05,MALLAMAS,890801758,E.S.E. HOSPITAL SAN LORENZO DE SUPÍA,Evento,97898660.0,
EPSI05,MALLAMAS,890801989,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS ESE,Evento,77342285.0,
EPSI05,MALLAMAS,890807591,SERVICIOS ESPECIALES DE SALUD-SES HOSPITAL UNIVERSITARIO DE CALDAS,Evento,175386756.0,
EPSI05,MALLAMAS,890900518,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,Evento,5230768.0,
EPSI05,MALLAMAS,890904646,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",Evento,7430033.0,
EPSI05,MALLAMAS,891180098,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,Evento,8799028.0,
EPSI05,MALLAMAS,891180134,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,Evento,293907154.0,
EPSI05,MALLAMAS,891180268,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,Evento,92781441.0,
EPSI05,MALLAMAS,891200032,CLINICA NUESTRA SEÑORA DE FATIMA S.A.,Evento,436404037.0,
EPSI05,MALLAMAS,891200209,FUNDACION HOSPITAL SAN PEDRO,Evento,751856640.0,
EPSI05,MALLAMAS,891200240,HOSPITAL INFANTIL LOS ANGELES,Evento,477795068.0,
EPSI05,MALLAMAS,891200274,HOSPITAL SAN RAFAEL DE PASTO,Evento,168375669.0,
EPSI05,MALLAMAS,891200445,E.S.E. HOSPITAL SAN ANTONIO DE BARBACOAS,Evento,4747208.0,
EPSI05,MALLAMAS,891200528,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,Evento,709295930.0,
EPSI05,MALLAMAS,891200622,ESE HOSPITAL LORENCITA VILLEGAS DE SANTOS,Evento,144763752.0,
EPSI05,MALLAMAS,891200638,CEHANI ESE,Evento,73610806.0,
EPSI05,MALLAMAS,891200679,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSÉ MARÍA HERNÁNDEZ,Evento,418506249.0,
EPSI05,MALLAMAS,891200952,E.S.E HOSPITAL EDUARDO SANTOS,Evento,220529133.0,
EPSI05,MALLAMAS,891201845,ESE HOSPITAL PÍO XII,Evento,120181701.0,
EPSI05,MALLAMAS,891380184,E.S.E. HOSPITAL LOCAL CANDELARIA VALLE EMPRESA SOCIAL DEL ESTADO,Evento,2411186.0,
EPSI05,MALLAMAS,891401643,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,Evento,3836395.0,
EPSI05,MALLAMAS,891500084,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,Evento,25771496.0,
EPSI05,MALLAMAS,891500736,E.S.E. HOSPITAL NIVEL I EL BORDO,Evento,8752876.0,
EPSI05,MALLAMAS,891501676,"HOSPITAL SUSANA LOPEZ DE VALENCIA, EMPRESA SOCIAL DEL ESTADO",Evento,2468356.0,
EPSI05,MALLAMAS,891580002,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,Evento,701229265.0,
EPSI05,MALLAMAS,891855029,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,Evento,17307843.0,
EPSI05,MALLAMAS,892000264,E.S.E. HOSPITAL MUNICIPAL DE ACACIAS,Evento,1110550.0,
EPSI05,MALLAMAS,892000401,INVERSIONES CLINICA DEL META S.A.,Evento,316702592.0,
EPSI05,MALLAMAS,892000501,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,Evento,411118460.0,
EPSI05,MALLAMAS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Evento,207072780.0,
EPSI05,MALLAMAS,899999092,INSTITUTO NACIONAL DE CANCEROLOGIA,Evento,148584932.0,
EPSI05,MALLAMAS,900001297,IPS INDIGENA DEL RESGUARDO DE MUELLAMUES,Evento,7069552.0,
EPSI05,MALLAMAS,900011436,PALERMO IMAGEN LTDA,Evento,126688605.0,
EPSI05,MALLAMAS,900011824,RADIOLOGOS ASOCIADOS DEL PACIFICO LIMITADA IPS,Evento,17598604.0,
EPSI05,MALLAMAS,900012404,CLINICA AYNAN LTDA,Evento,155829692.0,
EPSI05,MALLAMAS,900014225,CENTRO DE SALUD SAPUYES E.S.E.,Evento,3191767.0,
EPSI05,MALLAMAS,900021788,CLINICA DE LA AMAZONIA IPS LTDA,Evento,112725090.0,
EPSI05,MALLAMAS,900045440,CODENT ODONTOLOGIA ESPECIALIZADA IPS E.U.,Evento,30712367.0,
EPSI05,MALLAMAS,900052148,CXAYU`CE JXUT EMPRESA SOCIAL DEL ESTADO,Evento,7130655.0,
EPSI05,MALLAMAS,900055393,CENTRO DE IMÁGENES DIAGNOSTICAS TERCER MILENIO SAS,Evento,33024399.0,
EPSI05,MALLAMAS,900056747,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD INDÍGENA GUAITARA,Evento,49596550.0,
EPSI05,MALLAMAS,900063271,CENTRO DE SERVICIOS SANTANGEL SAS,Evento,4515436.0,
EPSI05,MALLAMAS,900077584,COOPERATIVA DE SERVICIOS INTEGRALES DE SALUD RED MEDICRON IPS,Evento,154137299.0,
EPSI05,MALLAMAS,900089294,IPS DEL CABILDO INDIGENA DE CHILES,Evento,9440614.0,
EPSI05,MALLAMAS,900091143,EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.,Evento,250277571.0,
EPSI05,MALLAMAS,900106708,IPS CUMBE SALUD S.A.S,Evento,12583716.0,
EPSI05,MALLAMAS,900108282,CENTRO DE SALUDYA E.S.E. DE YACUANQUER,Evento,7136549.0,
EPSI05,MALLAMAS,900121152,HOSPITAL RICAURTE EMPRESA SOCIAL DEL ESTADO,Evento,221126569.0,
EPSI05,MALLAMAS,900123612,NEFROUROS MOM SAS,Evento,190483159.0,
EPSI05,MALLAMAS,900126794,CENTRO DE SALUD SAGRADO CORAZON DE JESUS E.S.E.,Evento,719146.0,
EPSI05,MALLAMAS,900127211,E.S.E. CENTRO HOSPITAL SAN JUAN BAUTISTA,Evento,7294100.0,
EPSI05,MALLAMAS,900128655,CENTRO DE SALUD FUNES E.S.E.,Evento,3731171.0,
EPSI05,MALLAMAS,900142282,FUNDACION CLINICA LETICIA,Evento,166281511.0,
EPSI05,MALLAMAS,900142999,EMPRESA SOCIAL DEL ESTADO SANTIAGO APOSTOL E.S.E.,Evento,4575349.0,
EPSI05,MALLAMAS,900145238,UNIDAD MEDICA UROLOGICA DE NARIÑO LTDA. UROLAN LTDA.,Evento,40618325.0,
EPSI05,MALLAMAS,900145572,EMPRESA SOCIAL DEL ESTADO SURORIENTE E.S.E,Evento,1822665.0,
EPSI05,MALLAMAS,900145579,EMPRESA SOCIAL DEL ESTADO POPAYAN E.S.E.,Evento,49460630.0,
EPSI05,MALLAMAS,900145581,EMPRESA SOCIAL DEL ESTADO ESE CENTRO I,Evento,221882794.0,
EPSI05,MALLAMAS,900145585,EMPRESA SOCIAL DEL ESTADO TIERRADENTRO ESE,Evento,1804495.0,
EPSI05,MALLAMAS,900145767,ESE SUR OCCIDENTE,Evento,10082974.0,
EPSI05,MALLAMAS,900146006,EMPRESA SOCIAL DEL ESTADO ESE NORTE 2,Evento,1223296.0,
EPSI05,MALLAMAS,900146010,EMPRESA SOCIAL DEL ESTADO NORTE 1 E.S.E.,Evento,1905913.0,
EPSI05,MALLAMAS,900146438,EMPRESA SOCIAL DEL ESTADO NORTE 3 - ESE,Evento,1361485.0,
EPSI05,MALLAMAS,900146633,UNIDAD VASCULAR SAS,Evento,1316351.0,
EPSI05,MALLAMAS,900153346,CENTRO HOSPITAL SAN LUIS E.S.E.,Evento,3838318.0,
EPSI05,MALLAMAS,900154361,E.S.E. CENTRO DE SALUD DEL TABLON DE GOMEZ,Evento,18687180.0,
EPSI05,MALLAMAS,900180747,IPS PUENTE DEL MEDIO,Evento,101737560.0,
EPSI05,MALLAMAS,900181419,MEINTEGRAL S.A.S,Evento,134407120.0,
EPSI05,MALLAMAS,900190473,IPS MUNICIPAL DE IPIALES E.S.E.,Evento,274922216.0,
EPSI05,MALLAMAS,900192678,E.S.E. CENTRO DE SALUD NUESTRA SEÑORA DEL PILAR,Evento,6375409.0,
EPSI05,MALLAMAS,900192832,E.S.E. CENTRO DE SALUD SAN LORENZO,Evento,11664514.0,
EPSI05,MALLAMAS,900198012,IPS CLÍNICA ROQUE ARMANDO LÓPEZ ÁLVAREZ E.U.,Evento,33678200.0,
EPSI05,MALLAMAS,900215983,CLINICA BELO HORIZONTE,Evento,5411079.0,
EPSI05,MALLAMAS,900228989,CLINICA SANTA SOFIA DEL PACIFICO LTDA,Evento,1607606.0,
EPSI05,MALLAMAS,900231793,CLINICA NEFROUROS SAS,Evento,7160223.0,
EPSI05,MALLAMAS,900242742,FABILU S.A.S,Evento,8787813.0,
EPSI05,MALLAMAS,900263426,CENTRO ESPECIALIZADO DE ALTA TECNOLOGIA EN IMÁGENES DIAGNOSTICAS SAS,Evento,41388065.0,
EPSI05,MALLAMAS,900272615,IMAGENES DIAGNOSTICAS SAN JOSE,Evento,1114612.0,
EPSI05,MALLAMAS,900283866,IPS SAGRADO CORAZON DE JESUS LTDA,Evento,13396065.0,
EPSI05,MALLAMAS,900298822,MEDIFORT IPS,Evento,1566032094.0,
EPSI05,MALLAMAS,900334303,LABORATORIO HORMONAL DE NARIÑO,Evento,75249083.0,
EPSI05,MALLAMAS,900335691,COMPAÑIA OPERADORA CLINICA HISPANOAMERICA SAS,Evento,63753075.0,
EPSI05,MALLAMAS,900341409,ESTUDIOS OFTALMOLOGICOS SAS,Evento,3419738.0,
EPSI05,MALLAMAS,900350386,INSTITUTO RADIOLOGICO DEL SUR IPIALES SAS,Evento,3887709.0,
EPSI05,MALLAMAS,900355585,RAYOS X DEL HUILA S.A.S,Evento,4238339.0,
EPSI05,MALLAMAS,900360269,LABORATORIO DE ESPECIALIDADES CLINIZAD S.A.S,Evento,24934714.0,
EPSI05,MALLAMAS,900406662,ASOCIACIÓN IPS INDÍGENA TRICAUMA,Evento,1850103.0,
EPSI05,MALLAMAS,900408019,IPS-I DEL PUEBLO INGA EN APONTE,Evento,3156072.0,
EPSI05,MALLAMAS,900410267,SALUD VIDA IPS S.A.S.,Evento,58970783.0,
EPSI05,MALLAMAS,900410443,IPS INDIGENA MATAVEN SALUD SAS,Evento,408007918.0,
EPSI05,MALLAMAS,900423816,SAN JOSE IPS PUTUMAYO SAS,Evento,24679428.0,
EPSI05,MALLAMAS,900442870,CLINICA ONCOLOGICA AURORA SAS,Evento,585924457.0,
EPSI05,MALLAMAS,900448248,FONOCENTER SAS,Evento,140635414.0,
EPSI05,MALLAMAS,900501715,INSTITUCIÓN PRESTADORA DE SERVICIOS CENTRO INTEGRAL DE REHABILITACIÓN DEL PUTUMAYO LTDA.,Evento,8745015.0,
EPSI05,MALLAMAS,900518251,S.A.E. SERVICIOS AEREOS ESPECIALES GLOBAL LIFE AMBULANCIAS S.A.S,Evento,678611472.0,
EPSI05,MALLAMAS,900532504,DAVITA S.A.S.,Evento,34567045.0,
EPSI05,MALLAMAS,900566047,IPS INDIGENA MAVESALUD,Evento,9956570.0,
EPSI05,MALLAMAS,900576919,IPS REHABILITAR DE LA UNION SAS,Evento,1918128.0,
EPSI05,MALLAMAS,900597845,CLINICA CARDIONEUROVASCULAR PABON SAS,Evento,209789608.0,
EPSI05,MALLAMAS,900597873,REHABILITAR CIRP S.A.S,Evento,5602681.0,
EPSI05,MALLAMAS,900598579,VHR CENTRO PEDIATRICO Y CARDIOLOGICO IPS SAS,Evento,13973232.0,
EPSI05,MALLAMAS,900624392,ALTILLANURA AMBULANCIAS Y SERVICIOS MEDICOS SAS,Evento,3738600.0,
EPSI05,MALLAMAS,900626481,RX SENO DIAGNÓSTICO S.A.S.,Evento,61081654.0,
EPSI05,MALLAMAS,900758225,BIOCLINICO DEL SUR S.A.S.,Evento,77452987.0,
EPSI05,MALLAMAS,900772776,IPS SALUD MENTAL MONTE SINAI SAS,Evento,12573746.0,
EPSI05,MALLAMAS,900779184,GAXO COLOMBIA S.A.S,Evento,1187982.0,
EPSI05,MALLAMAS,900801911,MED-IMAGENES S.A.S.,Evento,36597033.0,
EPSI05,MALLAMAS,900807126,CLINICA REINA ISABEL SAS,Evento,40296856.0,
EPSI05,MALLAMAS,900812655,CLINICA SOL DE LOS ANDES SAS,Evento,41653015.0,
EPSI05,MALLAMAS,900893325,SOMEB DE NARIÑO SALUD OCUPACIONAL Y REHABILITACION INTEGRAL S.A.S,Evento,197405026.0,
EPSI05,MALLAMAS,900900122,HEALTH & LIFE IPS SAS SIGLA H&L UCC SAS,Evento,2952000.0,
EPSI05,MALLAMAS,900900155,CENTRO DE CUIDADOS CARDIONEUROVASCULARES PABON SAS,Evento,958785698.0,
EPSI05,MALLAMAS,900936382,FUNDACION CENTRO DE REHABILITACION FUNCIONAL PRAXIS,Evento,100309725.0,
EPSI05,MALLAMAS,900951033,FABISALUD IPS SAS,Evento,113790030.0,
EPSI05,MALLAMAS,900951548,UNIDAD DE SERVICIOS ESPECIALIZADOS SAS,Evento,12712572.0,
EPSI05,MALLAMAS,900958564,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,Evento,6226123.0,
EPSI05,MALLAMAS,900959048,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,Evento,19223214.0,
EPSI05,MALLAMAS,900971006,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E,Evento,5356650.0,
EPSI05,MALLAMAS,901014934,IPS NUEVO AMAZONAS S.A.S,Evento,96548916.0,
EPSI05,MALLAMAS,901080824,RECUPERAR SALUD CENTRO DE REHABILITACIÓN INTEGRAL S.A.S,Evento,27899097.0,
EPSI05,MALLAMAS,901118652,SIGMA MEDICAL CARE SAS,Evento,146932136.0,
EPSI05,MALLAMAS,901139638,IPS BIOLAF SAS,Evento,23498145.0,
EPSI05,MALLAMAS,901169422,GRUPO PREFERENCIAL SANAR IPS SAS,Evento,35976432.0,
EPSI05,MALLAMAS,901180926,IPS CLINICA MARIANA TUQUERRES SAS,Evento,223166304.0,
EPSI05,MALLAMAS,901201887,HOSPITAL DE ALTA COMPLEJIDAD DEL PUTUMAYO S.A.S ZOMAC,Evento,553672689.0,
EPSI05,MALLAMAS,901243673,UNIDAD DE FISIATRIA Y ORTHOINTEGRAL SAS,Evento,25949108.0,
EPSI05,MALLAMAS,901292789,LAMAR FARMACEUTICA SAS ,Evento,133169952.0,
EPSI05,MALLAMAS,901374923,FISIO-MED DEL SUR S.A.S,Evento,12508025.0,
EPSI05,MALLAMAS,901473651,ESPECIALIDADES SURMEDICAL I.P.S SAS ZOMAC,Evento,58637850.0,
EPSI05,MALLAMAS,901504593,MEDICINA MATERNO FETAL SAS IPS,Evento,9699810.0,
EPSI06,PIJAOSALUD,800000118,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,Evento,10000000.0,
EPSI06,PIJAOSALUD,800036400,CLINICA IBAGUE S.A,Evento,50000000.0,
EPSI06,PIJAOSALUD,800037021,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,Evento,50000000.0,
EPSI06,PIJAOSALUD,800066001,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,Evento,30000000.0,
EPSI06,PIJAOSALUD,800074996,CLINICA DE CIRUGIA OCULAR LIMITADA,Evento,10000000.0,
EPSI06,PIJAOSALUD,800116719,HOSPITAL ESPECIALIZADO GRANJA INTEGRAL E.S.E LERIDA TOLIMA,Evento,25000000.0,
EPSI06,PIJAOSALUD,800130480,CENTRO DE MEDICINA NUCLEAR DEL TOLIMA LTDA,Evento,7000000.0,
EPSI06,PIJAOSALUD,800182136,HOSPITAL SAN ANTONIO E.S.E. DE NATAGAIMA TOLIMA,Evento,20000000.0,
EPSI06,PIJAOSALUD,800185449,AVIDANTI SAS,Evento,400000000.0,
EPSI06,PIJAOSALUD,800189984,IMÁGENES DIAGNOSTICAS S.A.,Evento,50000000.0,
EPSI06,PIJAOSALUD,800209891,CLINICA ASOTRAUMA SAS,Evento,70000000.0,
EPSI06,PIJAOSALUD,800228215,CENTRO DE ALTA TECNOLOGIA DIAGNOSTICA DEL EJE CAFETERO S.A. - CEDICAF S.A.,Evento,20000000.0,
EPSI06,PIJAOSALUD,800231235,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,Evento,1000000000.0,
EPSI06,PIJAOSALUD,800254132,MEDICADIZ S.A.S,Evento,5000000.0,
EPSI06,PIJAOSALUD,801000713,ONCOLOGOS DEL OCCIDENTE S.A.S.,Evento,150000000.0,
EPSI06,PIJAOSALUD,805010659,AMANECER MEDICO SAS,Evento,2000000.0,
EPSI06,PIJAOSALUD,805027743,DUMIAN MÉDICAL S.A.S,Evento,5123232.0,
EPSI06,PIJAOSALUD,809002913,PROMOVER SAS,Evento,100000000.0,
EPSI06,PIJAOSALUD,809003590,UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL DEL ESTADO,Evento,20000000.0,
EPSI06,PIJAOSALUD,809009066,CLINICA LOS REMANSOS INSTITUTO TOLIMENSE DE SALUD MENTAL S.A.S,Evento,10000000.0,
EPSI06,PIJAOSALUD,809009550,THE WALA IPS INDIGENA PUBLICA,Evento,190000000.0,
EPSI06,PIJAOSALUD,809010893,INSTITUTO OFTALMOLOGICO DEL TOLIMA SAS,Evento,80000000.0,
EPSI06,PIJAOSALUD,809012505,UROCADIZ ESPECIALIDADES MEDICO QUIRURGICAS SAS,Evento,70000000.0,
EPSI06,PIJAOSALUD,813001952,CLINICA MEDILASER S.A.S.,Evento,5030000.0,
EPSI06,PIJAOSALUD,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,Evento,2000000.0,
EPSI06,PIJAOSALUD,813011577,CLINICA UROS S.A.S - TORRE A,Evento,330000000.0,
EPSI06,PIJAOSALUD,816000810,UNIDAD OFTALMOLOGICA LASER S.A,Evento,10000000.0,
EPSI06,PIJAOSALUD,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,Evento,10000000.0,
EPSI06,PIJAOSALUD,816007055,INSTITUTO DE EPILEPSIA Y PARKINSON DEL EJE CAFETERO S.A,Evento,10000000.0,
EPSI06,PIJAOSALUD,822006595,"EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE ""SOLUCION SALUD""",Evento,50000000.0,
EPSI06,PIJAOSALUD,830007355,FRESENIUS MEDICAL CARE COLOMBIA S.A.,Evento,15000000.0,
EPSI06,PIJAOSALUD,830104627,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,Evento,100000000.0,
EPSI06,PIJAOSALUD,860013779,ASOCIACIÓN PROFAMILIA,Evento,10000000.0,
EPSI06,PIJAOSALUD,860013874,INSTITUTO ROOSEVELT,Evento,10000000.0,
EPSI06,PIJAOSALUD,890303461,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,Evento,10000000.0,
EPSI06,PIJAOSALUD,890324177,FUNDACION VALLE DEL LILI,Evento,3000000.0,
EPSI06,PIJAOSALUD,890700666,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO,Evento,2000000.0,
EPSI06,PIJAOSALUD,890700967,HOSPITAL SAN JOSE DE ORTEGA,Evento,3000000.0,
EPSI06,PIJAOSALUD,890701033,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO,Evento,50000000.0,
EPSI06,PIJAOSALUD,890701300,HOSPITAL SAN CARLOS ESE SALDAÑA TOLIMA,Evento,40000000.0,
EPSI06,PIJAOSALUD,890701353,NUEVO HOSPITAL LA CANDELARIA,Evento,100000000.0,
EPSI06,PIJAOSALUD,890701459,E.S.E. HOSPITAL SAN JUAN BAUTISTA,Evento,275000000.0,
EPSI06,PIJAOSALUD,890701490,E.S.E. HOSPITAL SAN VICENTE DE PAUL,Evento,30000000.0,
EPSI06,PIJAOSALUD,890701718,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR EMPRESA SOCIAL DEL ESTADO,Evento,15000000.0,
EPSI06,PIJAOSALUD,890703266,HOSPITAL NUESTRA SEÑORA DE LOURDES E.S.E.,Evento,30000000.0,
EPSI06,PIJAOSALUD,890703630,SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,Evento,140000000.0,
EPSI06,PIJAOSALUD,890703803,INSTIT DE REHABILIT DEL TOL IDEAL,Evento,3000000.0,
EPSI06,PIJAOSALUD,890704495,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL I,Evento,50000000.0,
EPSI06,PIJAOSALUD,890704555,HOSPITAL CENTRO E.S.E. DE PLANADAS,Evento,10000000.0,
EPSI06,PIJAOSALUD,890706823,HOSPITAL REINA SOFIA DE ESPAÑA EMPRESA SOCIAL DEL ESTADO LERIDA TOLIMA,Evento,2000000.0,
EPSI06,PIJAOSALUD,890706833,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,Evento,300000000.0,
EPSI06,PIJAOSALUD,890801099,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,Evento,5000000.0,
EPSI06,PIJAOSALUD,890801201,CRUZ ROJA COLOMBIANA SECCIONAL CALDAS,Evento,5000000.0,
EPSI06,PIJAOSALUD,890801989,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS ESE,Evento,20000000.0,
EPSI06,PIJAOSALUD,891180098,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,Evento,1852000.0,
EPSI06,PIJAOSALUD,891180268,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,Evento,80000000.0,
EPSI06,PIJAOSALUD,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,Evento,14000000.0,
EPSI06,PIJAOSALUD,891401643,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,Evento,20000000.0,
EPSI06,PIJAOSALUD,891409025,ESE HOSPITAL SAN RAFAEL,Evento,20000000.0,
EPSI06,PIJAOSALUD,891409390,RADIOLOGOS ASOCIADOS S.A.S,Evento,15000000.0,
EPSI06,PIJAOSALUD,891409981,CLINICA LOS ROSALES S.A,Evento,10000000.0,
EPSI06,PIJAOSALUD,891410661,ESE HOSPITAL SANTA ANA,Evento,10000000.0,
EPSI06,PIJAOSALUD,891411663,ESE HOSPITAL SANTA MÓNICA,Evento,3621000.0,
EPSI06,PIJAOSALUD,891412126,ESE HOSPITAL SAN VICENTE DE PAUL.,Evento,20000000.0,
EPSI06,PIJAOSALUD,891412134,E.S.E. HOSPITAL MENTALUNIVERSITARIO DE RISARALDA,Evento,5000000.0,
