DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO JUNIO 2023,OBSERVACIÓN
13655,BOLIVAR,SAN JACINTO DEL CAUCA,EPSS37,NUEVA EPS,806014499,ESE CENTRO DE SALUD CON CAMA,21427736,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,EPSS41,NUEVA EPS,806014499,ESE CENTRO DE SALUD CON CAMA,5528040,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,ESS207,MUTUAL SER,806014499,ESE CENTRO DE SALUD CON CAMA,136996819,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,CCF055,CAJACOPI,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,21561483,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1725724,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,EPSS41,NUEVA EPS,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,15646072,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,ESS207,MUTUAL SER,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,499674561,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,9272846,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,1045296,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,508508,
13667,BOLIVAR,SAN MARTIN DE LOBA,EPSS37,NUEVA EPS,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,4472199,
13667,BOLIVAR,SAN MARTIN DE LOBA,EPSS41,NUEVA EPS,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,260918775,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,60261668,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,6918569,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3311308,
13670,BOLIVAR,SAN PABLO,EPSS37,NUEVA EPS,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,34276347,
13670,BOLIVAR,SAN PABLO,EPSS41,NUEVA EPS,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,512264286,
13673,BOLIVAR,SANTA CATALINA,CCF055,CAJACOPI,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,33667809,
13673,BOLIVAR,SANTA CATALINA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2795793,
13673,BOLIVAR,SANTA CATALINA,EPSS37,NUEVA EPS,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,10294180,
13673,BOLIVAR,SANTA CATALINA,EPSS41,NUEVA EPS,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,5053165,
13673,BOLIVAR,SANTA CATALINA,ESS024,COOSALUD,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,118920949,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,279580,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,132132,
13683,BOLIVAR,SANTA ROSA,ESS024,COOSALUD,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,73930920,
13683,BOLIVAR,SANTA ROSA,ESS207,MUTUAL SER,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,165169230,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,70408296,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3732729,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS37,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,76762022,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS41,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,805546425,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,2605939,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,23430445,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1255254,
13744,BOLIVAR,SIMITI,EPSS37,NUEVA EPS,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,25843044,
13744,BOLIVAR,SIMITI,EPSS41,NUEVA EPS,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,88508592,
13744,BOLIVAR,SIMITI,ESS207,MUTUAL SER,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,236186282,
13760,BOLIVAR,SOPLAVIENTO,EPSS41,NUEVA EPS,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,7552919,
13760,BOLIVAR,SOPLAVIENTO,ESS024,COOSALUD,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,5248470,
13760,BOLIVAR,SOPLAVIENTO,ESS207,MUTUAL SER,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,47425139,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS37,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,2318468,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS41,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,8997040,
13780,BOLIVAR,TALAIGUA NUEVO,ESS207,MUTUAL SER,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,127335169,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,59693216,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,4879875,
13810,BOLIVAR,TIQUISIO,EPSS41,NUEVA EPS,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,6061656,
13810,BOLIVAR,TIQUISIO,ESS207,MUTUAL SER,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,270413072,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,806005602,ESE HOSPITAL LOCAL TURBACO,8512139,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,1341568,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,647647,
13836,BOLIVAR,TURBACO,EPSS37,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,21300162,
13836,BOLIVAR,TURBACO,EPSS41,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,108725370,
13836,BOLIVAR,TURBACO,ESS024,COOSALUD,806005602,ESE HOSPITAL LOCAL TURBACO,78057972,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,806005602,ESE HOSPITAL LOCAL TURBACO,480535079,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,95532045,
13838,BOLIVAR,TURBANA,EPSS37,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,9943020,
13838,BOLIVAR,TURBANA,EPSS41,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,2043843,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,73572909,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,17824018,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,806007923,E.S.E. HOSPITAL LOCAL ARJONA,2320947,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,283753,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,125125,
13873,BOLIVAR,VILLANUEVA,EPSS37,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,1382550,
13873,BOLIVAR,VILLANUEVA,EPSS41,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,32670720,
13873,BOLIVAR,VILLANUEVA,ESS024,COOSALUD,806007923,E.S.E. HOSPITAL LOCAL ARJONA,48669272,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,806007923,E.S.E. HOSPITAL LOCAL ARJONA,246953600,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,901244198,IPS GONZALEZ RACERO S.A.S,3772029,
13894,BOLIVAR,ZAMBRANO,ESS024,COOSALUD,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,50970038,
13894,BOLIVAR,ZAMBRANO,ESS207,MUTUAL SER,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,145675470,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,40334250,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,8343720,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3301200,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3154151,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,5344800,
15001,BOYACA,TUNJA,ESS024,COOSALUD,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,97018001,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,409549,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,3520908,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,193200,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,184184,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,309400,
15022,BOYACA,ALMEIDA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1714535,
15022,BOYACA,ALMEIDA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,19150432,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,891855492,ESE SALUD AQUITANIA,3595300,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,215250,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,205205,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,340000,
15047,BOYACA,AQUITANIA,EPSS37,NUEVA EPS,891855492,ESE SALUD AQUITANIA,7008624,
15047,BOYACA,AQUITANIA,EPSS41,NUEVA EPS,891855492,ESE SALUD AQUITANIA,138652227,
15051,BOYACA,ARCABUCO,EPSS37,NUEVA EPS,820003382,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO,2903940,
15051,BOYACA,ARCABUCO,EPSS41,NUEVA EPS,820003382,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO,41765490,
15087,BOYACA,BELEN,CCF055,CAJACOPI,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",6319467,
15087,BOYACA,BELEN,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,998477,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,426300,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,406406,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,690200,
15087,BOYACA,BELEN,EPSS37,NUEVA EPS,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",6245878,
15087,BOYACA,BELEN,EPSS41,NUEVA EPS,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",63874336,
15087,BOYACA,BELEN,ESS024,COOSALUD,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",8002231,
15090,BOYACA,BERBEO,ESS024,COOSALUD,820003929,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JUAN FRANCISCO BERBEO,19061730,
15092,BOYACA,BETEITIVA,EPSS37,NUEVA EPS,826002862,ESE CENTRO DE SALUD BETEITIVA,1792452,
15092,BOYACA,BETEITIVA,EPSS41,NUEVA EPS,826002862,ESE CENTRO DE SALUD BETEITIVA,16179911,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,8546216,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,106946032,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3717000,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3548545,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,5858200,
15097,BOYACA,BOAVITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,303822,
15097,BOYACA,BOAVITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1519110,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,8978000,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,336000,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,320320,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,544000,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,2528,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1050,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1700,
15106,BOYACA,BRICENO,EPSS41,NUEVA EPS,820003787,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BRICEÑO,32170140,
15109,BOYACA,BUENAVISTA,EPSS37,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,1206576,
15109,BOYACA,BUENAVISTA,EPSS41,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,52623648,
15109,BOYACA,BUENAVISTA,ESS024,COOSALUD,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,21122534,
15114,BOYACA,BUSBANZA,EPSS37,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,592380,
15114,BOYACA,BUSBANZA,EPSS41,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,6691700,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,8867163,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,938036,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,408450,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,389389,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,661300,
15131,BOYACA,CALDAS,EPSS41,NUEVA EPS,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,23146918,
15135,BOYACA,CAMPOHERMOSO,ESS024,COOSALUD,820003910,E.S.E CENTRO DE SALUD CAMPOHERMOSO,38793944,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1050,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1700,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,965849,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,7759980,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,420000,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,400400,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,680000,
15172,BOYACA,CHINAVITA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1157377,
15172,BOYACA,CHINAVITA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,35862316,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,35571000,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4222428,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1714650,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1639638,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2776100,
15176,BOYACA,CHIQUINQUIRA,EPSS37,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,31553712,
15176,BOYACA,CHIQUINQUIRA,EPSS41,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,351838497,
15176,BOYACA,CHIQUINQUIRA,ESS024,COOSALUD,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,24293847,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,6212038,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,45293305,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2721600,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2598596,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4268700,
15183,BOYACA,CHITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,12983730,
15183,BOYACA,CHITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,162812498,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,5645850,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,5386381,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,8928400,
15183,BOYACA,CHITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1400957,
15183,BOYACA,CHITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,14887278,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,13278269,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,447300,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,426426,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,724200,
15185,BOYACA,CHITARAQUE,EPSS37,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,5134560,
15185,BOYACA,CHITARAQUE,EPSS41,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,7800928,
15185,BOYACA,CHITARAQUE,ESS024,COOSALUD,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,64048622,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1050,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1700,
15187,BOYACA,CHIVATA,EPSS41,NUEVA EPS,820003558,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DEL ROSARIO DE CHIVATA,3990083,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,6263326,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,422100,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,402402,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,683400,
15189,BOYACA,CIENEGA,EPSS37,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,1176448,
15189,BOYACA,CIENEGA,EPSS41,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,42921970,
15189,BOYACA,CIENEGA,ESS024,COOSALUD,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,7991473,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,1005226,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,80850,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,127500,
15204,BOYACA,COMBITA,EPSS37,NUEVA EPS,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,2985030,
15204,BOYACA,COMBITA,EPSS41,NUEVA EPS,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,36269090,
15204,BOYACA,COMBITA,ESS024,COOSALUD,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,65323293,
15212,BOYACA,COPER,CCF055,CAJACOPI,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,3656809,
15212,BOYACA,COPER,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,218400,
15212,BOYACA,COPER,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,208208,
15212,BOYACA,COPER,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,353600,
15212,BOYACA,COPER,EPSS41,NUEVA EPS,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,41271325,
15215,BOYACA,CORRALES,EPSS37,NUEVA EPS,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,2270274,
15215,BOYACA,CORRALES,EPSS41,NUEVA EPS,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,8645784,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,351396,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,4733165,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,189000,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,180180,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,300900,
15218,BOYACA,COVARACHIA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,253185,
15218,BOYACA,COVARACHIA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,5755739,
15218,BOYACA,COVARACHIA,ESS024,COOSALUD,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,31635708,
15223,BOYACA,CUBARA,EPSS37,NUEVA EPS,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,1957040,
15223,BOYACA,CUBARA,EPSS41,NUEVA EPS,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,177457480,
