COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
FEBRERO 2023",OBSERVACIÓN
EPSS02,SALUD TOTAL,800067515.0,"CLINICA LA MILAGROSA S,A,",245416442.0,
EPSS02,SALUD TOTAL,800074112.0,CLINICA ZAYMA S.A.S,280853719.0,
EPSS02,SALUD TOTAL,800074996.0,CLINICA DE CIRUGIA OCULAR LIMITADA,1229924.0,
EPSS02,SALUD TOTAL,800075650.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,1000083.0,
EPSS02,SALUD TOTAL,800075729.0,GRUPO MEDICO ESPECIALIZADO AIREC,2065342.0,
EPSS02,SALUD TOTAL,800082446.0,INSTITUTO DEL SISTEMA NERVIOSO DE RISARALDA S.A.S,311091748.0,
EPSS02,SALUD TOTAL,800084206.0,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,8666534.0,
EPSS02,SALUD TOTAL,800087565.0,SYNLAB COLOMBIA S.A.S.,103592042.0,
EPSS02,SALUD TOTAL,800090749.0,CLINICA PIEDECUESTA S.A.,46523125.0,
EPSS02,SALUD TOTAL,800098895.0,UNIDAD DE MEDICINA PREVENTIVA Y RESOLUTIVA UMPRE LTDA,6057360.0,
EPSS02,SALUD TOTAL,800099778.0,ASOCIACIÓN NIÑOS DE PAPEL,10229750.0,
EPSS02,SALUD TOTAL,800099860.0,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,560512800.0,
EPSS02,SALUD TOTAL,800107179.0,INSTITUTO DEL CORAZON S.A.S,54397920.0,
EPSS02,SALUD TOTAL,800116719.0,HOSPITAL ESPECIALIZADO GRANJA INTEGRAL E.S.E LERIDA TOLIMA,114309206.0,
EPSS02,SALUD TOTAL,800119574.0,SOCIEDAD DE SERVICIOS OCULARES S.A.S-OPTISALUD,10486990.0,
EPSS02,SALUD TOTAL,800119945.0,HOSPITAL SAN ROQUE ESE,8364250.0,
EPSS02,SALUD TOTAL,800122186.0,UROMEDICA LTDA,15589300.0,
EPSS02,SALUD TOTAL,800125697.0,E.S.E. HOSPITAL NELSON RESTREPO MARTINEZ,5298653.0,
EPSS02,SALUD TOTAL,800129856.0,CLINICA DE LA COSTA S.A.S.,29014709.0,
EPSS02,SALUD TOTAL,800130480.0,CENTRO DE MEDICINA NUCLEAR DEL TOLIMA LTDA,6283961.0,
EPSS02,SALUD TOTAL,800135582.0,FUNDACION ALEJANDRO LONDOÑO,31284304.0,
EPSS02,SALUD TOTAL,800138311.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,2594536.0,
EPSS02,SALUD TOTAL,800138968.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ESTRELLA,2562728.0,
EPSS02,SALUD TOTAL,800139366.0,HOSPITAL GENERAL SAN ISIDRO EMPRESA SOCIAL DEL ESTADO,32662429.0,
EPSS02,SALUD TOTAL,800149384.0,CLINICA COLSANITAS SA,3239665.0,
EPSS02,SALUD TOTAL,800149453.0,CPO SA,3998518217.0,
EPSS02,SALUD TOTAL,800156469.0,IMÁGENES DIAGNOSTICAS DEL LLANO S.A.,12583000.0,
EPSS02,SALUD TOTAL,800162035.0,SERVICIOS MEDICOS INTEGRALES DE SALUD SAS SERVIMEDICOS SAS,140575823.0,
EPSS02,SALUD TOTAL,800163519.0,HOSPITAL SAN JUAN DE DIOS EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE ANZOATEGUI,2039023.0,
EPSS02,SALUD TOTAL,800166631.0,UNIDAD ESTOMATOLOGICA LAS VEGAS S.A,2349536.0,
EPSS02,SALUD TOTAL,800170915.0,CENTRO DE NEUROREHABILITACION SURGIR S.A.S.,2125478.0,
EPSS02,SALUD TOTAL,800174123.0,ESE HOSPITAL DE SANTO TOMAS,2987021.0,
EPSS02,SALUD TOTAL,800174851.0,SOCIEDAD MEDICO QUIRÚRGICA NUESTRA SEÑORA DE BELÉN DE FUSAGASUGA S.A.S,300307793.0,
EPSS02,SALUD TOTAL,800174995.0,EMPRESA SOCIAL DEL ESTADO BELLO SALUD,2831436.0,
EPSS02,SALUD TOTAL,800176868.0,INSTITUTO CALDENSE DE PATOLOGIA ICP SAS,3192014.0,
EPSS02,SALUD TOTAL,800177716.0,IMÁGENES DIAGNOSTICAS SAS,2040654.0,
EPSS02,SALUD TOTAL,800179870.0,HOSPITAL SAN ANDRES E.S.E.,16939391.0,
EPSS02,SALUD TOTAL,800179966.0,IPS CLINICA REINA CATALINA S.A.S.,985196058.0,
EPSS02,SALUD TOTAL,800182136.0,HOSPITAL SAN ANTONIO E.S.E. DE NATAGAIMA TOLIMA,3571267.0,
EPSS02,SALUD TOTAL,800183943.0,CLINICA SANTA MARIA SAS,160041834.0,
EPSS02,SALUD TOTAL,800185449.0,AVIDANTI SAS,2111336231.0,
EPSS02,SALUD TOTAL,800190884.0,CLINICA ANTIOQUIA S.A.,81138445.0,
EPSS02,SALUD TOTAL,800191101.0,ESE HOSPITAL SAN VICENTE DE PAUL,1687305.0,
EPSS02,SALUD TOTAL,800191643.0,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,45855141.0,
EPSS02,SALUD TOTAL,800193490.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA NIVEL I DEL MUNICIPIO DE FALAN,3486863.0,
EPSS02,SALUD TOTAL,800193912.0,ESE HOSPITAL SAN RAFAEL DE CHINU,3072050.0,
EPSS02,SALUD TOTAL,800193989.0,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,186051099.0,
EPSS02,SALUD TOTAL,800194798.0,ORGANIZACION CLINICA BONNADONA PREVENIR S.A.S.,945315555.0,
EPSS02,SALUD TOTAL,800197217.0,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.,113878110.0,
EPSS02,SALUD TOTAL,800197424.0,ASOCIACION MEDICA DE MEDICINA NUCLEAR LTDA NUCLEAR 2000 LTDA,1499512.0,
EPSS02,SALUD TOTAL,800197601.0,ANGIOGRAFIA DE OCCIDENTE S.A.,32130955.0,
EPSS02,SALUD TOTAL,800199976.0,GERMAN PABLO SANDOVAL AUDIOFON S.A.S.,18722200.0,
EPSS02,SALUD TOTAL,800200789.0,CLINICA CHIA S.A.S.,22009198.0,
EPSS02,SALUD TOTAL,800201726.0,FUNDACION POLICLINICA CIENAGA,442525347.0,
EPSS02,SALUD TOTAL,800204153.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,98554801.0,
EPSS02,SALUD TOTAL,800204919.0,CLINICA RESPIRATORIA Y DE ALERGIAS S.A.S,31844678.0,
EPSS02,SALUD TOTAL,800209891.0,CLINICA ASOTRAUMA SAS,18317726.0,
EPSS02,SALUD TOTAL,800213942.0,E.S.E. HOSPITAL SANTA CRUZ,4529042.0,
EPSS02,SALUD TOTAL,800214230.0,MEDIAGNOSTICA TECMEDI TECNOLOGIA MEDICA DIAGNOSTICA S.A.S,80198683.0,
EPSS02,SALUD TOTAL,800215758.0,CLINICA SANTA CRUZ DE LA LOMA S.A,7797670.0,
EPSS02,SALUD TOTAL,800217198.0,ONCOMEDIC LIMITADA,12291413.0,
EPSS02,SALUD TOTAL,800218979.0,HOSPITAL SAN VICENTE ESE,9476192.0,
EPSS02,SALUD TOTAL,800222844.0,RADIOIMAGENES RADIOLOGOS ASOCIADOS S.A.S.,69374095.0,
EPSS02,SALUD TOTAL,800223876.0,CENTRO DE INVESTIGACIÓN E INFORMACIÓN EN DEFICIENCIAS AUDITIVAS - FUNDACION CINDA,1200000.0,
EPSS02,SALUD TOTAL,800227877.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,10408317.0,
EPSS02,SALUD TOTAL,800228215.0,CENTRO DE ALTA TECNOLOGIA DIAGNOSTICA DEL EJE CAFETERO S.A. - CEDICAF S.A.,162419790.0,
EPSS02,SALUD TOTAL,800228773.0,COOPERATIVA DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALUD DE DONMATIAS - PROSALCO,4108722.0,
EPSS02,SALUD TOTAL,800230028.0,CLINICA OFTALMOLOGICA QUINDIO S.A.,4534686.0,
EPSS02,SALUD TOTAL,800231235.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,1841333084.0,
EPSS02,SALUD TOTAL,800234860.0,LITOTRICIA S.A.,66094406.0,
EPSS02,SALUD TOTAL,800249700.0,INSTITUTO NEUMOLOGICO DEL ORIENTE S.A.,25962704.0,
EPSS02,SALUD TOTAL,800250625.0,CENTRO DE FISIOTERAPIA KENDALL LTDA,8341491.0,
EPSS02,SALUD TOTAL,800254132.0,MEDICADIZ S.A.S,268095303.0,
EPSS02,SALUD TOTAL,800255963.0,CLINICA SAN JOSE SAS,100202498.0,
EPSS02,SALUD TOTAL,801000060.0,SOCIEDAD DE NEUROCIENCIAS DIAGNOSTICAS NEUROIMAGENES S.A,20261010.0,
EPSS02,SALUD TOTAL,801001220.0,GASTROSALUD LIMITADA INSTITUTO DE EMFERMEDADES DEL APARATO DIGESTIVO LIMITADA - GASTROSALUD LTDA,1358966.0,
EPSS02,SALUD TOTAL,801001323.0,CLINICA EL PRADO INSTITUTO ESPECIALIZADO EN SALUD MENTAL LTDA,23194752.0,
EPSS02,SALUD TOTAL,801001440.0,RED SALUD ARMENIA ESE UNIDAD INTERMEDIA DEL SUR,9181070.0,
EPSS02,SALUD TOTAL,802000333.0,SABBAG RADIOLOGOS S.A.,2234378.0,
EPSS02,SALUD TOTAL,802000909.0,CLINICA LOS ALMENDROS SAS,23130350.0,
EPSS02,SALUD TOTAL,802000955.0,INSTITUTO DE LA VISION DEL NORTE & CIA. LTDA.,42815369.0,
EPSS02,SALUD TOTAL,802003081.0,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,2400233.0,
EPSS02,SALUD TOTAL,802003414.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE JUAN DE ACOSTA,3325987.0,
EPSS02,SALUD TOTAL,802004166.0,NEFROSERVICIOS S.A.S,11711548.0,
EPSS02,SALUD TOTAL,802007426.0,VISALUD IPS SAS,11554190.0,
EPSS02,SALUD TOTAL,802009783.0,CLINICA SAN RAFAEL LTDA,52685821.0,
EPSS02,SALUD TOTAL,802010614.0,CENTRO CANCEROLOGICO DEL CARIBE CECAC LTDA,106181293.0,
EPSS02,SALUD TOTAL,802015154.0,FASALUD IPS S.A.S.,93795901.0,
EPSS02,SALUD TOTAL,802017015.0,SOCIEDAD BERBOJ SALUD LIMITADA DE SABANALARGA,42290734.0,
EPSS02,SALUD TOTAL,802019573.0,CLINICA PORVENIR LIMITADA,32865750.0,
EPSS02,SALUD TOTAL,802020128.0,INVERCLINICAS S.A.S.,44968650.0,
EPSS02,SALUD TOTAL,802021182.0,I.P.S. UNIDAD MEDICA ETICA S.A.S.,23727524.0,
EPSS02,SALUD TOTAL,802022775.0,CENTRO DE SALUD AGRUPASALUD IPS SAS,15238609.0,
EPSS02,SALUD TOTAL,802024683.0,CENTRO DE REHABILITACION INTEGRAL DE SABANALARGA,4007133.0,
EPSS02,SALUD TOTAL,802025301.0,IPS CENTRO DE ATENCION PULMONAR CAP LTDA,18680539.0,
EPSS02,SALUD TOTAL,804005555.0,E.S.E. HOSPITAL SANTO DOMINGO SAVIO,5318981.0,
EPSS02,SALUD TOTAL,804006936.0,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,3182930.0,
EPSS02,SALUD TOTAL,804010244.0,SOCIEDAD CARDIOVASCULAR DE SANTANDER LTDA SCS,23831703.0,
EPSS02,SALUD TOTAL,804011481.0,VIVASALUD I.P.S. S.A.S,4985736.0,
EPSS02,SALUD TOTAL,804013775.0,CENTRO DE DIAGNOSTICO Y CIRUGIA OCULAR CEDCO S.A.S,5109459.0,
EPSS02,SALUD TOTAL,804014839.0,INSTITUTO DEL CORAZÓN DE BUCARAMANGA S.A.,162222473.0,
EPSS02,SALUD TOTAL,804016971.0,MEDICAL CENTER SAS,155814386.0,
EPSS02,SALUD TOTAL,805010659.0,AMANECER MEDICO SAS,1034138.0,
EPSS02,SALUD TOTAL,805011262.0,RTS S.A.S,2730000.0,
EPSS02,SALUD TOTAL,805016006.0,"AMIGOS DE LA SALUD, AMISALUD SAS",9444276.0,
EPSS02,SALUD TOTAL,805016406.0,ZENSA MEDICA SAS,117211777.0,
EPSS02,SALUD TOTAL,805017681.0,GAMANUCLEAR LTDA,13075155.0,
EPSS02,SALUD TOTAL,805019730.0,SOLAIR SAS,10518500.0,
EPSS02,SALUD TOTAL,805023423.0,SOCIEDAD N.S.D.R. S.A.S,2267298626.0,
EPSS02,SALUD TOTAL,805027261.0,E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,1968361.0,
EPSS02,SALUD TOTAL,805027337.0,RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO E.S.E,3634790.0,
EPSS02,SALUD TOTAL,805027743.0,DUMIAN MÉDICAL S.A.S,198164113.0,
EPSS02,SALUD TOTAL,806005602.0,ESE HOSPITAL LOCAL TURBACO,25591425.0,
EPSS02,SALUD TOTAL,806006414.0,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,1369217.0,
EPSS02,SALUD TOTAL,806007923.0,E.S.E. HOSPITAL LOCAL ARJONA,7565739.0,
EPSS02,SALUD TOTAL,806008270.0,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,1059536.0,
EPSS02,SALUD TOTAL,806008356.0,UCI DEL CARIBE SAS,9286873.0,
EPSS02,SALUD TOTAL,806008439.0,CLINICA CARTAGENA DEL MAR S.A.S,361560271.0,
EPSS02,SALUD TOTAL,806010305.0,ESE HOSPITAL LOCAL CARTAGENA DE INDIAS,66862680.0,
EPSS02,SALUD TOTAL,806011261.0,ESTRIOS SAS,8025001.0,
EPSS02,SALUD TOTAL,806013287.0,SERVICIOS FONOAUDIOLOGICOS DEL CARIBE S.A.S,2042603.0,
EPSS02,SALUD TOTAL,806013568.0,NEURODINAMIA S.A,110934098.0,
EPSS02,SALUD TOTAL,806013598.0,EMPRESA SOCIAL DEL ESTADO RIO GRANDE DE LA MAGDALENA DEL MUNICIPIO DE MAGANGUE,1445600.0,
EPSS02,SALUD TOTAL,806013944.0,IMÁGENES Y RADIOLOGIA S.A.S.,38402309.0,
EPSS02,SALUD TOTAL,806015201.0,GESTION SALUD S.A.S.,370980291.0,
EPSS02,SALUD TOTAL,806016225.0,CENTRO MEDICO BUENOS AIRES SAS,13870359.0,
EPSS02,SALUD TOTAL,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,3105305.0,
EPSS02,SALUD TOTAL,807004631.0,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,1477600.0,
EPSS02,SALUD TOTAL,807008824.0,E.S.E. HOSPITAL REGIONAL CENTRO,3145519.0,
EPSS02,SALUD TOTAL,809000383.0,HOSPITAL LOCAL VITO FASAEL GUTIERREZ PEDRAZA E.S.E.,54104776.0,
EPSS02,SALUD TOTAL,809001482.0,CLINICA DE OJOS DEL TOLIMA S.A.S,104972785.0,
EPSS02,SALUD TOTAL,809002097.0,HOSPITAL NUESTRA SEÑORA DEL ROSARIO DE CHIQUINQUIRA DEL MUNICIPIO DE COELLO TOLIMA E.S.E,2447967.0,
EPSS02,SALUD TOTAL,809002913.0,PROMOVER SAS,114575196.0,
EPSS02,SALUD TOTAL,809003590.0,UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL DEL ESTADO,228458837.0,
EPSS02,SALUD TOTAL,809004280.0,HOSPITAL RICARDO ACOSTA NIVEL I EMPRESA SOCIAL DEL ESTADO,3587289.0,
EPSS02,SALUD TOTAL,809005452.0,HOSPITAL SANTA ROSA DE LIMA E. S. E.,18835077.0,
EPSS02,SALUD TOTAL,809009066.0,CLINICA LOS REMANSOS INSTITUTO TOLIMENSE DE SALUD MENTAL S.A.S,94134431.0,
EPSS02,SALUD TOTAL,809010893.0,INSTITUTO OFTALMOLOGICO DEL TOLIMA SAS,124649800.0,
EPSS02,SALUD TOTAL,809011517.0,MEDICINA INTENSIVA DEL TOLIMA S.A.,210094450.0,
EPSS02,SALUD TOTAL,809012505.0,UROCADIZ ESPECIALIDADES MEDICO QUIRURGICAS SAS,33009492.0,
EPSS02,SALUD TOTAL,810001159.0,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE SAN JOSE,3433112.0,
EPSS02,SALUD TOTAL,810001392.0,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,1619769.0,
EPSS02,SALUD TOTAL,810002335.0,CENTRO DE DIAGNOSTICO UROLOGICO S.A C.D.U.S.A,41730124.0,
EPSS02,SALUD TOTAL,810002689.0,MYCAR IPS SAS,11299488.0,
EPSS02,SALUD TOTAL,810003245.0,CLÍNICA OSPEDALE MANIZALES S.A,289033609.0,
EPSS02,SALUD TOTAL,810006840.0,LABORATORIO DE PATOLOGÍA Y CITOLOGÍA CITOSALUD SAS,8507613.0,
EPSS02,SALUD TOTAL,811000136.0,COOPERATIVA DE SALUD SAN ESTEBAN,10147417.0,
EPSS02,SALUD TOTAL,811002429.0,CLINICA PAJONAL S.A.S,14720581.0,
EPSS02,SALUD TOTAL,811004956.0,"""FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN""",1832589.0,
EPSS02,SALUD TOTAL,811016192.0,HOSPITAL ALMA MÁTER DE ANTIOQUIA,58484438.0,
EPSS02,SALUD TOTAL,811038804.0,OFTALMOSERVICIOS IPS S.A.S.,11215212.0,
EPSS02,SALUD TOTAL,811042050.0,SERVIUCIS S.A.S.,12428474.0,
EPSS02,SALUD TOTAL,811042064.0,CENTRO CARDIOVASCULAR SOMER INCARE S A,8808870.0,
EPSS02,SALUD TOTAL,811046900.0,CLINICA CARDIO VID,42636642.0,
EPSS02,SALUD TOTAL,812000300.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS,1812820.0,
EPSS02,SALUD TOTAL,812000527.0,CLINICA SAHAGUN I.P.S. S.A,1560573.0,
EPSS02,SALUD TOTAL,812001219.0,E.S.E HOSPITAL SAN JORGE,9872572.0,
EPSS02,SALUD TOTAL,812001423.0,ESE CAMU SANTA TERESITA,4490638.0,
EPSS02,SALUD TOTAL,812001868.0,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,2239905.0,
EPSS02,SALUD TOTAL,812002836.0,ESE CAMU DEL PRADO,18315735.0,
EPSS02,SALUD TOTAL,812002958.0,CLINICA LA TRINIDAD I.P.S. LTDA,28758492.0,
EPSS02,SALUD TOTAL,812002993.0,E.S.E CAMU IRIS LÓPEZ DURAN,1494405.0,
EPSS02,SALUD TOTAL,812003272.0,SOCIEDAD DE PATOLOGOS DE CORDOBA LTDA,1947978.0,
EPSS02,SALUD TOTAL,812003455.0,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,1378162.0,
EPSS02,SALUD TOTAL,812003726.0,E.S.E. CENTRO DE SALUD DE COTORRA,5729370.0,
EPSS02,SALUD TOTAL,812004935.0,CLINICA MATERNO INFANTIL CASA DEL NIÑO S.A.S,54606752.0,
EPSS02,SALUD TOTAL,812005130.0,ESPECIALISTAS ASOCIADOS S.A.,79627527.0,
EPSS02,SALUD TOTAL,812005323.0,TERAPIAS INTEGRALES S.A.S.,57055043.0,
EPSS02,SALUD TOTAL,812005644.0,CLINICA REGIONAL DEL SAN JORGE AGENCIA YOPAL,11027616.0,
EPSS02,SALUD TOTAL,812005726.0,EMPRESA SOCIAL DEL ESTADO VIDASINU,87478649.0,
EPSS02,SALUD TOTAL,812007194.0,ONCOMEDICA S.A.S,390209455.0,
EPSS02,SALUD TOTAL,812007286.0,CLÍNICA LAURELES PSIQUIATRAS ASOCIADOS. I.P.S S.A.S.,97918026.0,
EPSS02,SALUD TOTAL,812008004.0,MASVIDA DE LA COSTA S.A.S,31314899.0,
EPSS02,SALUD TOTAL,812008052.0,CITEN LTDA,26356189.0,
EPSS02,SALUD TOTAL,813001952.0,CLINICA MEDILASER S.A.S.,268436507.0,
EPSS02,SALUD TOTAL,813002497.0,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,1903745.0,
EPSS02,SALUD TOTAL,813002940.0,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,3858424.0,
EPSS02,SALUD TOTAL,813010966.0,ESE JUAN RAMON NUÑEZ PALACIOS,4004836.0,
EPSS02,SALUD TOTAL,813011515.0,ESE HOSPITAL LOCAL MUNICIPAL,1893569.0,
EPSS02,SALUD TOTAL,813011577.0,CLINICA UROS S.A.S - TORRE A,192837268.0,
EPSS02,SALUD TOTAL,814003448.0,AUDIOCOM IPS,123223409.0,
EPSS02,SALUD TOTAL,816001182.0,AUDIFARMA S.A.,13654448715.0,
EPSS02,SALUD TOTAL,816002451.0,CALCULASER S.A.,86683793.0,
EPSS02,SALUD TOTAL,816005003.0,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,15623781.0,
EPSS02,SALUD TOTAL,816007055.0,INSTITUTO DE EPILEPSIA Y PARKINSON DEL EJE CAFETERO S.A,133462813.0,
EPSS02,SALUD TOTAL,819000134.0,CENTRO CARDIOVASCULAR DEL MAGDALENA S.A.,2182440.0,
EPSS02,SALUD TOTAL,819000364.0,CLINICA DE LA MUJER S.A.,72857070.0,
EPSS02,SALUD TOTAL,819000413.0,CLINICA GENERAL DE CIENAGA S. A. S.,17518292.0,
EPSS02,SALUD TOTAL,819001309.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL SAN JOSE,1461643.0,
EPSS02,SALUD TOTAL,819001483.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRAY LUIS DE LEON,20228420.0,
EPSS02,SALUD TOTAL,819001796.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,8974056.0,
EPSS02,SALUD TOTAL,819001895.0,CLINICA REGIONAL INMACULADA CONCEPCION,1752227.0,
EPSS02,SALUD TOTAL,819001980.0,CITOPAT DE LA COSTA LTDA,18544708.0,
EPSS02,SALUD TOTAL,819002176.0,COMPAÑÍA COLOMBIANA DE SALUD COLSALUD S.A,49002311.0,
EPSS02,SALUD TOTAL,819002228.0,CENTRO DE IMÁGENES DIAGNOSTICAS SANTA MARTA S.A.S,12703411.0,
EPSS02,SALUD TOTAL,819002363.0,ESE HOSPITAL 7 DE AGOSTO,4487784.0,
EPSS02,SALUD TOTAL,819002534.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,5968474.0,
EPSS02,SALUD TOTAL,819002551.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,19165669.0,
EPSS02,SALUD TOTAL,819002934.0,FUNDACION SANAR KINESIS,11808027.0,
EPSS02,SALUD TOTAL,819003599.0,ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL,1370897.0,
EPSS02,SALUD TOTAL,819003618.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,17760525.0,
EPSS02,SALUD TOTAL,819003632.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ZONA BANANERA,27886035.0,
EPSS02,SALUD TOTAL,819004070.0,ESE ALEJANDRO PROSPERO REVEREND,28608681.0,
EPSS02,SALUD TOTAL,819005499.0,LITOPRADO SAS,40460500.0,
EPSS02,SALUD TOTAL,819006339.0,SURGIFAST S.A.,41169638.0,
EPSS02,SALUD TOTAL,819006461.0,GASTROMAG SAS,14259916.0,
EPSS02,SALUD TOTAL,820001277.0,CENTRO DE CANCEROLOGÍA DE BOYACÁ SAS.,22507332.0,
EPSS02,SALUD TOTAL,820003850.0,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,56112065.0,
EPSS02,SALUD TOTAL,820005389.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,6309762.0,
EPSS02,SALUD TOTAL,821003143.0,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO (SEDE 0001),2048948.0,
EPSS02,SALUD TOTAL,822000946.0,MEDICINA NUCLEAR DIAGNOSTICA S.A.S.,21416892.0,
EPSS02,SALUD TOTAL,822001338.0,CLINICA DEL SISTEMA NERVIOSO S.A.S,145957287.0,
EPSS02,SALUD TOTAL,822001570.0,HOSPITAL LOCAL PRIMER NIVEL E.S.E. FUENTE DE ORO,1013800.0,
EPSS02,SALUD TOTAL,822002459.0,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,40225392.0,
EPSS02,SALUD TOTAL,822006595.0,"EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE ""SOLUCION SALUD""",39453096.0,
EPSS02,SALUD TOTAL,822007351.0,CENTRO OFTALMOLOGICO DEL LLANO S.A.,21988799.0,
EPSS02,SALUD TOTAL,822007837.0,AMBULANCIAS DEL LLANO SAS,18234135.0,
EPSS02,SALUD TOTAL,823000571.0,I.PS. PATOLOGOS ASOCIADOS DE SUCRE LTDA,3434379.0,
EPSS02,SALUD TOTAL,823001035.0,ESE CENTRO DE SALUD SAN JOSE I NIVEL SAN MARCOS,3652864.0,
EPSS02,SALUD TOTAL,823002800.0,OFTALMOLOGOS ASOCIADOS DE LA COSTA SAS,134207226.0,
EPSS02,SALUD TOTAL,823002856.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN BLAS DE MORROA,1540356.0,
EPSS02,SALUD TOTAL,823002991.0,CLINICA SALUD SOCIAL S.A.S,176471695.0,
EPSS02,SALUD TOTAL,823004895.0,UNIDAD MEDICA INTEGRAL DEL SAN JORGE LIMITADA,1055958.0,
EPSS02,SALUD TOTAL,824000425.0,ESE HOSPITAL SAN JOSE,3964835.0,
EPSS02,SALUD TOTAL,824000426.0,ESE HOSPITAL LOCAL CURUMANI CRISTIAN MORENO PALLARES,2755260.0,
EPSS02,SALUD TOTAL,824000440.0,HOSPITAL HERNANDO QUINTERO BLANCO E.S.E,7973599.0,
EPSS02,SALUD TOTAL,824000442.0,ESE HOSPITAL SAN MARTIN,1891725.0,
EPSS02,SALUD TOTAL,824000469.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,7136292.0,
EPSS02,SALUD TOTAL,824000543.0,ESE HOSPITAL JORGE ISAAC RINCON TORRES,41382236.0,
EPSS02,SALUD TOTAL,824000586.0,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,4005200.0,
EPSS02,SALUD TOTAL,824000687.0,SOCIEDAD DE ONCOLOGIA Y HEMATOLOGIA DEL CESAR S.A.S.,612608313.0,
EPSS02,SALUD TOTAL,824000785.0,ESE HOSPITAL LOCAL DE AGUACHICA,893305.0,
EPSS02,SALUD TOTAL,824000986.0,CARBOSALUD S.A.S,12161674.0,
EPSS02,SALUD TOTAL,824001041.0,CLINICA MEDICOS S.A.,305393198.0,
EPSS02,SALUD TOTAL,824001252.0,CLINICA ERASMO LTDA,12187279.0,
EPSS02,SALUD TOTAL,824002277.0,CLINICA BUENOS AIRES S.A:S,15890244.0,
EPSS02,SALUD TOTAL,824002672.0,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,1709644.0,
EPSS02,SALUD TOTAL,824003102.0,CENTRAL DE PATOLOGIA DEL CESAR LTDA,31049121.0,
