COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO ABRIL 2023,OBSERVACIÓN
EPSI05,MALLAMAS,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,10486613,
EPSI05,MALLAMAS,892000401.0,INVERSIONES CLINICA DEL META S.A.,76325597,
EPSI05,MALLAMAS,892000501.0,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,199557649,
EPSI05,MALLAMAS,899999032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,4079368,
EPSI05,MALLAMAS,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,198844524,
EPSI05,MALLAMAS,900001297.0,IPS INDIGENA DEL RESGUARDO DE MUELLAMUES,9022187,
EPSI05,MALLAMAS,900011436.0,PALERMO IMAGEN LTDA,74372229,
EPSI05,MALLAMAS,900011824.0,RADIOLOGOS ASOCIADOS DEL PACIFICO LIMITADA IPS,2040659,
EPSI05,MALLAMAS,900012404.0,CLINICA AYNAN LTDA,148405583,
EPSI05,MALLAMAS,900014225.0,CENTRO DE SALUD SAPUYES E.S.E.,3578225,
EPSI05,MALLAMAS,900021788.0,CLINICA DE LA AMAZONIA IPS LTDA,38903624,
EPSI05,MALLAMAS,900034438.0,FUNDACIÓN PARA EL SERVICIO INTEGRAL DE ATENCIÓN MÉDICA - FUNDACIÓN SIAM,11700000,
EPSI05,MALLAMAS,900045440.0,CODENT ODONTOLOGIA ESPECIALIZADA IPS E.U.,8865031,
EPSI05,MALLAMAS,900052148.0,CXAYU`CE JXUT EMPRESA SOCIAL DEL ESTADO,25091795,
EPSI05,MALLAMAS,900055393.0,CENTRO DE IMÁGENES DIAGNOSTICAS TERCER MILENIO SAS,51589953,
EPSI05,MALLAMAS,900056747.0,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD INDÍGENA GUAITARA,10763855,
EPSI05,MALLAMAS,900063271.0,CENTRO DE SERVICIOS SANTANGEL SAS,5379553,
EPSI05,MALLAMAS,900077584.0,COOPERATIVA DE SERVICIOS INTEGRALES DE SALUD RED MEDICRON IPS,243094960,
EPSI05,MALLAMAS,900089294.0,IPS DEL CABILDO INDIGENA DE CHILES,7004074,
EPSI05,MALLAMAS,900091143.0,EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.,162418300,
EPSI05,MALLAMAS,900106708.0,IPS CUMBE SALUD S.A.S,8936365,
EPSI05,MALLAMAS,900108282.0,CENTRO DE SALUDYA E.S.E. DE YACUANQUER,5324997,
EPSI05,MALLAMAS,900121152.0,HOSPITAL RICAURTE EMPRESA SOCIAL DEL ESTADO,87276368,
EPSI05,MALLAMAS,900123612.0,NEFROUROS MOM SAS,215876878,
EPSI05,MALLAMAS,900126794.0,CENTRO DE SALUD SAGRADO CORAZON DE JESUS E.S.E.,714525,
EPSI05,MALLAMAS,900127211.0,E.S.E. CENTRO HOSPITAL SAN JUAN BAUTISTA,7750998,
EPSI05,MALLAMAS,900128655.0,CENTRO DE SALUD FUNES E.S.E.,3087472,
EPSI05,MALLAMAS,900129891.0,E.S.E. CENTRO DE SALUD GUACHAVÉS,677074,
EPSI05,MALLAMAS,900130936.0,SALUD TERAPIA DEL PUTUMAYO E.U,4286056,
EPSI05,MALLAMAS,900140292.0,ESE CENTRO DE SALUD SAN JUAN BOSCO,1353886,
EPSI05,MALLAMAS,900142282.0,FUNDACION CLINICA LETICIA,82136106,
EPSI05,MALLAMAS,900145238.0,UNIDAD MEDICA UROLOGICA DE NARIÑO LTDA. UROLAN LTDA.,33006718,
EPSI05,MALLAMAS,900145579.0,EMPRESA SOCIAL DEL ESTADO POPAYAN E.S.E.,65542016,
EPSI05,MALLAMAS,900145581.0,EMPRESA SOCIAL DEL ESTADO ESE CENTRO I,85770699,
EPSI05,MALLAMAS,900145767.0,ESE SUR OCCIDENTE,1481656,
EPSI05,MALLAMAS,900146010.0,EMPRESA SOCIAL DEL ESTADO NORTE 1 E.S.E.,8245868,
EPSI05,MALLAMAS,900146633.0,UNIDAD VASCULAR LTDA,4732040,
EPSI05,MALLAMAS,900154361.0,E.S.E. CENTRO DE SALUD DEL TABLON DE GOMEZ,3708200,
EPSI05,MALLAMAS,900180747.0,IPS PUENTE DEL MEDIO,38064221,
EPSI05,MALLAMAS,900181419.0,MEINTEGRAL S.A.S,113957760,
EPSI05,MALLAMAS,900185047.0,OXYCENTER HOME CARE S.A.S,1013145,
EPSI05,MALLAMAS,900190473.0,IPS MUNICIPAL DE IPIALES E.S.E.,338969802,
EPSI05,MALLAMAS,900192678.0,E.S.E. CENTRO DE SALUD NUESTRA SEÑORA DEL PILAR,2253318,
EPSI05,MALLAMAS,900192832.0,E.S.E. CENTRO DE SALUD SAN LORENZO,8950759,
EPSI05,MALLAMAS,900196347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,2289876,
EPSI05,MALLAMAS,900198012.0,IPS CLÍNICA ROQUE ARMANDO LÓPEZ ÁLVAREZ E.U.,48312375,
EPSI05,MALLAMAS,900215983.0,CLINICA BELO HORIZONTE,5889469,
EPSI05,MALLAMAS,900228989.0,CLINICA SANTA SOFIA DEL PACIFICO LTDA,3908169,
EPSI05,MALLAMAS,900231793.0,CLINICA NEFROUROS SAS,7448448,
EPSI05,MALLAMAS,900242742.0,FABILU S.A.S,11615311,
EPSI05,MALLAMAS,900272615.0,IMAGENES DIAGNOSTICAS SAN JOSE,1645518,
EPSI05,MALLAMAS,900298822.0,MEDIFORT IPS,1254069024,
EPSI05,MALLAMAS,900334303.0,LABORATORIO HORMONAL DE NARIÑO,15447016,
EPSI05,MALLAMAS,900340536.0,FUNDACION HACIA UNA NUEVA VIDA,2153250,
EPSI05,MALLAMAS,900341409.0,ESTUDIOS OFTALMOLOGICOS SAS,8291903,
EPSI05,MALLAMAS,900350386.0,INSTITUTO RADIOLOGICO DEL SUR IPIALES SAS,7904166,
EPSI05,MALLAMAS,900355585.0,RAYOS X DEL HUILA S.A.S,5756667,
EPSI05,MALLAMAS,900360269.0,LABORATORIO DE ESPECIALIDADES CLINIZAD S.A.S,29800770,
EPSI05,MALLAMAS,900360970.0,IPS ESPAÑA ORTIZ LIMITADA,10405998,
EPSI05,MALLAMAS,900406662.0,ASOCIACIÓN IPS INDÍGENA TRICAUMA,1601740,
EPSI05,MALLAMAS,900410267.0,SALUD VIDA IPS S.A.S.,15922523,
EPSI05,MALLAMAS,900410443.0,IPS INDIGENA MATAVEN SALUD SAS,123746532,
EPSI05,MALLAMAS,900412444.0,HOSPITAL ORTOPÉDICO S.A.S,11098569,
EPSI05,MALLAMAS,900423816.0,SAN JOSE IPS PUTUMAYO SAS,46385196,
EPSI05,MALLAMAS,900442870.0,CLINICA ONCOLOGICA AURORA SAS,460860290,
EPSI05,MALLAMAS,900448248.0,FONOCENTER SAS,206547588,
EPSI05,MALLAMAS,900501715.0,INSTITUCIÓN PRESTADORA DE SERVICIOS CENTRO INTEGRAL DE REHABILITACIÓN DEL PUTUMAYO LTDA.,4924905,
EPSI05,MALLAMAS,900518251.0,S.A.E. SERVICIOS AEREOS ESPECIALES GLOBAL LIFE AMBULANCIAS S.A.S,925048669,
EPSI05,MALLAMAS,900532504.0,DAVITA S.A.S.,38674502,
EPSI05,MALLAMAS,900597845.0,CLINICA CARDIONEUROVASCULAR PABON SAS,237286908,
EPSI05,MALLAMAS,900598579.0,VHR CENTRO PEDIATRICO Y CARDIOLOGICO IPS SAS,6936240,
EPSI05,MALLAMAS,900613550.0,CLINICA SAN FRANCISCO DE ASIS SAS,1733924,
EPSI05,MALLAMAS,900624392.0,ALTILLANURA AMBULANCIAS Y SERVICIOS MEDICOS SAS,2492400,
EPSI05,MALLAMAS,900626481.0,CENTRO DE ESPECIALISTAS EN DIAGNÓSTICO E IMÁGENES MAMARIAS S.A.S.,11615749,
EPSI05,MALLAMAS,900661925.0,DESPENSALUD IPS S.A.S,9194870,
EPSI05,MALLAMAS,900758225.0,BIOCLINICO DEL SUR S.A.S.,58011453,
EPSI05,MALLAMAS,900772776.0,IPS SALUD MENTAL MONTE SINAI SAS,9724763,
EPSI05,MALLAMAS,900801911.0,MED-IMAGENES S.A.S.,46014648,
EPSI05,MALLAMAS,900807126.0,CLINICA REINA ISABEL SAS,40846722,
EPSI05,MALLAMAS,900812655.0,CLINICA SOL DE LOS ANDES SAS,45199010,
EPSI05,MALLAMAS,900891513.0,CLINICA NUEVA RAFAEL URIBE URIBE SAS,1237502,
EPSI05,MALLAMAS,900893325.0,SOMEB DE NARIÑO SALUD OCUPACIONAL Y REHABILITACION INTEGRAL S.A.S,100285892,
EPSI05,MALLAMAS,900900155.0,CENTRO DE CUIDADOS CARDIONEUROVASCULARES PABON SAS,1236437652,
EPSI05,MALLAMAS,900936382.0,FUNDACION CENTRO DE REHABILITACION FUNCIONAL PRAXIS,82764475,
EPSI05,MALLAMAS,900951548.0,UNIDAD DE SERVICIOS ESPECIALIZADOS SAS,1612664,
EPSI05,MALLAMAS,900951939.0,CM COLOMBIA IPS,107997943,
EPSI05,MALLAMAS,900958564.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,2320895,
EPSI05,MALLAMAS,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,60385383,
EPSI05,MALLAMAS,900959051.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,8739757,
EPSI05,MALLAMAS,900971006.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E,55342169,
EPSI05,MALLAMAS,900973467.0,UNIDAD VASCULAR Y DERMATOLOGICA SAS,11334491,
EPSI05,MALLAMAS,901014934.0,IPS NUEVO AMAZONAS S.A.S,82553623,
EPSI05,MALLAMAS,901045775.0,IPS GASTROCENTER Y ESPECIALIDADES MEDICAS SAS,11832716,
EPSI05,MALLAMAS,901080824.0,RECUPERAR SALUD CENTRO DE REHABILITACIÓN INTEGRAL S.A.S,22477729,
EPSI05,MALLAMAS,901118652.0,SIGMA MEDICAL CARE SAS,165298339,
EPSI05,MALLAMAS,901139638.0,IPS BIOLAF SAS,17837849,
EPSI05,MALLAMAS,901169422.0,GRUPO PREFERENCIAL SANAR IPS SAS,21562474,
EPSI05,MALLAMAS,901180926.0,IPS CLINICA MARIANA TUQUERRES SAS,134860682,
EPSI05,MALLAMAS,901201887.0,HOSPITAL DE ALTA COMPLEJIDAD DEL PUTUMAYO S.A.S ZOMAC,967816087,
EPSI05,MALLAMAS,901243673.0,UNIDAD DE FISIATRIA Y ORTHOINTEGRAL SAS,19076493,
EPSI05,MALLAMAS,901544572.0,IPS CAMBIO SEMILLERO DE VIDA SAS,3845000,
EPSI06,PIJAOSALUD,800000118.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,10000000,
EPSI06,PIJAOSALUD,800036400.0,CLINICA IBAGUE S.A,35000000,
EPSI06,PIJAOSALUD,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,40000000,
EPSI06,PIJAOSALUD,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SIGLA COLCAN S.A.S.,70000000,
EPSI06,PIJAOSALUD,800074996.0,CLINICA DE CIRUGIA OCULAR LIMITADA,2000000,
EPSI06,PIJAOSALUD,800116719.0,HOSPITAL ESPECIALIZADO GRANJA INTEGRAL E.S.E LERIDA TOLIMA,25000000,
EPSI06,PIJAOSALUD,800130480.0,CENTRO DE MEDICINA NUCLEAR DEL TOLIMA LTDA,11000000,
EPSI06,PIJAOSALUD,800182136.0,HOSPITAL SAN ANTONIO E.S.E. DE NATAGAIMA TOLIMA,20000000,
EPSI06,PIJAOSALUD,800185449.0,AVIDANTI SAS,250000000,
EPSI06,PIJAOSALUD,800189984.0,IMÁGENES DIAGNOSTICAS S.A.,60000000,
EPSI06,PIJAOSALUD,800209891.0,CLINICA ASOTRAUMA SAS,60000000,
EPSI06,PIJAOSALUD,800228215.0,CENTRO DE ALTA TECNOLOGIA DIAGNOSTICA DEL EJE CAFETERO S.A. - CEDICAF S.A.,20000000,
EPSI06,PIJAOSALUD,800231235.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,600000000,
EPSI06,PIJAOSALUD,801000713.0,ONCOLOGOS DEL OCCIDENTE S.A.S.,100000000,
EPSI06,PIJAOSALUD,805017681.0,GAMANUCLEAR LTDA,2000000,
EPSI06,PIJAOSALUD,805023423.0,SOCIEDAD N.S.D.R. S.A.S,8000000,
EPSI06,PIJAOSALUD,809002913.0,PROMOVER SAS,70000000,
EPSI06,PIJAOSALUD,809003590.0,UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL DEL ESTADO,25000000,
EPSI06,PIJAOSALUD,809009066.0,CLINICA LOS REMANSOS INSTITUTO TOLIMENSE DE SALUD MENTAL S.A.S,12000000,
EPSI06,PIJAOSALUD,809009550.0,THE WALA IPS INDIGENA PUBLICA,180000000,
EPSI06,PIJAOSALUD,809010893.0,INSTITUTO OFTALMOLOGICO DEL TOLIMA SAS,80000000,
EPSI06,PIJAOSALUD,809012505.0,UROCADIZ ESPECIALIDADES MEDICO QUIRURGICAS SAS,80000000,
EPSI06,PIJAOSALUD,813001952.0,CLINICA MEDILASER S.A.S.,5000000,
EPSI06,PIJAOSALUD,813005265.0,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,1853131,
EPSI06,PIJAOSALUD,813011577.0,CLINICA UROS S.A.S - TORRE A,331000000,
EPSI06,PIJAOSALUD,816000810.0,UNIDAD OFTALMOLOGICA LASER S.A,22000000,
EPSI06,PIJAOSALUD,816005003.0,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,10000000,
EPSI06,PIJAOSALUD,816007055.0,INSTITUTO DE EPILEPSIA Y PARKINSON DEL EJE CAFETERO S.A,4000000,
EPSI06,PIJAOSALUD,821003143.0,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO (SEDE 0001),7000000,
EPSI06,PIJAOSALUD,822006595.0,"EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE ""SOLUCION SALUD""",70000000,
EPSI06,PIJAOSALUD,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,30000000,
EPSI06,PIJAOSALUD,830104627.0,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,50000000,
EPSI06,PIJAOSALUD,860007336.0,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,5000000,
EPSI06,PIJAOSALUD,860013779.0,ASOCIACIÓN PROFAMILIA,10000000,
EPSI06,PIJAOSALUD,860013874.0,INSTITUTO ROOSEVELT,7000000,
EPSI06,PIJAOSALUD,860015536.0,HOSPITAL UNIVERSITARIO SAN IGNACIO,7000000,
EPSI06,PIJAOSALUD,890000992.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL DE FILANDIA,3000000,
EPSI06,PIJAOSALUD,890303461.0,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,5000000,
EPSI06,PIJAOSALUD,890324177.0,FUNDACION VALLE DEL LILI,15000000,
EPSI06,PIJAOSALUD,890700666.0,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO,4000000,
EPSI06,PIJAOSALUD,890700694.0,HOSPITAL MARIA INMACULADA E.S.E,3000000,
EPSI06,PIJAOSALUD,890701033.0,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO,80000000,
EPSI06,PIJAOSALUD,890701300.0,HOSPITAL SAN CARLOS ESE SALDAÑA TOLIMA,35000000,
EPSI06,PIJAOSALUD,890701353.0,NUEVO HOSPITAL LA CANDELARIA,100000000,
EPSI06,PIJAOSALUD,890701459.0,E.S.E. HOSPITAL SAN JUAN BAUTISTA,340000000,
EPSI06,PIJAOSALUD,890701490.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL,30000000,
EPSI06,PIJAOSALUD,890701715.0,E.S.E. HOSPITAL SAN ANTONIO,2000000,
EPSI06,PIJAOSALUD,890701718.0,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR EMPRESA SOCIAL DEL ESTADO,4500000,
EPSI06,PIJAOSALUD,890701922.0,HOSPITAL LA MISERICORDIA E.S.E,2000000,
EPSI06,PIJAOSALUD,890703266.0,HOSPITAL NUESTRA SEÑORA DE LOURDES E.S.E.,35000000,
EPSI06,PIJAOSALUD,890703630.0,SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,100000000,
EPSI06,PIJAOSALUD,890704495.0,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL I,20000000,
EPSI06,PIJAOSALUD,890704555.0,HOSPITAL CENTRO E.S.E. DE PLANADAS,5000000,
EPSI06,PIJAOSALUD,890706833.0,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,350000000,
EPSI06,PIJAOSALUD,890801989.0,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS ESE,30000000,
EPSI06,PIJAOSALUD,890900518.0,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,10000000,
EPSI06,PIJAOSALUD,890904646.0,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",10000000,
EPSI06,PIJAOSALUD,890939936.0,SOCIEDAD MEDICA RIONEGRO SA,7000000,
EPSI06,PIJAOSALUD,891180098.0,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,2000000,
EPSI06,PIJAOSALUD,891180268.0,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,100000000,
EPSI06,PIJAOSALUD,891401308.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,15000000,
EPSI06,PIJAOSALUD,891401643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,10000000,
EPSI06,PIJAOSALUD,891408918.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,7699144,
EPSI06,PIJAOSALUD,891408974.0,INSTITUTO DE AUDIOLOGIA INTEGRAL,2000000,
EPSI06,PIJAOSALUD,891409025.0,ESE HOSPITAL SAN RAFAEL,40000000,
EPSI06,PIJAOSALUD,891409390.0,RADIOLOGOS ASOCIADOS S.A.S,6000000,
EPSI06,PIJAOSALUD,891409981.0,CLINICA LOS ROSALES S.A,7000000,
EPSI06,PIJAOSALUD,891410661.0,ESE HOSPITAL SANTA ANA,7000000,
EPSI06,PIJAOSALUD,891412126.0,ESE HOSPITAL SAN VICENTE DE PAUL.,10000000,
EPSI06,PIJAOSALUD,891412134.0,E.S.E. HOSPITAL MENTALUNIVERSITARIO DE RISARALDA,10000000,
EPSI06,PIJAOSALUD,891480000.0,CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA,10000000,
EPSI06,PIJAOSALUD,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,10000000,
EPSI06,PIJAOSALUD,892000401.0,INVERSIONES CLINICA DEL META S.A.,10000000,
EPSI06,PIJAOSALUD,892000501.0,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,280000000,
EPSI06,PIJAOSALUD,899999032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,50000000,
EPSI06,PIJAOSALUD,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,500000000,
EPSI06,PIJAOSALUD,899999151.0,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,8000000,
EPSI06,PIJAOSALUD,900074359.0,UCIMED S.A,7000000,
EPSI06,PIJAOSALUD,900123436.0,SOCIEDAD INTEGRAL DE ESPECIALISTAS EN SALUD S.A.S SIGLA SIES SALUD S.A.S,50000000,
EPSI06,PIJAOSALUD,900123612.0,NEFROUROS MOM SAS,100000000,
EPSI06,PIJAOSALUD,900138815.0,UNIDAD MATERNO INFANTIL DEL TOLIMA S.A.,280000000,
EPSI06,PIJAOSALUD,900144408.0,OXITOLIMA S.A IPS,20000000,
EPSI06,PIJAOSALUD,900171211.0,GLOBAL LIFE AMBULANCIAS SAS,20000000,
EPSI06,PIJAOSALUD,900181419.0,MEINTEGRAL S.A.S,250000000,
EPSI06,PIJAOSALUD,900185047.0,OXYCENTER HOME CARE S.A.S,7000000,
EPSI06,PIJAOSALUD,900193162.0,INSTITUTO DE ULTRATECNOLOGIA MEDICA S A S,80000000,
EPSI06,PIJAOSALUD,900202290.0,AUDIOSALUD INTEGRAL SAS,15000000,
EPSI06,PIJAOSALUD,900211668.0,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,70000000,
EPSI06,PIJAOSALUD,900215983.0,CLINICA BELO HORIZONTE,30000000,
EPSI06,PIJAOSALUD,900246313.0,IPS INTEGRAL SOMOS SALUD SAS,10000000,
EPSI06,PIJAOSALUD,900264583.0,ONCO-ORIENTE S.A.S,10000000,
EPSI06,PIJAOSALUD,900269973.0,LABORATORIO BIOANALISIS SAS,32000000,
EPSI06,PIJAOSALUD,900306771.0,IPS INDIGENA MATSULUDANI UNUMA LTDA,20000000,
EPSI06,PIJAOSALUD,900342064.0,SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S,20000000,
EPSI06,PIJAOSALUD,900346953.0,CARDIOSALUD EJE CAFETERO S.A.S.,5000000,
EPSI06,PIJAOSALUD,900377863.0,UNION DE CIRUJANOS S.A.S.,2000000,
EPSI06,PIJAOSALUD,900413988.0,NP MEDICAL IPS SAS,60000000,
EPSI06,PIJAOSALUD,900422064.0,CENTRO ESPECIALIZADO DE UROLOGIA S.A.S,7000000,
EPSI06,PIJAOSALUD,900428930.0,CLINICAONCOSALUD I.P.S.S.A.S,120000000,
EPSI06,PIJAOSALUD,900458032.0,SERVICIO CARDIOCRITICO DEL TOLIMA S.A.S.,30000000,
EPSI06,PIJAOSALUD,900470918.0,GRUPO CUIDAR SAS,7000000,
EPSI06,PIJAOSALUD,900471504.0,CLÍNICA LAS VICTORIAS - FRACTURAS,20000000,
EPSI06,PIJAOSALUD,900476649.0,INVERAUDIT SAS,100000000,
EPSI06,PIJAOSALUD,900494089.0,CENDITER S.A.S.,20000000,
EPSI06,PIJAOSALUD,900497208.0,INSTITUTO VASCULAR E IMÁGENES DIAGNOSTICAS SAS,38000000,
EPSI06,PIJAOSALUD,900520501.0,TOLIMEDICA SAS,20000000,
EPSI06,PIJAOSALUD,900543368.0,UROGIN SAS IPS,5000000,
EPSI06,PIJAOSALUD,900547903.0,PREVENCION INTEGRAL EN SALUD IPS S.A.S,50000000,
EPSI06,PIJAOSALUD,900576732.0,TRAUMASUR TIENDA DE LA SALUD SAS,300000000,
EPSI06,PIJAOSALUD,900580962.0,DISFARMA G.C. S.A.S.,300000000,
EPSI06,PIJAOSALUD,900600212.0,CARDIOLOGIA SIGLO XXI,30000000,
EPSI06,PIJAOSALUD,900624392.0,ALTILLANURA AMBULANCIAS Y SERVICIOS MEDICOS SAS,100000000,
EPSI06,PIJAOSALUD,900693770.0,MEDICAL LIFE CARE S.A.S.,20000000,
EPSI06,PIJAOSALUD,900718172.0,CLINICA INTERNACIONAL DE ALTA TECNOLOGIA CLINALTEC S.A.S.,200000000,
EPSI06,PIJAOSALUD,900772053.0,SERVICIO Y ATENCION EN SALUD - SANAS IPS SAS,2000000,
EPSI06,PIJAOSALUD,900871885.0,CENTRAL DE ESPECIALISTAS DE COLOMBIA S.A.S.,90000000,
EPSI06,PIJAOSALUD,900900122.0,HEALTH & LIFE IPS SAS SIGLA H&L UCC SAS,35000000,
EPSI06,PIJAOSALUD,900911340.0,OPTICAS YAMPAL SAS,5000000,
EPSI06,PIJAOSALUD,900958564.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,20000000,
EPSI06,PIJAOSALUD,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,15000000,
EPSI06,PIJAOSALUD,900959051.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,50000000,
EPSI06,PIJAOSALUD,900971006.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E,40000000,
EPSI06,PIJAOSALUD,900994370.0,NEUROCAD SAS,15000000,
EPSI06,PIJAOSALUD,901112813.0,CLINNOVA CLINICA DE HERIDAS Y OSTOMIAS SAS,8000000,
EPSI06,PIJAOSALUD,901120152.0,HOGAR DE PASO ITZAYANA SAS,40000000,
EPSI06,PIJAOSALUD,901164974.0,JUNICAL MEDICAL S.A.S.,40000000,
EPSI06,PIJAOSALUD,901223046.0,SHARON MEDICAL GROUP SAS,300000000,
EPSI06,PIJAOSALUD,901352353.0,CLINICA LA SAGRADA FAMILIA SAS,100000000,
EPSS01,ALIANSALUD,830507718.0,CLINICA MEDICAL SAS,1596639,
EPSS01,ALIANSALUD,860001475.0,CLÍNICA SANTO TOMÁS SA,6055462,
EPSS01,ALIANSALUD,860006560.0,LIGA COLOMBIANA CONTRA EL CÁNCER,18499700,
EPSS01,ALIANSALUD,860006656.0,FUNDACION ABOOD SHAIO,2667965,
EPSS01,ALIANSALUD,860007373.0,FUNDACION HOSPITAL SAN CARLOS,14892822,
EPSS01,ALIANSALUD,860013779.0,ASOCIACIÓN PROFAMILIA,4419376,
EPSS01,ALIANSALUD,860013874.0,INSTITUTO ROOSEVELT,1599840,
EPSS01,ALIANSALUD,860015536.0,HOSPITAL UNIVERSITARIO SAN IGNACIO,51680892,
EPSS01,ALIANSALUD,860035992.0,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,1255641,
EPSS01,ALIANSALUD,860040094.0,OXIGENOS DE COLOMBIA LTDA PODRA USAR LA SIGLA OXICOL LTDA.,1298250,
EPSS01,ALIANSALUD,860090566.0,CLINICA DEL OCCIDENTE S.A.,4059040,
EPSS01,ALIANSALUD,899999123.0,FUNDACION HOSPITAL DE LA MISERICORDIA,23402145,
EPSS01,ALIANSALUD,900033752.0,UNIVER PLUS,22119500,
EPSS01,ALIANSALUD,900162688.0,FORJA EMPRESAS SAS,6431788,
EPSS01,ALIANSALUD,900210981.0,CORPORACIÓN HOSPITALARIA JUAN CIUDAD,6688571,
EPSS01,ALIANSALUD,900219866.0,MEDICARTE S.A.S,44486428,
EPSS01,ALIANSALUD,900308007.0,PASSUS IPS TALLER PSICOMOTRIZ S.A.S,2008497,
EPSS01,ALIANSALUD,900578105.0,CORPORACIÓN SALUD UN,14827444,
EPSS01,ALIANSALUD,900838988.0,AIR LIQUIDE COLOMBIA SAS,2027350,
EPSS02,SALUD TOTAL,800000118.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,190470972,
EPSS02,SALUD TOTAL,800003765.0,VIRREY SOLIS IPS SA,6286114674,
EPSS02,SALUD TOTAL,800004808.0,CLÍNICA SANTA CLARA SAS,6556068,
