DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO MAYO 2023,OBSERVACIÓN
15455,BOYACA,MIRAFLORES,EPSS41,NUEVA EPS,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,66637139,
15455,BOYACA,MIRAFLORES,ESS024,COOSALUD,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,37175271,
15464,BOYACA,MONGUA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,50400,
15464,BOYACA,MONGUA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,81600,
15464,BOYACA,MONGUA,EPSS37,NUEVA EPS,826002930,E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA,2291500,
15464,BOYACA,MONGUA,EPSS41,NUEVA EPS,826002930,E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA,17690075,
15466,BOYACA,MONGUI,EPSS37,NUEVA EPS,826002777,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI,4300204,
15466,BOYACA,MONGUI,EPSS41,NUEVA EPS,826002777,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI,22409144,
15466,BOYACA,MONGUI,ESS024,COOSALUD,826002777,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI,27383944,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4515722,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,32221310,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1872150,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1786785,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3031100,
15469,BOYACA,MONIQUIRA,EPSS37,NUEVA EPS,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,75896980,
15469,BOYACA,MONIQUIRA,EPSS41,NUEVA EPS,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,52605698,
15469,BOYACA,MONIQUIRA,ESS024,COOSALUD,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,167271695,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,1169760,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,202272,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,87150,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,141100,
15476,BOYACA,MOTAVITA,EPSS37,NUEVA EPS,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,3595635,
15476,BOYACA,MOTAVITA,EPSS41,NUEVA EPS,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,62288029,
15480,BOYACA,MUZO,CCF055,CAJACOPI,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,19041682,
15480,BOYACA,MUZO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1514512,
15480,BOYACA,MUZO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,600600,
15480,BOYACA,MUZO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,572572,
15480,BOYACA,MUZO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,972400,
15480,BOYACA,MUZO,EPSS37,NUEVA EPS,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,5067721,
15480,BOYACA,MUZO,EPSS41,NUEVA EPS,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,28785568,
15480,BOYACA,MUZO,ESS024,COOSALUD,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,80004456,
15491,BOYACA,NOBSA,CCF055,CAJACOPI,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",266500,
15491,BOYACA,NOBSA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,16800,
15491,BOYACA,NOBSA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,23800,
15491,BOYACA,NOBSA,EPSS37,NUEVA EPS,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",9699176,
15491,BOYACA,NOBSA,EPSS41,NUEVA EPS,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",90340110,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,13577317,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,840000,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,800800,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1360000,
15494,BOYACA,NUEVO COLON,EPSS37,NUEVA EPS,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,1110600,
15494,BOYACA,NUEVO COLON,EPSS41,NUEVA EPS,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,48665875,
15500,BOYACA,OICATA,ESS024,COOSALUD,820003973,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ,17523322,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,23254722,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1038450,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,989989,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1681300,
15507,BOYACA,OTANCHE,EPSS37,NUEVA EPS,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,6818570,
15507,BOYACA,OTANCHE,EPSS41,NUEVA EPS,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,75439500,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,820003516,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""NUESTRA SEÑORA DE GUADALUPE""",23470618,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3333308,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1439550,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1374373,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2291600,
15514,BOYACA,PAEZ,EPSS41,NUEVA EPS,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,1388430,
15514,BOYACA,PAEZ,ESS024,COOSALUD,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,37406267,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,16902399,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,792750,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,757757,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1283500,
15516,BOYACA,PAIPA,EPSS37,NUEVA EPS,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,14537900,
15516,BOYACA,PAIPA,EPSS41,NUEVA EPS,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,162309924,
15516,BOYACA,PAIPA,ESS024,COOSALUD,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,21459997,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,80909,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,491120,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,33600,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,54400,
15518,BOYACA,PAJARITO,EPSS37,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,833704,
15518,BOYACA,PAJARITO,EPSS41,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,7766609,
15518,BOYACA,PAJARITO,ESS024,COOSALUD,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,14469860,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,2843986,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,22441755,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1224300,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1167166,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1932900,
15531,BOYACA,PAUNA,EPSS37,NUEVA EPS,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,3439829,
15531,BOYACA,PAUNA,EPSS41,NUEVA EPS,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,59908578,
15531,BOYACA,PAUNA,ESS024,COOSALUD,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,58715198,
15533,BOYACA,PAYA,ESS024,COOSALUD,826002226,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA,44302104,
15537,BOYACA,PAZ DE RIO,EPSS37,NUEVA EPS,826002718,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,4936605,
15537,BOYACA,PAZ DE RIO,EPSS41,NUEVA EPS,826002718,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,25586093,
15542,BOYACA,PESCA,CCF055,CAJACOPI,826002031,E.S.E. SALUD PESCA,47290860,
15542,BOYACA,PESCA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,6754027,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2878050,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2748746,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4586600,
15542,BOYACA,PESCA,EPSS37,NUEVA EPS,826002031,E.S.E. SALUD PESCA,3301650,
15542,BOYACA,PESCA,EPSS41,NUEVA EPS,826002031,E.S.E. SALUD PESCA,42851020,
15550,BOYACA,PISBA,CCF055,CAJACOPI,826002963,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO DE PISBA,17320227,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,893550,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,852852,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1419500,
15550,BOYACA,PISBA,EPSS37,NUEVA EPS,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,142479,
15550,BOYACA,PISBA,EPSS41,NUEVA EPS,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,1321172,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3082120,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,891800570,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,38810670,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1284150,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1229228,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2079100,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,3965244,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,189000,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,180180,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,295800,
15580,BOYACA,QUIPAMA,EPSS41,NUEVA EPS,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,15176625,
15580,BOYACA,QUIPAMA,ESS024,COOSALUD,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,50105358,
15599,BOYACA,RAMIRIQUI,EPSS37,NUEVA EPS,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,11280579,
15599,BOYACA,RAMIRIQUI,EPSS41,NUEVA EPS,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,102336534,
15599,BOYACA,RAMIRIQUI,ESS024,COOSALUD,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,64033366,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,5807749,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,279300,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,269269,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,452200,
15600,BOYACA,RAQUIRA,EPSS37,NUEVA EPS,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,3123717,
15600,BOYACA,RAQUIRA,EPSS41,NUEVA EPS,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,33034010,
15621,BOYACA,RONDON,CCF055,CAJACOPI,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,3138632,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,175350,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,167167,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,283900,
15621,BOYACA,RONDON,EPSS37,NUEVA EPS,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,1019514,
15621,BOYACA,RONDON,EPSS41,NUEVA EPS,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,22364898,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,22779543,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3039137,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1213800,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1158157,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1965200,
15632,BOYACA,SABOYA,EPSS37,NUEVA EPS,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,2965068,
15632,BOYACA,SABOYA,EPSS41,NUEVA EPS,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,116303718,
15632,BOYACA,SABOYA,ESS024,COOSALUD,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,24712570,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,820004060,EMPRESA SOCIAL DEL ESTADO CENTRO DE SACHICA,56223359,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,9363663,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3964800,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3787784,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,6363100,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,136500,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,132132,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,221000,
15646,BOYACA,SAMACA,ESS024,COOSALUD,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,162518600,
15660,BOYACA,SAN EDUARDO,ESS024,COOSALUD,820003906,ESE CENTRO DE SALUD JAIME DIAZ PEREZ,30519559,
15660,BOYACA,SAN EDUARDO,ESS024,COOSALUD,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,2295836,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,10752840,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,668850,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,638638,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1082900,
15664,BOYACA,SAN JOSE DE PARE,EPSS37,NUEVA EPS,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,1452015,
15664,BOYACA,SAN JOSE DE PARE,EPSS41,NUEVA EPS,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,34368441,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,860060016,ESE HOSPITAL SAN FRANCISCO,53612378,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2488500,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2376374,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3947400,
15667,BOYACA,SAN LUIS DE GACENO,EPSS37,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,2411189,
15667,BOYACA,SAN LUIS DE GACENO,EPSS41,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,21058319,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,5973388,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,74541705,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2571450,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2456454,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4057900,
15673,BOYACA,SAN MATEO,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,135031,
15673,BOYACA,SAN MATEO,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,438852,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,121363,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,56700,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,91800,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,22383126,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,590100,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,564564,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,955400,
15681,BOYACA,SAN PABLO DE BORBUR,ESS024,COOSALUD,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,20946408,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,24962101,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3441152,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1432200,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1367366,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2318800,
15686,BOYACA,SANTANA,EPSS37,NUEVA EPS,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,4619888,
15686,BOYACA,SANTANA,EPSS41,NUEVA EPS,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,81508024,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,860060016,ESE HOSPITAL SAN FRANCISCO,29895783,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1387050,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1327326,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2199800,
15690,BOYACA,SANTA MARIA,EPSS37,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,2837261,
15690,BOYACA,SANTA MARIA,EPSS41,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,17812387,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1276842,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,531300,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,506506,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,860200,
15693,BOYACA,SANTA ROSA DE VITERBO,EPSS37,NUEVA EPS,891855438,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,4396528,
15693,BOYACA,SANTA ROSA DE VITERBO,EPSS41,NUEVA EPS,891855438,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,77953816,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,820003284,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA SOFIA,19977123,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,724500,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,690690,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1162800,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,2611545,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,32720376,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1145550,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1094093,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1800300,
15720,BOYACA,SATIVANORTE,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1438145,
15720,BOYACA,SATIVANORTE,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,5519407,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,820003684,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIACHOQUE,44599591,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2177700,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2077075,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3488400,
15740,BOYACA,SIACHOQUE,EPSS37,NUEVA EPS,820003684,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIACHOQUE,1860027,
