COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
JUNIO 2023",OBSERVACIÓN
EPSS02,SALUD TOTAL,830040664.0,ASOCIACION CRISTIANATALITA CUMI,21114000.0,
EPSS02,SALUD TOTAL,830058292.0,UROBOSQUE S.A,27415700.0,
EPSS02,SALUD TOTAL,830066626.0,MEDIHELP SERVICES COLOMBIA,84970246.0,
EPSS02,SALUD TOTAL,830070284.0,RESONANCIA MAGNETICA DEL COUNTRY S.A.,3040061.0,
EPSS02,SALUD TOTAL,830071938.0,SOCIEDAD PEDIATRICA DE LOS ANDES S.A.S - SPLA S.A.S.,36905232.0,
EPSS02,SALUD TOTAL,830090073.0,ASOCIACION DE AMIGOS CONTRA EL CANCER PROSEGUIR,107478968.0,
EPSS02,SALUD TOTAL,830104627.0,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,252969951.0,
EPSS02,SALUD TOTAL,830107855.0,MACROMED SAS,1453768.0,
EPSS02,SALUD TOTAL,830108095.0,FUNDACION SUEÑO VIGILIA COLOMBIANA FUNDASUVICOL,6929275.0,
EPSS02,SALUD TOTAL,830113849.0,CLINICA JUAN N CORPAS LTDA.,89168131.0,
EPSS02,SALUD TOTAL,830124110.0,SALUD VITAL DE COLOMBIA IPS SAS,91233906.0,
EPSS02,SALUD TOTAL,830140988.0,DENTOLASER S.A.S.,3854076.0,
EPSS02,SALUD TOTAL,830504734.0,VISION TOTAL S.A.S,47934798.0,
EPSS02,SALUD TOTAL,830507718.0,CLINICA MEDICAL SAS,58918308.0,
EPSS02,SALUD TOTAL,830509497.0,MEDICINA INTEGRAL IPS S.A,621860073.0,
EPSS02,SALUD TOTAL,830510991.0,CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S,19332412.0,
EPSS02,SALUD TOTAL,830511202.0,SALUD PLENA SAS,4500670.0,
EPSS02,SALUD TOTAL,830511298.0,MULTISALUD SAS,49711519.0,
EPSS02,SALUD TOTAL,830512116.0,UNIDAD DE HEMODINAMIA DEL CAFE SA,155985088.0,
EPSS02,SALUD TOTAL,830512772.0,SIKUANY S.A.S,798422.0,
EPSS02,SALUD TOTAL,830514240.0,DIAGNOSTIMED S.A.,8718496.0,
EPSS02,SALUD TOTAL,830515000.0,UNIDAD RESPIRATORIA RESPIRAR S.A.S,9926294.0,
EPSS02,SALUD TOTAL,832000029.0,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,1189744.0,
EPSS02,SALUD TOTAL,832001411.0,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,3329629.0,
EPSS02,SALUD TOTAL,832001966.0,ESE HOSPITAL SAN JOSE DEL GUAVIARE,3897951.0,
EPSS02,SALUD TOTAL,832002436.0,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,11426156.0,
EPSS02,SALUD TOTAL,832003167.0,CLÍNICA UNIVERSIDAD DE LA SABANA,3655842.0,
EPSS02,SALUD TOTAL,832010436.0,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,24326466.0,
EPSS02,SALUD TOTAL,832011441.0,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,4193979.0,
EPSS02,SALUD TOTAL,835000972.0,HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO,9331274.0,
EPSS02,SALUD TOTAL,840001036.0,CENTRO HOSPITAL DIVINO NIÑO EMPRESA SOCIAL DEL ESTADO,5551714.0,
EPSS02,SALUD TOTAL,844004197.0,RED SALUD CASANARE E.S.E.,4016636.0,
EPSS02,SALUD TOTAL,846000253.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL,4973829.0,
EPSS02,SALUD TOTAL,846000471.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS,1616019.0,
EPSS02,SALUD TOTAL,846001620.0,E.S.E HOSPITAL SAN GABRIEL ARCANGEL,1805332.0,
EPSS02,SALUD TOTAL,860002541.0,CLINICA DE MARLY S.A,2713549.0,
EPSS02,SALUD TOTAL,860005114.0,MESSER COLOMBIA S.A.,304602219.0,
EPSS02,SALUD TOTAL,860006656.0,FUNDACION ABOOD SHAIO,714353435.0,
EPSS02,SALUD TOTAL,860007336.0,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,93060092.0,
EPSS02,SALUD TOTAL,860007373.0,FUNDACION HOSPITAL SAN CARLOS,103985660.0,
EPSS02,SALUD TOTAL,860009555.0,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,13283341.0,
EPSS02,SALUD TOTAL,860013779.0,ASOCIACIÓN PROFAMILIA,268506447.0,
EPSS02,SALUD TOTAL,860013874.0,INSTITUTO ROOSEVELT,112640070.0,
EPSS02,SALUD TOTAL,860015536.0,HOSPITAL UNIVERSITARIO SAN IGNACIO,28084330.0,
EPSS02,SALUD TOTAL,860015888.0,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,54357205.0,
EPSS02,SALUD TOTAL,860015905.0,CLINICA NUESTRA SEÑORA DE LA PAZ,42597935.0,
EPSS02,SALUD TOTAL,860015929.0,E.S.E. HOSPITAL SALAZAR VILLETA,9910632.0,
EPSS02,SALUD TOTAL,860020094.0,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,4179502.0,
EPSS02,SALUD TOTAL,860020283.0,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,52475454.0,
EPSS02,SALUD TOTAL,860023878.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO,6191359.0,
EPSS02,SALUD TOTAL,860024026.0,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON,9963046.0,
EPSS02,SALUD TOTAL,860024030.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,69617198.0,
EPSS02,SALUD TOTAL,860035992.0,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,601424861.0,
EPSS02,SALUD TOTAL,860037592.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,7967202.0,
EPSS02,SALUD TOTAL,860037950.0,FUNDACION SANTA FE DE BOGOTA,8646036.0,
EPSS02,SALUD TOTAL,860039726.0,PARAMEDICOS S.A,3860075.0,
EPSS02,SALUD TOTAL,860048656.0,FUNDACION OFTALMOLOGICA NACIONAL,63647551.0,
EPSS02,SALUD TOTAL,860055083.0,FUNDACIÓN CLINICA HOSPITAL JUAN N. CORPAS Y CENTROS ASISTENCIALES AFINES,7360103.0,
EPSS02,SALUD TOTAL,860070301.0,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,1652215.0,
EPSS02,SALUD TOTAL,860090566.0,CLINICA DEL OCCIDENTE S.A.,47178832.0,
EPSS02,SALUD TOTAL,860502092.0,MEDICA MAGDALENA SAS,19364400.0,
EPSS02,SALUD TOTAL,890000400.0,HOSPITAL ROBERTO QUINTERO VILLA ESE MONTENEGRO,2191165.0,
EPSS02,SALUD TOTAL,890000992.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL DE FILANDIA,40876394.0,
EPSS02,SALUD TOTAL,890001006.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS DE QUIMBAYA,1312899.0,
EPSS02,SALUD TOTAL,890102140.0,CLINICA LA ASUNCION,53636135.0,
EPSS02,SALUD TOTAL,890102768.0,ORGANIZACION CLINICA GENERAL DEL NORTE S.A.S.,222090419.0,
EPSS02,SALUD TOTAL,890103002.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA,1458760.0,
EPSS02,SALUD TOTAL,890103406.0,ESE HOSPITAL DE PUERTO COLOMBIA,10314984.0,
EPSS02,SALUD TOTAL,890112801.0,FUNDACIÓN HOSPITAL UNIVERSIDAD DEL NORTE,4904677.0,
EPSS02,SALUD TOTAL,890113431.0,CEDIUL S.A.,12409072.0,
EPSS02,SALUD TOTAL,890200500.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQUIÁTRICO SAN CAMILO,134706348.0,
EPSS02,SALUD TOTAL,890203242.0,CLÍNICA GIRON ESE,16479535.0,
EPSS02,SALUD TOTAL,890203436.0,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,2601097.0,
EPSS02,SALUD TOTAL,890204360.0,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,4685885.0,
EPSS02,SALUD TOTAL,890204895.0,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,1223550.0,
EPSS02,SALUD TOTAL,890205361.0,FUNDACION OFTALMOLOGICA DE SANTANDER - FOSCAL,33569426.0,
EPSS02,SALUD TOTAL,890208758.0,CLINICA MATERNO INFANTIL SAN LUIS S.A,344998378.0,
EPSS02,SALUD TOTAL,890209698.0,CLINICA CHICAMOCHA S.A,56779923.0,
EPSS02,SALUD TOTAL,890210222.0,ESE HOSPITAL SAN RAFAEL DE MATANZA,1004965.0,
EPSS02,SALUD TOTAL,890211722.0,CLINICA SAN PABLO SA,32661238.0,
EPSS02,SALUD TOTAL,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,609684344.0,
EPSS02,SALUD TOTAL,890300513.0,CLINICA DE OCCIDENTE,995878916.0,
EPSS02,SALUD TOTAL,890303208.0,CAJA DE COMPENSACIÓN FAMILIAR DEL VALLE DEL CAUCA - COMFAMILIAR ANDI,4036553.0,
EPSS02,SALUD TOTAL,890304155.0,E.S.E. HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE,50367219.0,
EPSS02,SALUD TOTAL,890306950.0,E.S.E. HOSPITAL PILOTO JAMUNDI EMPRESA SOCIAL DEL ESTADO,11603467.0,
EPSS02,SALUD TOTAL,890307200.0,CLÍNICA IMBANACO S.A.S.,34936345.0,
EPSS02,SALUD TOTAL,890324177.0,FUNDACION VALLE DEL LILI,384691068.0,
EPSS02,SALUD TOTAL,890397282.0,E.S.E. HOSPITAL SAN FRANCISCO DE ASIS,5913547.0,
EPSS02,SALUD TOTAL,890399020.0,FUNDACION CLINICA INFANTIL CLUB NOEL,135848885.0,
EPSS02,SALUD TOTAL,890399047.0,HOSPITAL DEPARTAMENTAL MARIO CORREA RENGIFO EMPRESA SOCIAL DEL ESTADO,5018499.0,
EPSS02,SALUD TOTAL,890400693.0,CLINICA BLAS DE LEZO S.A.,90853014.0,
EPSS02,SALUD TOTAL,890405142.0,CENTRO DE MEDICINA NUCLEAR DEL CARIBE,25216697.0,
EPSS02,SALUD TOTAL,890480113.0,HOSPITAL REGIONAL NUESTRA SEÑORA DE LAS MERCEDES DE COROZAL E.S.E.,67609500.0,
EPSS02,SALUD TOTAL,890480135.0,FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,169211057.0,
EPSS02,SALUD TOTAL,890500810.0,E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,3431003.0,
EPSS02,SALUD TOTAL,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,2566251.0,
EPSS02,SALUD TOTAL,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,1739987.0,
EPSS02,SALUD TOTAL,890680014.0,SANATORIO DE AGUA DE DIOS E.S.E.,6971101.0,
EPSS02,SALUD TOTAL,890680025.0,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,183271410.0,
EPSS02,SALUD TOTAL,890680031.0,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,42729050.0,
EPSS02,SALUD TOTAL,890680032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,24072706.0,
EPSS02,SALUD TOTAL,890680033.0,E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA,72867057.0,
EPSS02,SALUD TOTAL,890700568.0,HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,47599500.0,
EPSS02,SALUD TOTAL,890700666.0,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO,283789840.0,
EPSS02,SALUD TOTAL,890700901.0,HOSPITAL SAN VICENTE DE PAUL EMPRESA SOCIAL DEL ESTADO,215698986.0,
EPSS02,SALUD TOTAL,890700967.0,HOSPITAL SAN JOSE DE ORTEGA,3316702.0,
EPSS02,SALUD TOTAL,890701010.0,HOSPITAL SANTA BARBARA E.S.E. DE VENADILLO,27245216.0,
EPSS02,SALUD TOTAL,890701033.0,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO,453366128.0,
EPSS02,SALUD TOTAL,890701078.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA LUCIA DE CAJAMARCA,1180955.0,
EPSS02,SALUD TOTAL,890701353.0,NUEVO HOSPITAL LA CANDELARIA,26997799.0,
EPSS02,SALUD TOTAL,890701435.0,HOSPITAL SANTA LUCIA EMPRESA SOCIAL DEL ESTADO,8698409.0,
EPSS02,SALUD TOTAL,890701459.0,E.S.E. HOSPITAL SAN JUAN BAUTISTA,76953803.0,
EPSS02,SALUD TOTAL,890701715.0,E.S.E. HOSPITAL SAN ANTONIO,36697576.0,
EPSS02,SALUD TOTAL,890701718.0,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR EMPRESA SOCIAL DEL ESTADO,492138055.0,
EPSS02,SALUD TOTAL,890702080.0,HOSPITAL FEDERICO ARBELAEZ EMPRESA SOCIAL DEL ESTADO,3341883.0,
EPSS02,SALUD TOTAL,890702190.0,HOSPITAL SUMAPAZ E.S.E.,34417560.0,
EPSS02,SALUD TOTAL,890702369.0,E.S.E. CENTRAL DE URGENCIAS LOUIS PASTEUR,5343458.0,
EPSS02,SALUD TOTAL,890702476.0,HOSPITAL LA MILAGROSA EMPRESA SOCIAL DEL ESTADO,2785001.0,
EPSS02,SALUD TOTAL,890703630.0,SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,16897925.0,
EPSS02,SALUD TOTAL,890703803.0,INSTIT DE REHABILIT DEL TOL IDEAL,19778628.0,
EPSS02,SALUD TOTAL,890704495.0,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL I,83959240.0,
EPSS02,SALUD TOTAL,890704555.0,HOSPITAL CENTRO E.S.E. DE PLANADAS,3691346.0,
EPSS02,SALUD TOTAL,890706067.0,HOSPITAL SAN JOSÉ,43888398.0,
EPSS02,SALUD TOTAL,890706823.0,HOSPITAL REINA SOFIA DE ESPAÑA EMPRESA SOCIAL DEL ESTADO LERIDA TOLIMA,351310076.0,
EPSS02,SALUD TOTAL,890706833.0,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,1425362893.0,
EPSS02,SALUD TOTAL,890801035.0,E.S.E. HOSPITAL SAN JOSE DE AGUADAS,3184962.0,
EPSS02,SALUD TOTAL,890801160.0,HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN,1014182.0,
EPSS02,SALUD TOTAL,890801201.0,CRUZ ROJA COLOMBIANA SECCIONAL CALDAS,73979278.0,
EPSS02,SALUD TOTAL,890801274.0,HOSPITAL DEPARTAMENTAL SAN CAYETANO DE MARQUETALIA EMPRESA SOCIAL DEL ESTADO E.S.E,4842441.0,
EPSS02,SALUD TOTAL,890801495.0,CLINICA PSIQUIATRICA SAN JUAN DE DIOS,154265769.0,
EPSS02,SALUD TOTAL,890801517.0,E.S.E. HOSPITAL SANTA TERESITA,191870515.0,
EPSS02,SALUD TOTAL,890801562.0,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE NEIRA,10591394.0,
EPSS02,SALUD TOTAL,890801699.0,E.S.E. HOSPITAL SAN ANTONIO DE MANZANARES,4470799.0,
EPSS02,SALUD TOTAL,890801719.0,E.S.E. HOSPITAL LOCAL SAN JUAN DE DIOS,2413110.0,
EPSS02,SALUD TOTAL,890801758.0,E.S.E. HOSPITAL SAN LORENZO DE SUPÍA,6544194.0,
EPSS02,SALUD TOTAL,890801944.0,ESE DEPARTAMENTAL HOSPITAL SAN ANTONIO DE VILLAMARIA,3112572.0,
EPSS02,SALUD TOTAL,890801989.0,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS ESE,101835197.0,
EPSS02,SALUD TOTAL,890802036.0,E.S.E. HOSPITAL SAN MARCOS,58214660.0,
EPSS02,SALUD TOTAL,890802218.0,ESE HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,82455843.0,
EPSS02,SALUD TOTAL,890802223.0,E.S.E. HOSPITAL SAN BERNARDO,1247821.0,
EPSS02,SALUD TOTAL,890805203.0,E.S.E. HOSPITAL LA MERCED,1542909.0,
EPSS02,SALUD TOTAL,890806490.0,CAJA DE COMPENSACION FAMILIAR DE CALDAS,61129047.0,
EPSS02,SALUD TOTAL,890807591.0,SERVICIOS ESPECIALES DE SALUD-SES HOSPITAL UNIVERSITARIO DE CALDAS,80061431.0,
EPSS02,SALUD TOTAL,890900518.0,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,430394414.0,
EPSS02,SALUD TOTAL,890901684.0,FUNDACION HOSPITAL INFANTIL SANTA ANA,3612850.0,
EPSS02,SALUD TOTAL,890901825.0,FUNDACIÓN CLÍNICA NOEL,22310960.0,
EPSS02,SALUD TOTAL,890901826.0,HOSPITAL PABLO TOBON URIBE,534322241.0,
EPSS02,SALUD TOTAL,890902922.0,UNIVERSIDAD PONTIFICIA BOLIVARIANA,96074561.0,
EPSS02,SALUD TOTAL,890903777.0,SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA,178859271.0,
EPSS02,SALUD TOTAL,890904646.0,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",18049847.0,
EPSS02,SALUD TOTAL,890905097.0,E.S.E. HOSPITAL FRANCISCO ELADIO BARRERA,3311406.0,
EPSS02,SALUD TOTAL,890905154.0,CLINICA SAN JUAN DE DIOS LA CEJA,22092077.0,
EPSS02,SALUD TOTAL,890905166.0,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO""",3638646.0,
EPSS02,SALUD TOTAL,890905177.0,E.S.E. HOSPITAL LA MARIA,7036957.0,
EPSS02,SALUD TOTAL,890905193.0,ESE HOSPITAL SAN VICENTE DE PAUL,3779395.0,
EPSS02,SALUD TOTAL,890905843.0,COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN,24890737.0,
EPSS02,SALUD TOTAL,890906346.0,ESE HOSPITAL SAN FERNANDO,14876918.0,
EPSS02,SALUD TOTAL,890906347.0,ESE HOSPITAL MANUEL URIBE ANGEL,21894695.0,
EPSS02,SALUD TOTAL,890906793.0,LABORATORIO MEDICO ECHAVARRIA SAS,37944319.0,
EPSS02,SALUD TOTAL,890907254.0,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,39136694.0,
EPSS02,SALUD TOTAL,890911816.0,CLINICA MEDELLIN S.A.S.,19531472.0,
EPSS02,SALUD TOTAL,890925336.0,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES S.A.,13414745.0,
EPSS02,SALUD TOTAL,890930071.0,ESCANOGRAFÍA NEUROLÓGICA S.A,31595815.0,
EPSS02,SALUD TOTAL,890933123.0,DEPARTAMENTO DE RADIOLOGIA S.A,20153740.0,
EPSS02,SALUD TOTAL,890938774.0,CLINICA DEL PRADO S.A.S,254628416.0,
EPSS02,SALUD TOTAL,890939936.0,SOCIEDAD MEDICA RIONEGRO SA,575345155.0,
EPSS02,SALUD TOTAL,890980326.0,HOSPITAL SAN JUAN DE DIOS EL SANTUARIO,2594908.0,
EPSS02,SALUD TOTAL,890980444.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,1296541.0,
EPSS02,SALUD TOTAL,890980486.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,2083337.0,
EPSS02,SALUD TOTAL,890980752.0,E.S.E. SAN JUAN DE DIOS DE MARINILLA,2283861.0,
EPSS02,SALUD TOTAL,890980757.0,ESE HOSPITAL CESAR URIBE PIEDRAHITA,36897011.0,
EPSS02,SALUD TOTAL,890980758.0,ESE HOSPITAL DE LA CEJA,3272219.0,
EPSS02,SALUD TOTAL,890980840.0,ESE HOSPITAL SAN JUAN DE DIOS,3138016.0,
EPSS02,SALUD TOTAL,890980855.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,2172267.0,
EPSS02,SALUD TOTAL,890980866.0,E.S.E. HOSPITAL SAN ROQUE - LA UNION,2915076.0,
EPSS02,SALUD TOTAL,890980949.0,ESE HOSPITAL SANTA MARGARITA,13120242.0,
EPSS02,SALUD TOTAL,890980971.0,EMPRESA SOCIAL DEL ESTADO IVAN RESTREPO GOMEZ,1900046.0,
EPSS02,SALUD TOTAL,890981108.0,ESE HOSPITAL SAN JUAN DE DIOS DE COCORNA,1082236.0,
EPSS02,SALUD TOTAL,890981268.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ANUNCIACION,1094959.0,
EPSS02,SALUD TOTAL,890981532.0,E.S.E. HOSPITAL SAN VICENTE DE PAÚL DE PUEBLO RICO,6073602.0,
EPSS02,SALUD TOTAL,890981719.0,E.S.E. NUETRA SEÑORA DE LA CANDELARIA,1747939.0,
EPSS02,SALUD TOTAL,890981726.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,36167239.0,
EPSS02,SALUD TOTAL,890982101.0,E.S.E HOSPITAL EL CARMEN,1003107.0,
EPSS02,SALUD TOTAL,890982138.0,ESE HOSPITAL SAN JUAN DE DIOS DE ANORI,1937731.0,
EPSS02,SALUD TOTAL,890982264.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,8898404.0,
EPSS02,SALUD TOTAL,890982608.0,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,7056860.0,
EPSS02,SALUD TOTAL,890984696.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,4647973.0,
EPSS02,SALUD TOTAL,890985122.0,COOPERATIVA DE HOSPITALES DE ANTIOQUIA,1065749.0,
EPSS02,SALUD TOTAL,890985660.0,E.S.E. HOSPITAL OSCAR EMIRO VERGARA CRUZ,3534820.0,
EPSS02,SALUD TOTAL,890985703.0,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,18733552.0,
EPSS02,SALUD TOTAL,891000499.0,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,3801582.0,
EPSS02,SALUD TOTAL,891000736.0,E.S.E. HOSPITAL SAN NICOLAS,4919817.0,
EPSS02,SALUD TOTAL,891079999.0,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,56579360.0,
EPSS02,SALUD TOTAL,891080015.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,71625517.0,
EPSS02,SALUD TOTAL,891180026.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON,190165633.0,
EPSS02,SALUD TOTAL,891180039.0,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,1534751.0,
EPSS02,SALUD TOTAL,891180098.0,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,7227119.0,
EPSS02,SALUD TOTAL,891180113.0,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,1183690.0,
EPSS02,SALUD TOTAL,891180117.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA,116096624.0,
EPSS02,SALUD TOTAL,891180134.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,25842429.0,
EPSS02,SALUD TOTAL,891180190.0,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,4357368.0,
EPSS02,SALUD TOTAL,891180268.0,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,584020232.0,
EPSS02,SALUD TOTAL,891200528.0,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,4357821.0,
EPSS02,SALUD TOTAL,891200622.0,ESE HOSPITAL LORENCITA VILLEGAS DE SANTOS,4316437.0,
EPSS02,SALUD TOTAL,891200952.0,E.S.E HOSPITAL EDUARDO SANTOS,1683326.0,
EPSS02,SALUD TOTAL,891300047.0,CLINICA PALMIRA S.A.,3388718.0,
EPSS02,SALUD TOTAL,891380054.0,FUNDACION HOSPITAL SAN JOSE DE BUGA,1028105.0,
EPSS02,SALUD TOTAL,891380055.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,3251434.0,
EPSS02,SALUD TOTAL,891401643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,108115408.0,
EPSS02,SALUD TOTAL,891401777.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTUARIO,6916188.0,
EPSS02,SALUD TOTAL,891408586.0,LIGA CONTRA EL CANCER SECCIONAL RISARALDA,118331397.0,
EPSS02,SALUD TOTAL,891408747.0,ESE HOSPITAL SAN JOSE MARSELLA,7772896.0,
EPSS02,SALUD TOTAL,891408974.0,INSTITUTO DE AUDIOLOGIA INTEGRAL,7429559.0,
EPSS02,SALUD TOTAL,891409017.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL APIA,1007704.0,
EPSS02,SALUD TOTAL,891409025.0,ESE HOSPITAL SAN RAFAEL,1283007.0,
EPSS02,SALUD TOTAL,891409390.0,RADIOLOGOS ASOCIADOS S.A.S,25313851.0,
EPSS02,SALUD TOTAL,891409981.0,CLINICA LOS ROSALES S.A,86816065.0,
EPSS02,SALUD TOTAL,891411663.0,ESE HOSPITAL SANTA MÓNICA,101028932.0,
EPSS02,SALUD TOTAL,891411665.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL CRISTO REY,28000.0,
EPSS02,SALUD TOTAL,891412126.0,ESE HOSPITAL SAN VICENTE DE PAUL.,5316466.0,
EPSS02,SALUD TOTAL,891412134.0,E.S.E. HOSPITAL MENTALUNIVERSITARIO DE RISARALDA,67268583.0,
EPSS02,SALUD TOTAL,891480000.0,CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA,9086807.0,
EPSS02,SALUD TOTAL,891480036.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,37434110.0,
EPSS02,SALUD TOTAL,891500084.0,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,5111931.0,
EPSS02,SALUD TOTAL,891501676.0,"HOSPITAL SUSANA LOPEZ DE VALENCIA, EMPRESA SOCIAL DEL ESTADO",81887681.0,
EPSS02,SALUD TOTAL,891580002.0,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,3932540.0,
EPSS02,SALUD TOTAL,891680064.0,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,8183950.0,
EPSS02,SALUD TOTAL,891680065.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,3627708.0,
