DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
NOVIEMBRE 2023",OBSERVACIÓN
13650,BOLIVAR,SAN FERNANDO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,4576272,
13650,BOLIVAR,SAN FERNANDO,EPSS37,NUEVA EPS,806007689,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,Capitacion,12684553,
13650,BOLIVAR,SAN FERNANDO,EPSS41,NUEVA EPS,806007689,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,Capitacion,30365518,
13650,BOLIVAR,SAN FERNANDO,ESS024,COOSALUD,806007689,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,Capitacion,31325033,
13654,BOLIVAR,SAN JACINTO,ESS207,MUTUAL SER,806007303,E.S.E. DEL ESTADO HOSPITAL LOCAL DEL MUNICIPIO DE SAN JACINTO BOLIVAR,Capitacion,263723892,
13654,BOLIVAR,SAN JACINTO,ESS207,MUTUAL SER,900886235,ASOCIACIÓN MÉDICA LA FE SAS,Capitacion,9089201,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,CCF055,CAJACOPI,806014499,ESE CENTRO DE SALUD CON CAMA,Capitacion,15113173,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,838738,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,EPSS37,NUEVA EPS,806014499,ESE CENTRO DE SALUD CON CAMA,Capitacion,20190508,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,EPSS41,NUEVA EPS,806014499,ESE CENTRO DE SALUD CON CAMA,Capitacion,7265424,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,ESS207,MUTUAL SER,806014499,ESE CENTRO DE SALUD CON CAMA,Capitacion,143548175,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,CCF055,CAJACOPI,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,Capitacion,22677753,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1691210,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,EPSS37,NUEVA EPS,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,Capitacion,1204970,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,EPSS41,NUEVA EPS,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,Capitacion,15034318,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,ESS207,MUTUAL SER,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,Capitacion,475092684,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,Capitacion,8312448,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,498338,
13667,BOLIVAR,SAN MARTIN DE LOBA,EPSS41,NUEVA EPS,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,Capitacion,247494029,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,Capitacion,68952878,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3245082,
13670,BOLIVAR,SAN PABLO,EPSS41,NUEVA EPS,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,Capitacion,462485295,
13673,BOLIVAR,SANTA CATALINA,CCF055,CAJACOPI,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,Capitacion,36896743,
13673,BOLIVAR,SANTA CATALINA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2739877,
13673,BOLIVAR,SANTA CATALINA,ESS024,COOSALUD,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,Capitacion,118920949,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,129489,
13683,BOLIVAR,SANTA ROSA,EPSS41,NUEVA EPS,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,Capitacion,30387458,
13683,BOLIVAR,SANTA ROSA,ESS024,COOSALUD,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,Capitacion,73370580,
13683,BOLIVAR,SANTA ROSA,ESS207,MUTUAL SER,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,Capitacion,171518325,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,Capitacion,72730651,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3658074,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS37,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,Capitacion,84504300,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS41,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,Capitacion,827566200,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,Capitacion,20728781,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1230149,
13744,BOLIVAR,SIMITI,ESS207,MUTUAL SER,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,Capitacion,207076884,
13760,BOLIVAR,SOPLAVIENTO,ESS024,COOSALUD,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,Capitacion,5210160,
13760,BOLIVAR,SOPLAVIENTO,ESS207,MUTUAL SER,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,Capitacion,96243384,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS37,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,Capitacion,1868616,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS41,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,Capitacion,7733994,
13780,BOLIVAR,TALAIGUA NUEVO,ESS207,MUTUAL SER,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,Capitacion,106504976,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,Capitacion,67214973,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,4782278,
13810,BOLIVAR,TIQUISIO,ESS207,MUTUAL SER,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,Capitacion,251378721,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,806005602,ESE HOSPITAL LOCAL TURBACO,Capitacion,8138464,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,634694,
13836,BOLIVAR,TURBACO,EPSS37,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,Capitacion,24866479,
13836,BOLIVAR,TURBACO,EPSS41,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,Capitacion,121292293,
13836,BOLIVAR,TURBACO,ESS024,COOSALUD,806005602,ESE HOSPITAL LOCAL TURBACO,Capitacion,77937122,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,806005602,ESE HOSPITAL LOCAL TURBACO,Capitacion,467838492,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,Capitacion,99485257,
13838,BOLIVAR,TURBANA,EPSS37,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,Capitacion,3203862,
13838,BOLIVAR,TURBANA,EPSS41,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,Capitacion,9593173,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,Capitacion,67541459,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,Capitacion,9183712,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,806007923,E.S.E. HOSPITAL LOCAL ARJONA,Capitacion,444520,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,122623,
13873,BOLIVAR,VILLANUEVA,EPSS37,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,Capitacion,1616520,
13873,BOLIVAR,VILLANUEVA,EPSS41,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,Capitacion,30097050,
13873,BOLIVAR,VILLANUEVA,ESS024,COOSALUD,806007923,E.S.E. HOSPITAL LOCAL ARJONA,Capitacion,64962548,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,806007923,E.S.E. HOSPITAL LOCAL ARJONA,Capitacion,254807921,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,901244198,IPS GONZALEZ RACERO S.A.S,Capitacion,7785508,
13894,BOLIVAR,ZAMBRANO,ESS024,COOSALUD,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,Capitacion,63640922,
13894,BOLIVAR,ZAMBRANO,ESS207,MUTUAL SER,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,Capitacion,146632901,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,Capitacion,41155983,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,8594032,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,3235176,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3091068,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,5237904,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2640960,
15001,BOYACA,TUNJA,EPSS37,NUEVA EPS,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,Capitacion,41466168,
15001,BOYACA,TUNJA,EPSS41,NUEVA EPS,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,Capitacion,413162208,
15001,BOYACA,TUNJA,ESS024,COOSALUD,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,Capitacion,101747317,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,338806,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,2675355,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,189336,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,180500,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,303212,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,154560,
15022,BOYACA,ALMEIDA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,4118359,
15022,BOYACA,ALMEIDA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,20022940,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,891855492,ESE SALUD AQUITANIA,Capitacion,1889793,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,210945,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,201101,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,333200,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,172200,
15047,BOYACA,AQUITANIA,EPSS37,NUEVA EPS,891855492,ESE SALUD AQUITANIA,Capitacion,7704333,
15047,BOYACA,AQUITANIA,EPSS41,NUEVA EPS,891855492,ESE SALUD AQUITANIA,Capitacion,142079238,
15051,BOYACA,ARCABUCO,EPSS41,NUEVA EPS,820003382,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO,Capitacion,41645916,
15087,BOYACA,BELEN,CCF055,CAJACOPI,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",Capitacion,5358857,
15087,BOYACA,BELEN,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,948150,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,417774,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,398278,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,676396,
15087,BOYACA,BELEN,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,341040,
15087,BOYACA,BELEN,EPSS37,NUEVA EPS,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",Capitacion,5969318,
15087,BOYACA,BELEN,EPSS41,NUEVA EPS,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",Capitacion,62961334,
15087,BOYACA,BELEN,ESS024,COOSALUD,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",Capitacion,8098876,
15090,BOYACA,BERBEO,ESS024,COOSALUD,820003929,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JUAN FRANCISCO BERBEO,Capitacion,21913308,
15092,BOYACA,BETEITIVA,EPSS37,NUEVA EPS,826002862,ESE CENTRO DE SALUD BETEITIVA,Capitacion,1824662,
15092,BOYACA,BETEITIVA,EPSS41,NUEVA EPS,826002862,ESE CENTRO DE SALUD BETEITIVA,Capitacion,15695817,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,8646870,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,66647453,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,3642660,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3477574,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,5741036,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2973600,
15097,BOYACA,BOAVITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,2169237,
15097,BOYACA,BOAVITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,2014530,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,Capitacion,4292392,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,329280,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,313914,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,533120,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,268800,
15104,BOYACA,BOYACA,EPSS37,NUEVA EPS,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,Capitacion,1313669,
15104,BOYACA,BOYACA,EPSS41,NUEVA EPS,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,Capitacion,60173883,
15104,BOYACA,BOYACA,ESS024,COOSALUD,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,Capitacion,5305104,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,96079,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1029,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1666,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,840,
15106,BOYACA,BRICENO,EPSS41,NUEVA EPS,820003787,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BRICEÑO,Capitacion,32827932,
15109,BOYACA,BUENAVISTA,EPSS37,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,Capitacion,1312416,
15109,BOYACA,BUENAVISTA,EPSS41,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,Capitacion,53068176,
15109,BOYACA,BUENAVISTA,ESS024,COOSALUD,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,Capitacion,20963568,
15114,BOYACA,BUSBANZA,EPSS37,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,833720,
15114,BOYACA,BUSBANZA,EPSS41,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,6801400,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,Capitacion,5570876,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,932980,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,400281,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,381601,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,648074,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,326760,
15131,BOYACA,CALDAS,EPSS41,NUEVA EPS,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,Capitacion,26205850,
15135,BOYACA,CAMPOHERMOSO,ESS024,COOSALUD,820003910,E.S.E CENTRO DE SALUD CAMPOHERMOSO,Capitacion,38793944,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1029,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1666,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,840,
15162,BOYACA,CERINZA,EPSS37,NUEVA EPS,826002641,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA,Capitacion,2216368,
15162,BOYACA,CERINZA,EPSS41,NUEVA EPS,826002641,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA,Capitacion,27724389,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,826787,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,7107018,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,411600,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,392392,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,666400,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,336000,
15172,BOYACA,CHINAVITA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,1082819,
15172,BOYACA,CHINAVITA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,36287384,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,32675400,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,4313450,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1680357,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1606845,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2720578,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1371720,
15176,BOYACA,CHIQUINQUIRA,EPSS37,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,30506791,
15176,BOYACA,CHIQUINQUIRA,EPSS41,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,353250623,
15176,BOYACA,CHIQUINQUIRA,ESS024,COOSALUD,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,66808081,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,6391744,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,Capitacion,54703829,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,2667168,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2546624,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,4183326,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2177280,
15183,BOYACA,CHITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,13098127,
15183,BOYACA,CHITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,100178845,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,5532933,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,5278653,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,8749832,
15183,BOYACA,CHITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,4516680,
15183,BOYACA,CHITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,448350,
15183,BOYACA,CHITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,18168780,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,Capitacion,8922893,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,438354,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,417897,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,709716,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,357840,
15185,BOYACA,CHITARAQUE,EPSS37,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,Capitacion,1729536,
15185,BOYACA,CHITARAQUE,EPSS41,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,Capitacion,12178816,
