DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,TOTAL GIRO ENERO2024,OBSERVACIÓN
15491,BOYACA,NOBSA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,16464,
15491,BOYACA,NOBSA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,23324,
15491,BOYACA,NOBSA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,13440,
15491,BOYACA,NOBSA,EPSS37,LA NUEVA EPS S.A.,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",Capitacion,8084756,
15491,BOYACA,NOBSA,EPSS41,NUEVA EPSS,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",Capitacion,80363340,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,Capitacion,15005016,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,823200,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,784784,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1332800,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,672000,
15494,BOYACA,NUEVO COLON,EPSS37,LA NUEVA EPS S.A.,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,Capitacion,1211025,
15494,BOYACA,NUEVO COLON,EPSS41,NUEVA EPSS,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,Capitacion,52815150,
15500,BOYACA,OICATA,EPSS41,NUEVA EPSS,820003973,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ,Capitacion,3077152,
15500,BOYACA,OICATA,ESS024,COOSALUD,820003973,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ,Capitacion,13883405,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,Capitacion,32816280,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1017681,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,970189,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1647674,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,830760,
15507,BOYACA,OTANCHE,EPSS37,LA NUEVA EPS S.A.,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,Capitacion,6669039,
15507,BOYACA,OTANCHE,EPSS41,NUEVA EPSS,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,Capitacion,86820552,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,820003516,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""NUESTRA SEÑORA DE GUADALUPE""",Capitacion,24265319,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,3309676,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1410759,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1346886,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2245768,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1151640,
15514,BOYACA,PAEZ,ESS024,COOSALUD,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,Capitacion,41575793,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,Capitacion,14839304,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,776895,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,742602,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1257830,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,634200,
15516,BOYACA,PAIPA,EPSS37,LA NUEVA EPS S.A.,826000261,SERVICIOS INTEGRALES DE REHABILITACION EN BOYACA LIMITADA - SIREB LTDA.,Capitacion,11590678,
15516,BOYACA,PAIPA,EPSS37,LA NUEVA EPS S.A.,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,Capitacion,14784770,
15516,BOYACA,PAIPA,EPSS41,NUEVA EPSS,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,Capitacion,178514440,
15516,BOYACA,PAIPA,ESS024,COOSALUD,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,Capitacion,14293886,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,70795,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,499464,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,32928,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,53312,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,26880,
15518,BOYACA,PAJARITO,EPSS37,LA NUEVA EPS S.A.,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,921480,
15518,BOYACA,PAJARITO,EPSS41,NUEVA EPSS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,7437660,
15518,BOYACA,PAJARITO,ESS024,COOSALUD,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,13021590,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,2857092,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,Capitacion,20573295,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1199814,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1143823,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1894242,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,979440,
15531,BOYACA,PAUNA,EPSS37,LA NUEVA EPS S.A.,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,Capitacion,3504664,
15531,BOYACA,PAUNA,EPSS41,NUEVA EPSS,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,Capitacion,63867890,
15531,BOYACA,PAUNA,ESS024,COOSALUD,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,Capitacion,56173938,
15533,BOYACA,PAYA,ESS024,COOSALUD,826002226,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA,Capitacion,36546684,
15537,BOYACA,PAZ DE RIO,EPSS37,LA NUEVA EPS S.A.,826002718,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,Capitacion,5074097,
15537,BOYACA,PAZ DE RIO,EPSS41,NUEVA EPSS,826002718,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,Capitacion,24642315,
15542,BOYACA,PESCA,CCF055,CAJACOPI,826002031,E.S.E. SALUD PESCA,Capitacion,53529190,
15542,BOYACA,PESCA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,6614294,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,2820489,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2693771,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,4494868,
15542,BOYACA,PESCA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2302440,
15542,BOYACA,PESCA,EPSS37,LA NUEVA EPS S.A.,826002031,E.S.E. SALUD PESCA,Capitacion,3661830,
15542,BOYACA,PESCA,EPSS41,NUEVA EPSS,826002031,E.S.E. SALUD PESCA,Capitacion,43721850,
15550,BOYACA,PISBA,CCF055,CAJACOPI,826002963,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO DE PISBA,Capitacion,16192028,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,875679,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,835795,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1391110,
15550,BOYACA,PISBA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,714840,
15550,BOYACA,PISBA,EPSS37,LA NUEVA EPS S.A.,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,Capitacion,155424,
15550,BOYACA,PISBA,EPSS41,NUEVA EPSS,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,Capitacion,1243392,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,6429721,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,891800570,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,Capitacion,54541214,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1258467,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1204643,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2037518,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1027320,
15572,BOYACA,PUERTO BOYACA,EPSS37,LA NUEVA EPS S.A.,891800570,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,Capitacion,59424750,
15572,BOYACA,PUERTO BOYACA,EPSS41,NUEVA EPSS,891800570,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,Capitacion,399164535,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,Capitacion,4532940,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,185220,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,176576,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,289884,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,151200,
15580,BOYACA,QUIPAMA,EPSS37,LA NUEVA EPS S.A.,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,Capitacion,1325729,
15580,BOYACA,QUIPAMA,EPSS41,NUEVA EPSS,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,Capitacion,15117268,
15580,BOYACA,QUIPAMA,ESS024,COOSALUD,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,Capitacion,48231789,
15599,BOYACA,RAMIRIQUI,EPSS37,LA NUEVA EPS S.A.,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,Capitacion,11606280,
15599,BOYACA,RAMIRIQUI,EPSS41,NUEVA EPSS,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,Capitacion,102043456,
15599,BOYACA,RAMIRIQUI,ESS024,COOSALUD,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,Capitacion,60234685,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,Capitacion,6337097,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,273714,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,263884,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,443156,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,223440,
15600,BOYACA,RAQUIRA,EPSS37,LA NUEVA EPS S.A.,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,Capitacion,3234250,
15600,BOYACA,RAQUIRA,EPSS41,NUEVA EPSS,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,Capitacion,36832400,
15621,BOYACA,RONDON,CCF055,CAJACOPI,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,Capitacion,2610932,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,171843,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,163824,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,278222,
15621,BOYACA,RONDON,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,140280,
15621,BOYACA,RONDON,EPSS37,LA NUEVA EPS S.A.,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,Capitacion,1104480,
15621,BOYACA,RONDON,EPSS41,NUEVA EPSS,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,Capitacion,29778480,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,32343885,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,3840640,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1189524,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1134994,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1925896,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,971040,
15632,BOYACA,SABOYA,EPSS37,LA NUEVA EPS S.A.,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,3227288,
15632,BOYACA,SABOYA,EPSS41,NUEVA EPSS,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,126540218,
15632,BOYACA,SABOYA,ESS024,COOSALUD,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,23238900,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,820004060,EMPRESA SOCIAL DEL ESTADO CENTRO DE SACHICA,Capitacion,52698603,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,9448579,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,3885504,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3712028,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,6235838,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,3171840,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,133770,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,129489,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,216580,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,109200,
15646,BOYACA,SAMACA,EPSS37,LA NUEVA EPS S.A.,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,Capitacion,27129092,
15646,BOYACA,SAMACA,EPSS41,NUEVA EPSS,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,Capitacion,68187120,
15646,BOYACA,SAMACA,ESS024,COOSALUD,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,Capitacion,125415965,
15660,BOYACA,SAN EDUARDO,ESS024,COOSALUD,820003906,ESE CENTRO DE SALUD JAIME DIAZ PEREZ,Capitacion,25121811,
15660,BOYACA,SAN EDUARDO,ESS024,COOSALUD,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,Capitacion,2566933,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,Capitacion,8583674,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,655473,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,625865,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1061242,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,535080,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,62613887,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,2438730,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2328847,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,3868452,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1990800,
15667,BOYACA,SAN LUIS DE GACENO,EPSS37,LA NUEVA EPS S.A.,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,2768636,
15667,BOYACA,SAN LUIS DE GACENO,EPSS41,NUEVA EPSS,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,21460800,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,6108614,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,48189779,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,2520021,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2407325,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,3976742,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2057160,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,820003401,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,Capitacion,2229231,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,321107,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,55566,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,89964,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,45360,
15676,BOYACA,SAN MIGUEL DE SEMA,EPSS37,LA NUEVA EPS S.A.,820003401,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,Capitacion,1014747,
15676,BOYACA,SAN MIGUEL DE SEMA,EPSS41,NUEVA EPSS,820003401,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,Capitacion,29666427,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,14511809,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,578298,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,553273,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,936292,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,472080,
15681,BOYACA,SAN PABLO DE BORBUR,EPSS37,LA NUEVA EPS S.A.,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,2572848,
15681,BOYACA,SAN PABLO DE BORBUR,EPSS41,NUEVA EPSS,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,55191163,
15681,BOYACA,SAN PABLO DE BORBUR,ESS024,COOSALUD,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,20049025,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,Capitacion,25576238,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,3276806,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1403556,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1340019,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2272424,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1145760,
15686,BOYACA,SANTANA,EPSS37,LA NUEVA EPS S.A.,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,Capitacion,4967248,
15686,BOYACA,SANTANA,EPSS41,NUEVA EPSS,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,Capitacion,65013871,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,34851101,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1359309,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1300779,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2155804,
