DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO JULIO 2023",OBSERVACIÓN
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,10767320,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,891800570,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,78093072,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3826767,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1204643,
15572,BOYACA,PUERTO BOYACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2037518,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,10201878,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,563220,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,176576,
15580,BOYACA,QUIPAMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,289884,
15580,BOYACA,QUIPAMA,EPSS41,NUEVA EPS,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,15038120,
15580,BOYACA,QUIPAMA,ESS024,COOSALUD,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,41496000,
15599,BOYACA,RAMIRIQUI,EPSS37,NUEVA EPS,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,10396328,
15599,BOYACA,RAMIRIQUI,EPSS41,NUEVA EPS,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,101822848,
15599,BOYACA,RAMIRIQUI,ESS024,COOSALUD,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,52507980,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,5278999,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,832314,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,263884,
15600,BOYACA,RAQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,443156,
15600,BOYACA,RAQUIRA,EPSS37,NUEVA EPS,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,3011505,
15600,BOYACA,RAQUIRA,EPSS41,NUEVA EPS,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,34548135,
15621,BOYACA,RONDON,CCF055,CAJACOPI,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,2751945,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,522543,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,163824,
15621,BOYACA,RONDON,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,278222,
15621,BOYACA,RONDON,EPSS37,NUEVA EPS,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,1359360,
15621,BOYACA,RONDON,EPSS41,NUEVA EPS,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,30351960,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,60092624,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4512781,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3617124,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1134994,
15632,BOYACA,SABOYA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1925896,
15632,BOYACA,SABOYA,EPSS37,NUEVA EPS,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,3179928,
15632,BOYACA,SABOYA,EPSS41,NUEVA EPS,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,126702942,
15632,BOYACA,SABOYA,ESS024,COOSALUD,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,23238900,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,820004060,EMPRESA SOCIAL DEL ESTADO CENTRO DE SACHICA,51471769,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,9458590,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,11815104,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3712028,
15638,BOYACA,SACHICA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,6235838,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,406770,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,129489,
15646,BOYACA,SAMACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,216580,
15646,BOYACA,SAMACA,EPSS37,NUEVA EPS,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,25013104,
15646,BOYACA,SAMACA,EPSS41,NUEVA EPS,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,64273976,
15646,BOYACA,SAMACA,ESS024,COOSALUD,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,109924941,
15660,BOYACA,SAN EDUARDO,ESS024,COOSALUD,820003906,ESE CENTRO DE SALUD JAIME DIAZ PEREZ,25121811,
15660,BOYACA,SAN EDUARDO,ESS024,COOSALUD,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,2566933,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,9820350,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1993173,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,625865,
15664,BOYACA,SAN JOSE DE PARE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1061242,
15664,BOYACA,SAN JOSE DE PARE,EPSS37,NUEVA EPS,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,1390230,
15664,BOYACA,SAN JOSE DE PARE,EPSS41,NUEVA EPS,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,46155636,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,860060016,ESE HOSPITAL SAN FRANCISCO,47864919,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,7415730,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2328847,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3868452,
15667,BOYACA,SAN LUIS DE GACENO,EPSS37,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,2557774,
15667,BOYACA,SAN LUIS DE GACENO,EPSS41,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,21219366,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,6000495,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,26076329,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,7662921,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2407325,
15673,BOYACA,SAN MATEO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3976742,
15673,BOYACA,SAN MATEO,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,135032,
15673,BOYACA,SAN MATEO,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,455733,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,820003401,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,3210217,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,578436,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,168966,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,89964,
15676,BOYACA,SAN MIGUEL DE SEMA,EPSS41,NUEVA EPS,820003401,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,29032691,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,9164382,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1758498,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,553273,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,936292,
15681,BOYACA,SAN PABLO DE BORBUR,EPSS37,NUEVA EPS,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,2144040,
15681,BOYACA,SAN PABLO DE BORBUR,EPSS41,NUEVA EPS,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,54851690,
15681,BOYACA,SAN PABLO DE BORBUR,ESS024,COOSALUD,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,20049025,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,23284124,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3470822,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,4267956,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1340019,
15686,BOYACA,SANTANA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2272424,
15686,BOYACA,SANTANA,EPSS37,NUEVA EPS,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,4637256,
15686,BOYACA,SANTANA,EPSS41,NUEVA EPS,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,81994328,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,860060016,ESE HOSPITAL SAN FRANCISCO,28484270,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,4133409,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1300779,
15690,BOYACA,SANTA MARIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2155804,
15690,BOYACA,SANTA MARIA,EPSS37,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,2832922,
15690,BOYACA,SANTA MARIA,EPSS41,NUEVA EPS,860060016,ESE HOSPITAL SAN FRANCISCO,17544204,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1259762,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1583274,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,496376,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,842996,
15693,BOYACA,SANTA ROSA DE VITERBO,EPSS37,NUEVA EPS,891855438,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,4565727,
15693,BOYACA,SANTA ROSA DE VITERBO,EPSS41,NUEVA EPS,891855438,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,78387708,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,820003284,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA SOFIA,7608735,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2159010,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,676876,
15696,BOYACA,SANTA SOFIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1139544,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,2697854,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,12144438,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3413739,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1072211,
15720,BOYACA,SATIVANORTE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1764294,
15720,BOYACA,SATIVANORTE,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1776411,
15720,BOYACA,SATIVANORTE,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,5283127,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,820003684,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIACHOQUE,41908132,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,6489546,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2035534,
15740,BOYACA,SIACHOQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3418632,
15753,BOYACA,SOATA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,267443,
15753,BOYACA,SOATA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1238652,
15753,BOYACA,SOATA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,247191,
15753,BOYACA,SOATA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,176596,
15753,BOYACA,SOATA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,9895363,
15753,BOYACA,SOATA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,58637646,
15755,BOYACA,SOCOTA,CCF055,CAJACOPI,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,1061822,
15755,BOYACA,SOCOTA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,356706,
15755,BOYACA,SOCOTA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,111832,
15755,BOYACA,SOCOTA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,189924,
15755,BOYACA,SOCOTA,EPSS37,NUEVA EPS,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,2579752,
15755,BOYACA,SOCOTA,EPSS41,NUEVA EPS,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,32009984,
15755,BOYACA,SOCOTA,ESS024,COOSALUD,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,60011353,
15757,BOYACA,SOCHA,ESS024,COOSALUD,881862576,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA,24124570,
15759,BOYACA,SOGAMOSO,CCF055,CAJACOPI,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,32748148,
15759,BOYACA,SOGAMOSO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3874386,
15759,BOYACA,SOGAMOSO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,4765467,
15759,BOYACA,SOGAMOSO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1497956,
15759,BOYACA,SOGAMOSO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2663934,
15759,BOYACA,SOGAMOSO,EPSS37,NUEVA EPS,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,59606118,
15759,BOYACA,SOGAMOSO,EPSS41,NUEVA EPS,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,578045034,
15759,BOYACA,SOGAMOSO,ESS024,COOSALUD,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,82306350,
15761,BOYACA,SOMONDOCO,CCF055,CAJACOPI,820002608,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO,2900837,
15761,BOYACA,SOMONDOCO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,496444,
15761,BOYACA,SOMONDOCO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,891765,
15761,BOYACA,SOMONDOCO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,279579,
15761,BOYACA,SOMONDOCO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,474810,
15761,BOYACA,SOMONDOCO,EPSS41,NUEVA EPS,820002608,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO,24447804,
15762,BOYACA,SORA,EPSS37,NUEVA EPS,820003357,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA,1225500,
15762,BOYACA,SORA,EPSS41,NUEVA EPS,820003357,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA,20747500,
15763,BOYACA,SOTAQUIRA,EPSS37,NUEVA EPS,820003374,EMPRESA SOCIAL ESTADO CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA,3561250,
15763,BOYACA,SOTAQUIRA,EPSS41,NUEVA EPS,820003374,EMPRESA SOCIAL ESTADO CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA,81931875,
15764,BOYACA,SORACA,CCF055,CAJACOPI,820003533,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FE Y ESPERANZA SORACA,11203215,
15764,BOYACA,SORACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1724079,
15764,BOYACA,SORACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,540520,
15764,BOYACA,SORACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,917966,
15774,BOYACA,SUSACON,CCF055,CAJACOPI,826002625,E.S.E. CENTRO DE SALUD HECTOR PINEDA GALLO SUSACON,52907059,
15774,BOYACA,SUSACON,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4336344,
15774,BOYACA,SUSACON,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,5622813,
15774,BOYACA,SUSACON,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1762821,
15774,BOYACA,SUSACON,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2903838,
15776,BOYACA,SUTAMARCHAN,CCF055,CAJACOPI,820003876,E.S.E. CENTRO DE SALUD SANTO ECCEHOMO DE SUTAMARCHAN,14580407,
15776,BOYACA,SUTAMARCHAN,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2496942,
15776,BOYACA,SUTAMARCHAN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,784784,
15776,BOYACA,SUTAMARCHAN,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1329468,
15776,BOYACA,SUTAMARCHAN,EPSS37,NUEVA EPS,820003876,E.S.E. CENTRO DE SALUD SANTO ECCEHOMO DE SUTAMARCHAN,2683737,
15776,BOYACA,SUTAMARCHAN,EPSS41,NUEVA EPS,820003876,E.S.E. CENTRO DE SALUD SANTO ECCEHOMO DE SUTAMARCHAN,79093875,
15778,BOYACA,SUTATENZA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,511459,
15778,BOYACA,SUTATENZA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,3985853,
15778,BOYACA,SUTATENZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,678993,
15778,BOYACA,SUTATENZA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,212873,
15778,BOYACA,SUTATENZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,361522,
15778,BOYACA,SUTATENZA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,2889150,
15778,BOYACA,SUTATENZA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,45929716,
15790,BOYACA,TASCO,EPSS37,NUEVA EPS,826002694,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO,7213438,
15790,BOYACA,TASCO,EPSS41,NUEVA EPS,826002694,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO,45758110,
15798,BOYACA,TENZA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,400158,
15798,BOYACA,TENZA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,3120788,
15798,BOYACA,TENZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,547575,
15798,BOYACA,TENZA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,171672,
15798,BOYACA,TENZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,291550,
15798,BOYACA,TENZA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,2570910,
15798,BOYACA,TENZA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,43983352,
15804,BOYACA,TIBANA,CCF055,CAJACOPI,820002657,ESE GUSTAVO ROMERO HERNADEZ DE TIBANA,14236631,
15804,BOYACA,TIBANA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3588963,
15804,BOYACA,TIBANA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1125184,
15804,BOYACA,TIBANA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1910902,
15804,BOYACA,TIBANA,EPSS37,NUEVA EPS,820002657,ESE GUSTAVO ROMERO HERNADEZ DE TIBANA,2432226,
15804,BOYACA,TIBANA,EPSS41,NUEVA EPS,820002657,ESE GUSTAVO ROMERO HERNADEZ DE TIBANA,106794804,
15806,BOYACA,TIBASOSA,CCF055,CAJACOPI,826002852,EMPRESA SOCIAL DEL ESTADO INES OCHOA PEREZ DE TIBASOSA,6247595,
15806,BOYACA,TIBASOSA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1119514,
15806,BOYACA,TIBASOSA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1473759,
15806,BOYACA,TIBASOSA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,462042,
15806,BOYACA,TIBASOSA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,778022,
15806,BOYACA,TIBASOSA,EPSS37,NUEVA EPS,826002852,EMPRESA SOCIAL DEL ESTADO INES OCHOA PEREZ DE TIBASOSA,3465886,
15806,BOYACA,TIBASOSA,EPSS41,NUEVA EPS,826002852,EMPRESA SOCIAL DEL ESTADO INES OCHOA PEREZ DE TIBASOSA,80078298,
15808,BOYACA,TINJACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,18774,
15808,BOYACA,TINJACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,9996,
15808,BOYACA,TINJACA,EPSS41,NUEVA EPS,820003619,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN BLAS,16787440,
15810,BOYACA,TIPACOQUE,CCF055,CAJACOPI,826002765,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA TIPACOQUE,27800713,
15810,BOYACA,TIPACOQUE,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4759446,
15810,BOYACA,TIPACOQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,6164130,
15810,BOYACA,TIPACOQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1933512,
15810,BOYACA,TIPACOQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3195388,
15810,BOYACA,TIPACOQUE,EPSS41,NUEVA EPS,826002765,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA TIPACOQUE,10947267,
