COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
ENERO 2024",OBSERVACIÓN
CCF102,COMFACHOCO,CENTRO FONOAUDIOLOGICO DAMA S.A.S.,Evento,900642109.0,7784194,
CCF102,COMFACHOCO,CENTRO MEDICO SALUD VITAL EJE CAFETERO S.A.S,Evento,900062327.0,93800642,
CCF102,COMFACHOCO,CENTRO NEUROLOGICO DEL PACIFICO,Evento,900611518.0,21091600,
CCF102,COMFACHOCO,CENTRO ODONTOLÓGICO ORALSALUD,Evento,900431019.0,10827215,
CCF102,COMFACHOCO,CITARA ORAL AND MAXILLOFACIAL CENTER S.A.S,Evento,900234000.0,39552680,
CCF102,COMFACHOCO,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES S.A.,Evento,890925336.0,8690032,
CCF102,COMFACHOCO,CLÍNICA LA ESPERANZA DE MONTERÍA S.A.S.,Evento,900005955.0,400591273,
CCF102,COMFACHOCO,CLINICA MEDELLIN S.A.S.,Evento,890911816.0,110673666,
CCF102,COMFACHOCO,CLINICA REINA ISABEL SAS,Evento,900807126.0,1423805,
CCF102,COMFACHOCO,CLINICA SANTA SOFIA DEL PACIFICO SAS,Evento,900228989.0,1215477,
CCF102,COMFACHOCO,COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN,Evento,890905843.0,4429722,
CCF102,COMFACHOCO,DAVITA S.A.S.,Evento,900532504.0,230063200,
CCF102,COMFACHOCO,DROGUERIA FREYMAR S.A.S,Evento,901292893.0,1023929,
CCF102,COMFACHOCO,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,Evento,890985703.0,17664823,
CCF102,COMFACHOCO,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO""",Evento,890905166.0,22698669,
CCF102,COMFACHOCO,E.S.E. HOSPITAL RAUL OREJUELA BUENO,Evento,815000316.0,3072134,
CCF102,COMFACHOCO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ,Evento,890980066.0,1363918,
CCF102,COMFACHOCO,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,Evento,890303461.0,244775952,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,Evento,800000118.0,1570483,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,Evento,800227877.0,1589235,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,Evento,890981137.0,218529899,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ANUNCIACION,Evento,890981268.0,2596700,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA AUXILIADORA,Evento,890980997.0,5304291,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,Evento,891401643.0,3735026,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,Evento,891680065.0,2350769,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Evento,899999032.0,3425100,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,Evento,900042103.0,14281716,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO IVAN RESTREPO GOMEZ,Evento,890980971.0,5948187,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO METROSALUD,Evento,800058016.0,16112717,
CCF102,COMFACHOCO,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,Evento,816005003.0,2566616,
CCF102,COMFACHOCO,ENDODENT S.A.S,Evento,901192617.0,3800212,
CCF102,COMFACHOCO,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,Evento,891680064.0,47690865,
CCF102,COMFACHOCO,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,Evento,818001019.0,2347713,
CCF102,COMFACHOCO,ESE HOSPITAL MANUEL URIBE ANGEL,Evento,890906347.0,7108376,
CCF102,COMFACHOCO,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,Evento,891079999.0,14357541,
CCF102,COMFACHOCO,ESE HOSPITAL SAN JOSE DE CONDOTO,Evento,891600061.0,9046905,
CCF102,COMFACHOCO,ESE HOSPITAL SAN JOSE DEL GUAVIARE,Evento,832001966.0,2093100,
CCF102,COMFACHOCO,ESE HOSPITAL SAN RAFAEL,Evento,891409025.0,21198042,
CCF102,COMFACHOCO,FUNDACION AMIGOS DE LA SALUD,Evento,812005522.0,191524817,
CCF102,COMFACHOCO,FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA,Evento,800241602.0,33029535,
CCF102,COMFACHOCO,FUNDACION HOSPITAL DE LA MISERICORDIA,Evento,899999123.0,9983449,
CCF102,COMFACHOCO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,Evento,890900518.0,68626425,
CCF102,COMFACHOCO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,Evento,890981374.0,73776931,
CCF102,COMFACHOCO,FUNDACIÓN PATRULLA AEREA DEL CHOCÓ - I.P.S.,Evento,900222944.0,168715734,
CCF102,COMFACHOCO,FUNDACION SOMA,Evento,900124689.0,126701496,
CCF102,COMFACHOCO,FUNDACION TRANSVITAL CHOCO,Evento,901216975.0,3189992,
CCF102,COMFACHOCO,"FUNDACIÓN UNIONVIDA ""FUNVIDA""",Evento,900520293.0,614335104,
CCF102,COMFACHOCO,FUNDACION VALLE DEL LILI,Evento,890324177.0,22837631,
CCF102,COMFACHOCO,GALENA-LABORATORIO DE PATOLOGIA S.A.S,Evento,900475379.0,21007575,
CCF102,COMFACHOCO,GASTRO CENTER S.A.S,Evento,900771065.0,35628050,
CCF102,COMFACHOCO,GAVAVISION UNIDAD DE ESPECIALISTAS S.A.S,Evento,900106018.0,3960921,
CCF102,COMFACHOCO,HEMO GROUP S.A.S,Evento,900643097.0,239890817,
CCF102,COMFACHOCO,HEMO PACIFICO S.A.S,Evento,900767816.0,30000625,
CCF102,COMFACHOCO,HOSPITAL ALMA MÁTER DE ANTIOQUIA,Evento,811016192.0,9182942,
CCF102,COMFACHOCO,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,Evento,830104627.0,1025174,
CCF102,COMFACHOCO,HOSPITAL DE SAN JUAN DE DIOS,Evento,890303841.0,27511418,
CCF102,COMFACHOCO,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",Evento,890904646.0,450535944,
CCF102,COMFACHOCO,HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO,Evento,835000972.0,17220343,
CCF102,COMFACHOCO,HOSPITAL PABLO TOBON URIBE,Evento,890901826.0,318066743,
CCF102,COMFACHOCO,HOSPITAL UNIVERSITARIO SAN IGNACIO,Evento,860015536.0,11161587,
CCF102,COMFACHOCO,I.P.S. TRANSVIDA CHOCO S.A.S.,Evento,900585654.0,21844200,
CCF102,COMFACHOCO,IMAGENES DIAGNOSTICAS DEL CHOCO IPS SAS,Evento,900319282.0,32157455,
CCF102,COMFACHOCO,INSTITUTO CARDIOVASCULAR Y DE ESTUDIOS ESPECIALES LAS VEGAS S.A. INCARE S.A.,Evento,800196652.0,17695104,
CCF102,COMFACHOCO,INSTITUTO NACIONAL DE CANCEROLOGIA,Evento,899999092.0,3680042,
CCF102,COMFACHOCO,INSTITUTO NEFROLÓGICO DEL CHOCO S.A.S,Evento,900476563.0,154376148,
CCF102,COMFACHOCO,LABORATORIO CLINICO CELSALUD,Evento,900065157.0,15713560,
CCF102,COMFACHOCO,MARIA DE JESUS IPS S.A.S.,Evento,900132422.0,43742387,
CCF102,COMFACHOCO,MATERNAL FETAL CARE,Evento,901269729.0,19660795,
CCF102,COMFACHOCO,MEDIALCO ZONA FRANCA S.A.S,Evento,900577446.0,14397641,
CCF102,COMFACHOCO,MEDICHOCO IPS S.A.S,Evento,900881965.0,92777115,
CCF102,COMFACHOCO,MIRED BARRANQUILLA IPS S.A.S.,Evento,901139193.0,41456176,
CCF102,COMFACHOCO,NEFROCHOCO S.A.S,Evento,900927887.0,143971075,
CCF102,COMFACHOCO,NUEVA EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL SAN FRANCISCO DE ASÍS,Evento,901108114.0,569727316,
CCF102,COMFACHOCO,ORAL & MAXILLOFACIAL CENTER CARE S.A.S,Evento,901053894.0,99708583,
CCF102,COMFACHOCO,ORTOPEDICOS DEL PACIFICO S.A.S,Evento,900189713.0,251181805,
CCF102,COMFACHOCO,OXIGENOS YISELTH SALUD S.A.S,Evento,901125894.0,12640000,
CCF102,COMFACHOCO,PROMOTORA CLINICA ZONA FRANCA DE URABA SAS,Evento,900390423.0,458172699,
CCF102,COMFACHOCO,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA S.A,Evento,900038926.0,57285721,
CCF102,COMFACHOCO,PSICO SALUD Y TRANSFORMACIÓN S.A.S,Evento,900235279.0,44374694,
CCF102,COMFACHOCO,SERVIUCIS S.A.S.,Evento,811042050.0,16079600,
CCF102,COMFACHOCO,SKY AMBULANCE S.A.S.,Evento,900424611.0,137115000,
CCF102,COMFACHOCO,SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S,Evento,900342064.0,1320197,
CCF102,COMFACHOCO,SOCIEDAD HEMATOONCOLOGICA DEL PACIFICO,Evento,900329116.0,156931050,
CCF102,COMFACHOCO,SOCIEDAD MEDICA RIONEGRO SA,Evento,890939936.0,1163618967,
CCF102,COMFACHOCO,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,Evento,900436203.0,66855240,
CCF102,COMFACHOCO,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,Evento,900959051.0,18887069,
CCF102,COMFACHOCO,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,Evento,900958564.0,8463934,
CCF102,COMFACHOCO,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,Evento,900959048.0,4686680,
CCF102,COMFACHOCO,TRANSACUATICO K & M S.A.S,Evento,900512334.0,13553397,
CCF102,COMFACHOCO,UNIDAD DE CUIDADOS INTENSIVOS Y CORONARIOS SAS,Evento,900622907.0,196498621,
CCF102,COMFACHOCO,UNIDAD DE DIAGNOSTICO POR IMAGEN DIAGNOSTICAR S.A.S.,Evento,818000989.0,252682344,
CCF102,COMFACHOCO,UNIDAD MEDICA INTEGRAL SAN RAFAEL,Evento,900848941.0,64150460,
CCF102,COMFACHOCO,UNIDAD MEDICOQUIRURGICA SANTIAGO I.P.S.,Evento,900604984.0,60868714,
CCF102,COMFACHOCO,"UNIDAD VASCULAR, CARDIOLOGICA Y NEUROLOGICA SAS",Evento,900416218.0,1838000,
CCF102,COMFACHOCO,VISIÓN INTEGRADOS S.A.S,Evento,901180382.0,7465300,
CCF102,COMFACHOCO,VISION TOTAL S.A.S,Evento,830504734.0,3148978,
EPS025,CAPRESOCA,AMBULANCIAS DE COLOMBIA OG AEREA Y TERRESTRE LTDA,Evento,901458816.0,75000000,
EPS025,CAPRESOCA,AVANCEMOS SERVICIOS DE SALUD IPS S.A.S,Evento,900237356.0,21827482,
EPS025,CAPRESOCA,BIHOSPHARMA SAS,Evento,901225308.0,98561957,
EPS025,CAPRESOCA,CASMEDICAL CASANARE SAS,Evento,901577372.0,51407351,
EPS025,CAPRESOCA,CENTRO CARDIOVASCULAR COLOMBIANO SAS SIGLA CC CARDIOVASCULAR SAS,Evento,900284591.0,17896472,
EPS025,CAPRESOCA,CENTRO DE CONTROL DE CÁNCER SAS,Evento,830008300.0,17844021,
EPS025,CAPRESOCA,CENTRO DE ESCANOGRAFIA YOPAL LTDA,Evento,832000744.0,210967441,
EPS025,CAPRESOCA,CLINICA CASANARE S.A,Evento,891855847.0,548053441,
EPS025,CAPRESOCA,CLÍNICA CUABAL SAS,Evento,901090715.0,129000884,
EPS025,CAPRESOCA,CLINICA ENDOART E.U.,Evento,900555210.0,6965000,
EPS025,CAPRESOCA,CLÍNICA MEDICENTER FICUBO SAS,Evento,900685235.0,900000000,
EPS025,CAPRESOCA,CLINICA MEISEL S.A.S.,Evento,844002258.0,470064006,
EPS025,CAPRESOCA,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,Evento,900211668.0,113633583,
EPS025,CAPRESOCA,COOPERATIVA CASANAREÑA DE TRANSPORTES LTDA,Evento,891855534.0,95000000,
EPS025,CAPRESOCA,CORPORACIÓN SALUD UN,Evento,900578105.0,47668412,
EPS025,CAPRESOCA,E.I.T S.A.S,Evento,900517868.0,17765464,
EPS025,CAPRESOCA,E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA,Evento,890680033.0,3124189,
EPS025,CAPRESOCA,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,Evento,832001411.0,1771961,
EPS025,CAPRESOCA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE TAURAMENA,Evento,844001287.0,94602900,
EPS025,CAPRESOCA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Evento,899999032.0,539105143,
EPS025,CAPRESOCA,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,Evento,800006850.0,7765213,
EPS025,CAPRESOCA,EMPRESA SOCIAL DEL ESTADO SALUD YOPAL,Evento,844003225.0,382475518,
EPS025,CAPRESOCA,ESE HOSPITAL SAN JOSE DEL GUAVIARE,Evento,832001966.0,23217770,
EPS025,CAPRESOCA,ESE MORENO Y CLAVIJO,Evento,900034131.0,69744518,
EPS025,CAPRESOCA,FARMAMEDIQ ESPECIALIZADA SAS,Evento,901307459.0,950000000,
EPS025,CAPRESOCA,FLOTA SUGAMUXI SA,Evento,891800075.0,104220500,
EPS025,CAPRESOCA,GYO MEDICAL I.P.S. S.A.S.,Evento,900386591.0,580000000,
EPS025,CAPRESOCA,HEMATOLOGIA Y ONCOLOGIA DEL ORIENTE SAS,Evento,900806357.0,928795379,
EPS025,CAPRESOCA,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,Evento,830104627.0,85107640,
EPS025,CAPRESOCA,HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO EMPRESA SOCIAL DEL ESTADO,Evento,844001355.0,148875410,
EPS025,CAPRESOCA,HOSPITAL DEL SARARE ESE,Evento,800231215.0,48934742,
EPS025,CAPRESOCA,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,Evento,891855029.0,1370091029,
EPS025,CAPRESOCA,INSTITUTO NACIONAL DE CANCEROLOGIA,Evento,899999092.0,566946825,
EPS025,CAPRESOCA,IPS CENTRO DE ESPECIALISTAS DEL LLANO SAS,Evento,901295822.0,375678591,
EPS025,CAPRESOCA,IPS OXI CARE S.A.S,Evento,900338671.0,51203355,
EPS025,CAPRESOCA,IPS SERVIDOENSALUD S.A.S.,Evento,900064578.0,79212871,
EPS025,CAPRESOCA,MARCAZSALUD RC S.A.S,Evento,900928565.0,105000000,
EPS025,CAPRESOCA,MEDICA MAGDALENA SAS,Evento,860502092.0,60946022,
EPS025,CAPRESOCA,ORTOPEDICA EUROPEA S.A.S.,Evento,900691119.0,15708730,
EPS025,CAPRESOCA,PANOREX CEDENT S.A.S,Evento,900212100.0,4404750,
EPS025,CAPRESOCA,RAYOS X E IMAGENES DIAGNOSTICAS RADIOSALUD S.A.S,Evento,900115642.0,10960050,
EPS025,CAPRESOCA,SALUD LLANOS IPS LTDA,Evento,900274663.0,232357100,
EPS025,CAPRESOCA,SERVICIO INTEGRAL DE MEDICINA AMBULATORIA - SIMA.LINK S.A.S,Evento,900769055.0,2999250,
EPS025,CAPRESOCA,SERVICIOS MEDICOS INTEGRALES DE LA ORINOQUIA- SMIO SAS,Evento,900800269.0,633179772,
EPS025,CAPRESOCA,SERVICIOS MÉDICOS INTEGRALES PARA EL MANEJO DEL DOLOR SAS,Evento,901386786.0,257973610,
EPS025,CAPRESOCA,SES SALUD S.A.,Evento,900141468.0,272724858,
EPS025,CAPRESOCA,SOCIEDAD DE CIRUJANOS PEDIATRAS ESPECIALISTAS IPS S.A.S,Evento,901290414.0,36779945,
EPS025,CAPRESOCA,SOCIEDAD DE SERVICIOS OCULARES S.A.S-OPTISALUD,Evento,800119574.0,36208960,
EPS025,CAPRESOCA,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,Evento,900959051.0,234805646,
EPS025,CAPRESOCA,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E,Evento,900971006.0,109606056,
EPS025,CAPRESOCA,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,Evento,900958564.0,8399574,
EPS025,CAPRESOCA,UNIDAD INTEGRAL DE SALUD PUERTABIERTA S.A.S.,Evento,900602846.0,412073438,
EPS025,CAPRESOCA,UNIDAD MEDICA ONCOLOGICA ONCOLIFE IPS SAS,Evento,900364721.0,20000000,
EPS025,CAPRESOCA,"UNIR DESTINOS VIAJES Y TURISMO UNITOUR ""D SAS",Evento,900292143.0,123963440,
EPS025,CAPRESOCA,URGENCIA VITAL DEL CASANARE AEREA Y TERRESTRE SAS,Evento,900296178.0,112498900,
EPS025,CAPRESOCA,VISIONAMOS SALUD CENTRO DE DIAGNOSTICO CLINICO S.A.S,Evento,832000464.0,10824555,
EPS025,CAPRESOCA,VITA IPS APOYO DIAGNOSTICO SAS,Evento,901398274.0,1180228103,
EPSI03,AIC,AMBULANCIA MARIA PAULA AMP S.A.S.,Evento,900775849.0,8980571,
EPSI03,AIC,AMEZQUITA ACOSTA SAS,Evento,817006121.0,7719700,
EPSI03,AIC,ANASHIWAYA IPSI,Evento,900177624.0,65103831,
EPSI03,AIC,ANGIOGRAFIA DE OCCIDENTE S.A.,Evento,800197601.0,127963856,
EPSI03,AIC,ASISTENCIA MEDICA DEL SUR IPS LTDA,Evento,900337015.0,5196456,
EPSI03,AIC,ASOCIACIÒN DE AUTORIDADES ANCESTRALES TERRITORIALES NASA CXHA CXHA,Evento,817000260.0,44361134,
EPSI03,AIC,ASOCIACION DE AUTORIDADES INDIGENAS DEL ORIENTE CAUCANO,Evento,817004984.0,49592856,
EPSI03,AIC,ASOCIACIÓN DE CABILDOS INDÍGENAS DE LA ZONA NORTE DEL CAUCA -ACIN.,Evento,817000232.0,395275738,
EPSI03,AIC,ASOCIACION DE CABILDOS UKAWE'SX NASA ÇXHAB IPS-I,Evento,817000224.0,35210179,
EPSI03,AIC,ASOCIACIÓN PROFAMILIA,Evento,860013779.0,43568261,
EPSI03,AIC,AUDIOCOM IPS,Evento,814003448.0,54932493,
EPSI03,AIC,CENEMED QUILICHAO,Evento,900611060.0,141471781,
EPSI03,AIC,CENTRO ASISTENCIAL RENOVAR SAS,Evento,900817009.0,8617282,
EPSI03,AIC,CENTRO CARDIOVASCULAR SOMER INCARE S A,Evento,811042064.0,27612373,
EPSI03,AIC,CENTRO DE CUIDADOS CARDIONEUROVASCULARES PABON SAS,Evento,900900155.0,81808502,
EPSI03,AIC,CENTRO DE IMÁGENES DIAGNOSTICAS TERCER MILENIO SAS,Evento,900055393.0,61404602,
EPSI03,AIC,CENTRO DE SERVICIOS SANTANGEL SAS,Evento,900063271.0,32807207,
EPSI03,AIC,CENTRO DIAGNOSTICO DE ESPECIALISTAS LTDA,Evento,800193989.0,169504550,
EPSI03,AIC,CENTRO ESPECIALIZADO DE ALTA TECNOLOGIA EN IMÁGENES DIAGNOSTICAS SAS,Evento,900263426.0,7805178,
EPSI03,AIC,CENTRO ESPECIALIZADO DE UROLOGIA S.A.S,Evento,900422064.0,28861182,
EPSI03,AIC,CENTRO INTEGRAL DE REHABILITACION FISIOCENTER S.A.S,Evento,900081662.0,6881882,
EPSI03,AIC,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SOCIEDAD POR ACCIONES SIMPLIFICADA SIGLA COLCAN S.A.S.,Evento,800066001.0,158300013,
EPSI03,AIC,CLINICA ALTA COMPLEJIDAD SAN JUAN BAUTISTA S.A.S,Evento,900272582.0,6434474,
EPSI03,AIC,CLINICA AYNAN LTDA,Evento,900012404.0,77604685,
EPSI03,AIC,CLINICA CARDIONEUROVASCULAR PABON SAS,Evento,900597845.0,100428961,
EPSI03,AIC,CLINICA CREAR VISION S.A.S,Evento,846003067.0,81426869,
EPSI03,AIC,CLINICA DE LA AMAZONIA IPS LTDA,Evento,900021788.0,24012722,
EPSI03,AIC,CLINICA DE OCCIDENTE,Evento,890300513.0,2590743487,
EPSI03,AIC,CLINICA DE URABA SA,Evento,800058856.0,21557541,
EPSI03,AIC,CLINICA DEL OCCIDENTE S.A.,Evento,860090566.0,85416484,
EPSI03,AIC,CLÍNICA IMBANACO S.A.S.,Evento,890307200.0,819507478,
EPSI03,AIC,CLÍNICA LA ESPERANZA DE MONTERÍA S.A.S.,Evento,900005955.0,167179013,
EPSI03,AIC,CLINICA MEDILASER S.A.S.,Evento,813001952.0,1098622127,
EPSI03,AIC,CLINICA NUESTRA SEÑORA DE LOS REMEDIOS,Evento,890301430.0,714989585,
EPSI03,AIC,CLINICA OFTALMOLOGICA LAURELES SA CLODEL SA,Evento,800036229.0,21704320,
EPSI03,AIC,CLINICA PAJONAL S.A.S,Evento,811002429.0,138381546,
EPSI03,AIC,CLINICA PSIQUIATRICA SAN JUAN DE DIOS,Evento,890801495.0,35551369,
EPSI03,AIC,CLINIVIDA Y SALUD IPS SAS,Evento,901336751.0,13307132,
EPSI03,AIC,COMPAÑIA DE PATOLOGOS DEL CAUCA SAS CPC SAS,Evento,800235366.0,8152016,
EPSI03,AIC,COOPERATIVA INTEGRAL DE TRANSPORTADOR DE URABA,Evento,800124196.0,15266850,
EPSI03,AIC,CORPORACION IPS I NAMOI WASR DEL CABILDO DE LA PARCIALIDAD INDÍGENA DE TOTORÓ,Evento,900426556.0,5241578,
EPSI03,AIC,CUIDAMOS SALUD SAS,Evento,900302805.0,62752562,
EPSI03,AIC,CURAHELP SAS,Evento,900406995.0,11583915,
EPSI03,AIC,CXAYU`CE JXUT EMPRESA SOCIAL DEL ESTADO,Evento,900052148.0,64476739,
EPSI03,AIC,DAVITA S.A.S.,Evento,900532504.0,31551838,
EPSI03,AIC,DFLQ CLINICAS ODONTOLOGICAS ESPECIALIZADAS IPS SAS,Evento,900652629.0,64177170,
EPSI03,AIC,DIAGNOSTIMED S.A.,Evento,830514240.0,57258858,
EPSI03,AIC,E.S.E HOSPITAL ORITO,Evento,846000474.0,42602361,
EPSI03,AIC,E.S.E HOSPITAL SAN GABRIEL ARCANGEL,Evento,846001620.0,12959230,
EPSI03,AIC,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,Evento,891180039.0,39268364,
EPSI03,AIC,E.S.E. HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE,Evento,890304155.0,18388232,
EPSI03,AIC,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA,Evento,891180117.0,340657267,
EPSI03,AIC,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,Evento,891180134.0,106421899,
EPSI03,AIC,E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON,Evento,891180026.0,88394313,
EPSI03,AIC,E.S.E. HOSPITAL HECTOR ABAD GOMEZ,Evento,800143438.0,1046238,
EPSI03,AIC,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO""",Evento,890905166.0,1752166,
EPSI03,AIC,E.S.E. HOSPITAL OSCAR EMIRO VERGARA CRUZ,Evento,890985660.0,1490308,
EPSI03,AIC,E.S.E. HOSPITAL PILOTO JAMUNDI EMPRESA SOCIAL DEL ESTADO,Evento,890306950.0,4693699,
EPSI03,AIC,E.S.E. HOSPITAL SAN LORENZO DE SUPÍA,Evento,890801758.0,49786196,
EPSI03,AIC,E.S.E. HOSPITAL SANTA LUCIA EMPRESA SOCIAL DEL ESTADO DE EL DOVIO VALLE,Evento,891901296.0,21803042,
EPSI03,AIC,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,Evento,890303461.0,689239388,
EPSI03,AIC,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,Evento,891200528.0,81347081,
EPSI03,AIC,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,Evento,891180268.0,971734442,
EPSI03,AIC,E.S.E. RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO HOSPITAL CAÑAVERALEJO,Evento,805027289.0,30656008,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO CENTRO 2 E.S.E.,Evento,900146471.0,2087154,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO ESE CENTRO I,Evento,900145581.0,104860393,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO ESE NORTE 2,Evento,900146006.0,8649811,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,Evento,891380055.0,5268825,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE EL TAMBO CAUCA,Evento,891501104.0,28804761,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,Evento,890981137.0,8777501,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL JORGE JULIO GUZMAN,Evento,846003357.0,20626543,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSÉ MARÍA HERNÁNDEZ,Evento,891200679.0,350454982,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ANUNCIACION,Evento,890981268.0,36905179,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL,Evento,846000253.0,205510902,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE ALGECIRAS,Evento,813001653.0,45048521,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,Evento,800138311.0,22518355,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,Evento,890982264.0,38999258,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II,Evento,892115010.0,110252176,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO HOSPITAL TOBIAS PUERTA,Evento,800065395.0,1199815,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,Evento,813002940.0,34517994,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO NORTE 1 E.S.E.,Evento,900146010.0,4984901,
EPSI03,AIC,EMPRESA SOCIAL DEL ESTADO OCCIDENTE E.S.E,Evento,900145588.0,14947073,
