COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
DICIEMBRE 2023",OBSERVACIÓN
EPSS10,Suramericana,900592655.0,INVERSIONES LAFAURIE NAIZZIR S.A.S.,Evento,1587616.0,
EPSS10,Suramericana,900762907.0,DR JULIO HOOKER DIGEST CENTER S.A.S,Evento,2256200.0,
EPSS10,Suramericana,900951033.0,FABISALUD IPS SAS,Evento,14845855.0,
EPSS10,Suramericana,900959048.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E,Evento,99404183.0,
EPSS10,Suramericana,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,Evento,521827475.0,
EPSS17,Famisanar,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SOCIEDAD POR ACCIONES SIMPLIFICADA SIGLA COLCAN S.A.S.,Evento,377805018.0,
EPSS17,Famisanar,802012998.0,UNIÓN VITAL S.A.S,Evento,3165105.0,
EPSS17,Famisanar,819000413.0,CLINICA GENERAL DE CIENAGA S. A. S.,Evento,8161655.0,
EPSS17,Famisanar,891200528.0,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,Evento,104338976.0,
EPSS17,Famisanar,900234308.0,GASTROMEDICALL LTDA,Evento,21545728.0,
EPSS17,Famisanar,900358922.0,HABILITAR DEL CARIBE S.A.S,Evento,1467240.0,
EPSS41,Nueva Eps,890706833.0,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,Evento,3223258383.0,
EPSS02,Salud Total,800082446.0,INSTITUTO DEL SISTEMA NERVIOSO DE RISARALDA S.A.S,Evento,207221735.0,
EPSS02,Salud Total,809005719.0,HOSPITAL SAN VICENTE E.S.E,Evento,15487860.0,
EPSS02,Salud Total,813002497.0,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,Evento,2006363.0,
EPSS02,Salud Total,860020094.0,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,Evento,4573584.0,
EPSS02,Salud Total,890801699.0,E.S.E. HOSPITAL SAN ANTONIO DE MANZANARES,Evento,27724993.0,
EPSS02,Salud Total,891180117.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA,Evento,126389239.0,
EPSS02,Salud Total,900465319.0,OINSAMED S.A.S.,Evento,62143267.0,
EPSS02,Salud Total,900718136.0,RED VITAL COLOMBIA S.A.S.,Evento,7294300.0,
EPSS10,Suramericana,811040023.0,ELECTROMIOGRAFIA DE ALTA TECNOLOGIA S.A.S,Evento,3758055.0,
EPSS10,Suramericana,812003726.0,E.S.E. CENTRO DE SALUD DE COTORRA,Evento,1638058.0,
EPSS10,Suramericana,817003237.0,ASOCIACION DEL CAUCA PARA LA PREVENCION DE LA CEGUERA Y REHABILITACION DEL LIMITADO VISUAL,Evento,4319858.0,
EPSS10,Suramericana,819001483.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRAY LUIS DE LEON,Evento,1472528.0,
EPSS10,Suramericana,830113849.0,CLINICA JUAN N CORPAS LTDA.,Evento,2230330.0,
EPSS10,Suramericana,890203436.0,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,Evento,1185524.0,
EPSS10,Suramericana,891401643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,Evento,2692257.0,
EPSS10,Suramericana,900798538.0,ALERGOLOGOS DE OCCIDENTE S.A.S.,Evento,6357262.0,
EPSS10,Suramericana,901164974.0,JUNICAL MEDICAL S.A.S.,Evento,2272138.0,
EPSS10,Suramericana,901290414.0,SOCIEDAD DE CIRUJANOS PEDIATRAS ESPECIALISTAS IPS S.A.S,Evento,1062976.0,
EPSS02,Salud Total,800201726.0,FUNDACION POLICLINICA CIENAGA,Evento,126877799.0,
EPSS02,Salud Total,811004956.0,"""FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN""",Evento,4391731.0,
EPSS02,Salud Total,812004935.0,CLINICA MATERNO INFANTIL CASA DEL NIÑO S.A.S,Evento,60542483.0,
EPSS02,Salud Total,860055083.0,FUNDACIÓN CLINICA HOSPITAL JUAN N. CORPAS Y CENTROS ASISTENCIALES AFINES,Evento,15766795.0,
EPSS02,Salud Total,890702241.0,HOSPITAL NUESTRA SEÑORA DEL CARMEN EMPRESA SOCIAL DEL ESTADO,Evento,8311617.0,
EPSS02,Salud Total,900095253.0,IPS CLINICA PROSEGUIR SAS,Evento,2181303.0,
EPSS02,Salud Total,900205118.0,CENTRO CARDIOVASCULAR DE CALDAS S.A.,Evento,210217293.0,
EPSS02,Salud Total,900624158.0,CENTRO DE TERAPIAS INTEGRALES PROGRESAR S.A.S,Evento,28079306.0,
EPSS02,Salud Total,900958564.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,Evento,384053320.0,
EPSS10,Suramericana,800012189.0,CLINICA SAN JOSE DE CUCUTA SA,Evento,2328695.0,
EPSS10,Suramericana,800037244.0,E.S.E. HOSPITAL GUILLERMO GAVIRIA CORREA,Evento,2149356.0,
EPSS10,Suramericana,800122186.0,UROMEDICA LTDA,Evento,29040576.0,
EPSS10,Suramericana,800152349.0,MEDICINA 2000 S.A.S.,Evento,3967727.0,
EPSS10,Suramericana,800204153.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,Evento,3088782.0,
EPSS10,Suramericana,800254132.0,MEDICADIZ S.A.S,Evento,14518247.0,
EPSS10,Suramericana,802003081.0,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,Evento,9363356.0,
EPSS10,Suramericana,802010614.0,CENTRO CANCEROLOGICO DEL CARIBE CECAC LTDA,Evento,1128943.0,
EPSS10,Suramericana,804002599.0,CENTRO DE ATENCION Y DIAGNOSTICO DE ENFERMEDADES INFECCIOSAS C.D.I.S.A.S.,Evento,1656900.0,
EPSS10,Suramericana,814003448.0,AUDIOCOM IPS,Evento,3038400.0,
EPSS10,Suramericana,890103406.0,ESE HOSPITAL DE PUERTO COLOMBIA,Evento,6208965.0,
EPSS10,Suramericana,890202024.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,Evento,25120439.0,
EPSS10,Suramericana,890901684.0,FUNDACION HOSPITAL INFANTIL SANTA ANA,Evento,20820939.0,
EPSS10,Suramericana,890907279.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,Evento,11328835.0,
EPSS10,Suramericana,891680064.0,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,Evento,6876074.0,
EPSS10,Suramericana,900196201.0,PROGRAMA MADRE CANGURO INTEGRAL LTDA,Evento,1595808.0,
EPSS10,Suramericana,900291018.0,CLINICA LOS NOGALES SAS,Evento,7792206.0,
EPSS10,Suramericana,900807287.0,GRUPO HEALTH SAS,Evento,19328584.0,
EPSS02,Salud Total,802000955.0,INSTITUTO DE LA VISION DEL NORTE & CIA. LTDA.,Evento,58637264.0,
EPSS02,Salud Total,824000441.0,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,Evento,2042061.0,
EPSS02,Salud Total,824003994.0,CENTRO INTEGRAL DE OTORRINOLARINGOLOGIA DOCTOR LUIS ANGEL RODRIGUEZ BOLAÑO SAS,Evento,8342327.0,
EPSS02,Salud Total,900120098.0,INSTITUTO DE MEDICINA NUCLEAR S.A,Evento,16010734.0,
EPSS02,Salud Total,900193988.0,UROCLINICA DE CORDOBA SAS,Evento,125779113.0,
EPSS02,Salud Total,900206529.0,DIAGNOSTICAR MILLAN LTDA,Evento,4595116.0,
EPSS02,Salud Total,900597069.0,SOMELAN SAS,Evento,28499458.0,
EPSS02,Salud Total,800174123.0,ESE HOSPITAL DE SANTO TOMAS,Evento,4092043.0,
EPSS02,Salud Total,800199976.0,GERMAN PABLO SANDOVAL AUDIOFON S.A.S.,Evento,25370050.0,
EPSS02,Salud Total,804016971.0,MEDICAL CENTER SAS,Evento,108888345.0,
EPSS02,Salud Total,805011262.0,RTS S.A.S,Evento,13563200.0,
EPSS02,Salud Total,810000912.0,E.S.E. HOSPITAL DEPARTAMENTAL SAGRADO CORAZON,Evento,7293811.0,
EPSS02,Salud Total,822000946.0,MEDICINA NUCLEAR DIAGNOSTICA S.A.S.,Evento,1834997.0,
EPSS02,Salud Total,890901825.0,FUNDACIÓN CLÍNICA NOEL,Evento,50769214.0,
EPSS02,Salud Total,800014405.0,ESE HOSPITAL SANTA ISABEL,Evento,4675938.0,
EPSS02,Salud Total,800174995.0,EMPRESA SOCIAL DEL ESTADO BELLO SALUD,Evento,1015136.0,
EPSS02,Salud Total,802004166.0,NEFROSERVICIOS S.A.S,Evento,14363282.0,
EPSS02,Salud Total,830113849.0,CLINICA JUAN N CORPAS LTDA.,Evento,26880598.0,
EPSS02,Salud Total,892000401.0,INVERSIONES CLINICA DEL META S.A.,Evento,204361103.0,
EPSS02,Salud Total,900033859.0,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Evento,7911103.0,
EPSS02,Salud Total,900074359.0,UCIMED S.A,Evento,118229769.0,
EPSS02,Salud Total,900082202.0,CLINICA CENTRAL O.H.L. LTDA,Evento,356627437.0,
EPSS02,Salud Total,900236850.0,CENTRO ONCOLOGICO DE ANTIOQUIA SA,Evento,584555994.0,
EPSS02,Salud Total,900487460.0,ERMEDICALLS S.A.S,Evento,1901180.0,
EPSS02,Salud Total,900772776.0,IPS SALUD MENTAL MONTE SINAI SAS,Evento,55471215.0,
EPSS41,Nueva Eps,800191916.0,CLINICA SAN FRANCISCO S.A,Evento,11224551.0,
EPSS41,Nueva Eps,846003158.0,REHABILITAR DEL PUTUMAYO SAS,Evento,1067808.0,
EPSS41,Nueva Eps,890480135.0,FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,Evento,3485181.0,
EPSS41,Nueva Eps,899999032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Evento,905596801.58,
EPSS41,Nueva Eps,900101736.0,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES GESTIONARBIENESTAR,Evento,251341247.0,
EPSS41,Nueva Eps,802022775.0,CENTRO DE SALUD AGRUPASALUD IPS SAS,Evento,2671014.0,
EPSS41,Nueva Eps,890902151.0,E.S.E. HOSPITAL SANTA ISABEL,Evento,10669326.0,
EPSS41,Nueva Eps,900438572.0,CENTRO TERAPEUTICO RE-ENCONTRARSE S.A.S.,Evento,85153143.0,
EPSS02,Salud Total,812008052.0,CITEN LTDA,Evento,26818487.0,
EPSS02,Salud Total,900008328.0,OHI ORGANIZACIÓN HUMANA INTEGRAL S.A.,Evento,117359551.0,
EPSS02,Salud Total,900058218.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,Evento,4281860.0,
EPSS02,Salud Total,900090247.0,CLINICA CARDIO INTEGRAL IPS. SAS,Evento,55434726.0,
EPSS02,Salud Total,900214841.0,SANTANDEREANA DE UROLOGIA SAS,Evento,2224600.0,
EPSS02,Salud Total,900765175.0,ALERGOSALUD SAS,Evento,14753100.0,
EPSS02,Salud Total,901525447.0,CENTRO DE DIAGNOSTICO Y ATENCION DEL CARIBE SAS,Evento,7712865.0,
EPSS17,Famisanar,800099860.0,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Evento,48709090.42,
EPSS17,Famisanar,814003448.0,AUDIOCOM IPS,Evento,90529839.0,
EPSS17,Famisanar,824005216.0,SOCIEDAD DE UROLOGIA CESAR S. A.S,Evento,18447115.0,
EPSS17,Famisanar,900470909.0,NUEVA CLÍNICA EL BARZAL S.A.S,Evento,2089550.0,
EPSS17,Famisanar,900691301.0,DIAXME S.A.S,Evento,11559971.0,
EPSS17,Famisanar,900958564.0,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,Evento,1045378029.0,
EPSS41,Nueva Eps,891200679.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSÉ MARÍA HERNÁNDEZ,Evento,166304122.0,
EPSS41,Nueva Eps,900261353.0,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,Evento,1790530651.41,
EPSS41,Nueva Eps,900361707.0,LABORATORIO CLINICO ISABEL CURIEL S.A.S,Evento,2454294.0,
EPSS41,Nueva Eps,900520772.0,ARMONY CLÍNICA DE ESPECIALISTAS Y CIRUGÍA S.A.S,Evento,24469358.0,
EPSS02,Salud Total,800123106.0,ESE HOSPITAL VENANCIO DIAZ DIAZ,Evento,8127437.0,
EPSS02,Salud Total,813001952.0,CLINICA MEDILASER S.A.S.,Evento,112104798.0,
EPSS02,Salud Total,815000316.0,E.S.E. HOSPITAL RAUL OREJUELA BUENO,Evento,14104768.0,
EPSS02,Salud Total,819003599.0,ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL,Evento,2098795.0,
EPSS02,Salud Total,900172745.0,UNIDAD DE DIAGNOSTICO GINECOLOGICO Y PRENATAL SER MUJER S.A.S,Evento,4444340.0,
EPSS02,Salud Total,900596642.0,CENTRO DE COLOPROCTOLOGIA Y ENDOSCOPIA DIGESTIVA DR. JOSE LUIS MONTES SAS,Evento,51802616.0,
EPSS02,Salud Total,900753224.0,UNIDAD QUIRURGICA CALIDA SAS,Evento,26422178.0,
EPSS02,Salud Total,830507718.0,CLINICA MEDICAL SAS,Evento,297357332.0,
EPSS02,Salud Total,890902922.0,UNIVERSIDAD PONTIFICIA BOLIVARIANA,Evento,169668940.0,
EPSS02,Salud Total,891408747.0,ESE HOSPITAL SAN JOSE MARSELLA,Evento,3176214.0,
EPSS02,Salud Total,900215983.0,CLINICA BELO HORIZONTE SAS,Evento,78661863.0,
EPSS02,Salud Total,900488920.0,SANAR CLÍNICA DE HERIDAS SAS,Evento,5949259.0,
EPSS02,Salud Total,900670943.0,GASTRO PACK SAS,Evento,34360380.0,
EPSS02,Salud Total,900951033.0,FABISALUD IPS SAS,Evento,10092743.0,
EPSS02,Salud Total,901202123.0,CEDOFI CENTRO ESPECIALIZADO EN DOLOR Y FIBROMIALGIA S.A.S.,Evento,1545940.0,
EPSS02,Salud Total,901220332.0,COCHLEAR COLOMBIA SAS,Evento,22024520.0,
EPSS41,Nueva Eps,800254132.0,MEDICADIZ S.A.S,Evento,54168098.0,
EPSS41,Nueva Eps,900309444.0,HOSPICLINIC DE COLOMBIA S.A.S.,Evento,105937255.0,
EPSS02,Salud Total,813002872.0,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,Evento,1547356.0,
EPSS02,Salud Total,819004070.0,ESE ALEJANDRO PROSPERO REVEREND,Evento,19952681.0,
EPSS02,Salud Total,891380103.0,E.S.E. HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,Evento,3197581.0,
EPSS02,Salud Total,891702882.0,CENTRO DE CIRUGIA OCULAR LTDA,Evento,35788794.0,
EPSS02,Salud Total,892300175.0,HOSPITAL REGIONAL SAN ANDRES ESE,Evento,76386236.0,
EPSS02,Salud Total,900223749.0,FUNDACION UNIDAD DE CUIDADOS INTENSIVOS DOÑA PILAR,Evento,11872779.0,
EPSS02,Salud Total,900790080.0,N&T IMAGENES Y ESPECIALISTAS S.A.S,Evento,5378124.0,
EPSS02,Salud Total,800190884.0,CLINICA ANTIOQUIA S.A.,Evento,45806806.0,
EPSS02,Salud Total,800231215.0,HOSPITAL DEL SARARE ESE,Evento,10971236.0,
EPSS02,Salud Total,810001392.0,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,Evento,1238186.0,
EPSS02,Salud Total,830040664.0,ASOCIACION CRISTIANATALITA CUMI,Evento,20400000.0,
EPSS02,Salud Total,892115010.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II,Evento,96268834.0,
EPSS02,Salud Total,900210981.0,CORPORACIÓN HOSPITALARIA JUAN CIUDAD,Evento,2634701.0,
EPSS02,Salud Total,900307092.0,IMAGENOLOGIA MEDICA DEL HUILA LTDA.,Evento,6793252.0,
EPSS02,Salud Total,813002940.0,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,Evento,4278205.0,
EPSS02,Salud Total,890801758.0,E.S.E. HOSPITAL SAN LORENZO DE SUPÍA,Evento,8299898.0,
EPSS02,Salud Total,890981374.0,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,Evento,2225664.0,
EPSS02,Salud Total,819005499.0,LITOPRADO SAS,Evento,53524796.0,
EPSS02,Salud Total,890301430.0,CLINICA NUESTRA SEÑORA DE LOS REMEDIOS,Evento,4264634.0,
EPSS02,Salud Total,890801562.0,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE NEIRA,Evento,7771026.0,
EPSS02,Salud Total,900054563.0,UNIDAD DE CUIDADOS INTENSIVOS NEONATAL DEL BAJO SINU,Evento,26441382.0,
EPSS02,Salud Total,900361147.0,CLINICA DE ENFERMEDADES DIGESTIVAS SAS,Evento,2234400.0,
EPSS02,Salud Total,900610121.0,NEUROAVANCES S.A.S,Evento,14665945.0,
EPSS41,Nueva Eps,800037021.0,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,Evento,1026964851.19,
EPSS02,Salud Total,800004808.0,CLÍNICA SANTA CLARA SAS,Evento,23310997.0,
EPSS02,Salud Total,800058856.0,CLINICA DE URABA SA,Evento,1424679.0,
EPSS02,Salud Total,823000571.0,I.PS. PATOLOGOS ASOCIADOS DE SUCRE LTDA,Evento,7108946.0,
EPSS02,Salud Total,900188353.0,INSTITUTO MEDICO OFTALMOLOGICO DE COLOMBIA LTDA,Evento,82737201.0,
EPSS02,Salud Total,900307987.0,VITAL MEDICAL CARE VIMEC S.A.S,Evento,8824384.0,
EPSS02,Salud Total,900558595.0,FUNDACION MEDICA CAMPBELL,Evento,2311430.0,
EPSS02,Salud Total,900611961.0,MAPLE RESPIRATORY IPS SAS,Evento,140400603.0,
EPSS02,Salud Total,901118808.0,UNIDAD MEDICA ESPECIALIZADA EN CABEZA CUELLO Y TÓRAX DE SANTANDER S.A.S,Evento,32268744.0,
EPSS02,Salud Total,800204497.0,ESE HOSPITAL SAN JOSE DE GUACHETA,Evento,1590812.0,
EPSS02,Salud Total,800231235.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,Evento,250325587.0,
EPSS02,Salud Total,806015201.0,GESTION SALUD S.A.S.,Evento,158559168.0,
EPSS02,Salud Total,819006461.0,GASTROMAG SAS,Evento,19417746.0,
EPSS02,Salud Total,890204360.0,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,Evento,2796162.0,
EPSS02,Salud Total,891401777.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTUARIO,Evento,6403718.0,
EPSS02,Salud Total,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,Evento,11042567.0,
EPSS02,Salud Total,891855039.0,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Evento,74751103.0,
EPSS02,Salud Total,900439009.0,CENTRO NEURORADIONCOLOGICO DE CARTAGENA SAS,Evento,37553600.0,
EPSS41,Nueva Eps,807000799.0,UROLOGOS DEL NORTE DE SANTANDER URONORTE S.A.,Evento,175203400.0,
EPSS41,Nueva Eps,890983675.0,E.S.E. HOSPITAL SAN FRANCISCO,Evento,2496107.0,
EPSS41,Nueva Eps,900423816.0,SAN JOSE IPS PUTUMAYO SAS,Evento,24162192.0,
EPSS02,Salud Total,809001086.0,HOSPITAL SERAFIN MONTAÑA CUELLAR ESE,Evento,28248470.0,
EPSS02,Salud Total,824002672.0,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,Evento,4309900.0,
EPSS02,Salud Total,890113431.0,CEDIUL S.A.,Evento,15735489.0,
EPSS02,Salud Total,890209698.0,CLINICA CHICAMOCHA S.A,Evento,211724984.0,
EPSS02,Salud Total,890701435.0,HOSPITAL SANTA LUCIA EMPRESA SOCIAL DEL ESTADO,Evento,8192191.0,
EPSS02,Salud Total,890802223.0,E.S.E. HOSPITAL SAN BERNARDO,Evento,2217004.0,
EPSS02,Salud Total,900161856.0,SONIA VALENCIA REHABILITACION INTEGRAL IPS SAS,Evento,60118760.0,
EPSS02,Salud Total,900181419.0,MEINTEGRAL S.A.S,Evento,131122334.0,
EPSI03,Asociación Indígena del Cauca,891580002.0,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,Evento,3776144476.0,
EPSS41,Nueva Eps,820003337.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,Evento,2169400.0,
EPSS41,Nueva Eps,901053124.0,BANTÚ CLÍNICA DE SALUD MENTAL S.A.S.,Evento,25048906.0,
EPSS02,Salud Total,800066001.0,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SOCIEDAD POR ACCIONES SIMPLIFICADA SIGLA COLCAN S.A.S.,Evento,28509421.0,
EPSS02,Salud Total,810002335.0,CENTRO DE DIAGNOSTICO UROLOGICO S.A C.D.U.S.A,Evento,124911208.0,
EPSS02,Salud Total,811002429.0,CLINICA PAJONAL S.A.S,Evento,8315489.0,
EPSS02,Salud Total,890112801.0,FUNDACIÓN HOSPITAL UNIVERSIDAD DEL NORTE,Evento,16047532.0,
EPSS02,Salud Total,891900438.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,Evento,1911700.0,
EPSS02,Salud Total,900221747.0,IPS ASESORIAS HORIZONTES DEL NORTE SAS,Evento,58094622.0,
EPSS02,Salud Total,901139193.0,MIRED BARRANQUILLA IPS S.A.S.,Evento,207167126.0,
EPSS02,Salud Total,901201887.0,HOSPITAL DE ALTA COMPLEJIDAD DEL PUTUMAYO S.A.S ZOMAC,Evento,4667001.0,
EPSS41,Nueva Eps,817000999.0,HOSPITAL TIMBIO - EMPRESA SOCIAL DEL ESTADO,Evento,11840378.0,
EPSS41,Nueva Eps,860090566.0,CLINICA DEL OCCIDENTE S.A.,Evento,91005948.0,
EPSS41,Nueva Eps,900382319.0,AMBULANCIAS SAN JOSE S.A.S,Evento,4133088.0,
EPSS02,Salud Total,800131518.0,FUNDACIÓN GRUPO DE ESTUDIO BARRANQUILLA,Evento,7078976.0,
EPSS02,Salud Total,802022775.0,CENTRO DE SALUD AGRUPASALUD IPS SAS,Evento,13302881.0,
EPSS02,Salud Total,819002176.0,COMPAÑÍA COLOMBIANA DE SALUD COLSALUD S.A,Evento,195219414.0,
EPSS02,Salud Total,830066626.0,MEDIHELP SERVICES COLOMBIA,Evento,107354774.0,
EPSS02,Salud Total,830071938.0,SOCIEDAD PEDIATRICA DE LOS ANDES S.A.S - SPLA S.A.S.,Evento,47401032.0,
EPSS02,Salud Total,891900356.0,E.S.E. HOSPITAL SANTANDER EMPRESA SOCIAL DEL ESTADO,Evento,1391243.0,
EPSS02,Salud Total,900110940.0,INVERSIONES LUCEDMARB S.A,Evento,25090066.0,
EPSS02,Salud Total,900119357.0,SALUD MEDICOS ESPECIALISTAS S.A,Evento,2317772.0,
EPSS41,Nueva Eps,900769055.0,SERVICIO INTEGRAL DE MEDICINA AMBULATORIA - SIMA.LINK S.A.S,Evento,58809929.0,
EPSS02,Salud Total,800130480.0,CENTRO DE MEDICINA NUCLEAR DEL TOLIMA LTDA,Evento,9273842.0,
EPSS02,Salud Total,819003632.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ZONA BANANERA,Evento,46415993.0,
EPSS02,Salud Total,832011441.0,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,Evento,3150064.0,
EPSS02,Salud Total,890680032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,Evento,23520810.0,
EPSS02,Salud Total,891180190.0,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,Evento,1555832.0,
EPSS02,Salud Total,900699086.0,CHRISTUS SINERGIA CLINICA PALMA REAL S.A.S.,Evento,99668955.0,
EPSS02,Salud Total,900876789.0,INSTITUTO CALDENSE DE MEDICINA DEL DOLOR SAS,Evento,5889800.0,
EPSI05,Mallamas,805010659.0,AMANECER MEDICO SAS,Evento,5079915.0,
EPSI05,Mallamas,846001214.0,ASOCIACION IPS INDIGENA INGA KAMENTSA,Evento,18392978.0,
EPSI05,Mallamas,890807591.0,SERVICIOS ESPECIALES DE SALUD-SES HOSPITAL UNIVERSITARIO DE CALDAS,Evento,220025097.0,
EPSI05,Mallamas,900423816.0,SAN JOSE IPS PUTUMAYO SAS,Evento,34236728.0,
EPSI05,Mallamas,900936382.0,FUNDACION CENTRO DE REHABILITACION FUNCIONAL PRAXIS,Evento,112717925.0,
EPSS02,Salud Total,800193801.0,CENTRO OFTALMOLOGICO SURCOLOMBIANO LTDA,Evento,56040727.0,
EPSS02,Salud Total,813010145.0,OFTALMOLASER - SOCIEDAD DE CIRUGIA DEL HUILA S.A,Evento,8462689.0,
EPSS02,Salud Total,824002277.0,CLINICA BUENOS AIRES S.A:S,Evento,4912309.0,
EPSS02,Salud Total,890806490.0,CAJA DE COMPENSACION FAMILIAR DE CALDAS,Evento,206124041.0,
EPSS02,Salud Total,890981561.0,E.S.E. HOSPITAL SAN VICENTE DE PAÚL,Evento,1333426.0,
EPSS02,Salud Total,891411663.0,ESE HOSPITAL SANTA MÓNICA,Evento,123980866.0,
EPSS02,Salud Total,900293837.0,CENTRO MEDICO DE ATENCION NEUROLOGICA NEUROLOGOS DE OCCIDENTE SAS,Evento,16353263.0,
EPSS02,Salud Total,900413988.0,NP MEDICAL IPS SAS,Evento,28769678.0,
EPSS02,Salud Total,900703272.0,IPS SALVAR 24H SAS,Evento,2358384.0,
EPSS41,Nueva Eps,822007351.0,CENTRO OFTALMOLOGICO DEL LLANO S.A.,Evento,81006204.0,
EPSS41,Nueva Eps,824001920.0,CENTRO DE UROLOGIA Y LITOTRICIA DEL CESAR S.A.S,Evento,1495165.0,
EPSS41,Nueva Eps,900218628.0,CENTRO MEDICO SAN LUIS CLINICA QUIRURGICA S.A.S.,Evento,9969756.0,
EPSS02,Salud Total,800000118.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,Evento,268405686.0,
EPSS02,Salud Total,800200789.0,CLINICA CHIA S.A.S.,Evento,17648310.0,
EPSS02,Salud Total,812002958.0,CLINICA LA TRINIDAD I.P.S. LTDA,Evento,39076459.0,
EPSS02,Salud Total,899999017.0,SOCIEDAD DE CIRUGIA DE BOGOTA HOSPITAL DE SAN JOSE,Evento,156614053.0,
EPSS02,Salud Total,900118059.0,AMBULANCIAS ARMENIA LTDA,Evento,12526000.0,
EPSS02,Salud Total,900347399.0,EXPORT HEALTH S.A.S,Evento,3876080.0,
EPSS02,Salud Total,900871885.0,CENTRAL DE ESPECIALISTAS DE COLOMBIA S.A.S.,Evento,73889412.0,
EPSS02,Salud Total,901290414.0,SOCIEDAD DE CIRUJANOS PEDIATRAS ESPECIALISTAS IPS S.A.S,Evento,5034099.0,
EPSS41,Nueva Eps,800012189.0,CLINICA SAN JOSE DE CUCUTA SA,Evento,546262720.0,
EPSS41,Nueva Eps,890901826.0,HOSPITAL PABLO TOBON URIBE,Evento,76569032.0,
