DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO ENERO 2023,OBSERVACIÓN
15204,BOYACA,COMBITA,EPSS41,NUEVA EPS,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,30872302,
15204,BOYACA,COMBITA,ESS024,COOSALUD EPS S.A.,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,57917348,
15212,BOYACA,COPER,CCF055,CAJACOPI EPS,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,3865189,
15212,BOYACA,COPER,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,227216,
15212,BOYACA,COPER,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,344862,
15212,BOYACA,COPER,EPSS41,NUEVA EPS,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,26724512,
15215,BOYACA,CORRALES,EPSS37,LA NUEVA EPS S.A.,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,1637244,
15215,BOYACA,CORRALES,EPSS41,NUEVA EPS,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,7053501,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,452532,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,3415141,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,243292,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,299880,
15218,BOYACA,COVARACHIA,ESS024,COOSALUD EPS S.A.,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,32648330,
15223,BOYACA,CUBARA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4998,
15223,BOYACA,CUBARA,EPSS37,LA NUEVA EPS S.A.,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,1341360,
15223,BOYACA,CUBARA,EPSS41,NUEVA EPS,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,99428565,
15223,BOYACA,CUBARA,ESS024,COOSALUD EPS S.A.,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,70275593,
15224,BOYACA,CUCAITA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4998,
15226,BOYACA,CUITIVA,EPSS41,NUEVA EPS,826002609,EMPRESA SOCIAL DEL ESTADO LAGOSALUD CUITIVA,12677755,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI EPS,820003365,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,29851722,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,4362040,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1775925,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2892176,
15232,BOYACA,CHIQUIZA,EPSS37,LA NUEVA EPS S.A.,820003365,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,1394828,
15232,BOYACA,CHIQUIZA,EPSS41,NUEVA EPS,820003365,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,34214159,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,1706997,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,13978020,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,757742,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1136212,
15236,BOYACA,CHIVOR,EPSS37,LA NUEVA EPS S.A.,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,2320094,
15236,BOYACA,CHIVOR,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,8189087,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI EPS,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,37811935,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,5123983,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,760958,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3420298,
15238,BOYACA,DUITAMA,EPSS37,LA NUEVA EPS S.A.,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,29350624,
15238,BOYACA,DUITAMA,EPSS37,LA NUEVA EPS S.A.,891856507,SOCIEDAD CLINICA BOYACA LIMITADA,3176391,
15238,BOYACA,DUITAMA,EPSS41,NUEVA EPS,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,328143751,
15238,BOYACA,DUITAMA,ESS024,COOSALUD EPS S.A.,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,77441124,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,7371645,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI EPS,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,57046762,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3347142,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4901372,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,4380238,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI EPS,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,34568695,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1933476,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2915500,
15272,BOYACA,FIRAVITOBA,CCF055,CAJACOPI EPS,826002676,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,1185000,
15272,BOYACA,FIRAVITOBA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,131614,
15272,BOYACA,FIRAVITOBA,EPSS37,LA NUEVA EPS S.A.,826002676,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,1750520,
15272,BOYACA,FIRAVITOBA,EPSS41,NUEVA EPS,826002676,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,16330321,
15293,BOYACA,GACHANTIVA,ESS024,COOSALUD EPS S.A.,820003638,E.S.E. CENTRO DE SALUD SAN ANTONIO DE PADUA,25070134,
15293,BOYACA,GACHANTIVA,ESS024,COOSALUD EPS S.A.,891800906,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,5333207,
15296,BOYACA,GAMEZA,EPSS37,LA NUEVA EPS S.A.,826001960,EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE,3172336,
15296,BOYACA,GAMEZA,EPSS41,NUEVA EPS,826001960,EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE,36994855,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,3309676,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,28028545,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,788824,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2180794,
15299,BOYACA,GARAGOA,EPSS37,LA NUEVA EPS S.A.,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,14882384,
15299,BOYACA,GARAGOA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,61338061,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,2621865,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI EPS,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,20697460,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1220748,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1769292,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,1340052,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,10997696,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,123254,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,882980,
15322,BOYACA,GUATEQUE,EPSS37,LA NUEVA EPS S.A.,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,8991022,
15322,BOYACA,GUATEQUE,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,67284865,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,998718,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,8415396,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,289378,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,658070,
15325,BOYACA,GUAYATA,EPSS37,LA NUEVA EPS S.A.,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1399010,
15325,BOYACA,GUAYATA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,25833172,
15332,BOYACA,GUICAN,CCF055,CAJACOPI EPS,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,3818000,
15332,BOYACA,GUICAN,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,5813394,
15332,BOYACA,GUICAN,CCF055,CAJACOPI EPS,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,67012748,
15332,BOYACA,GUICAN,CCF055,CAJACOPI EPS,900109859,ASOCIACION PRO FARMACIA U´WA,2964400,
15332,BOYACA,GUICAN,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3842300,
15332,BOYACA,GUICAN,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3888444,
15367,BOYACA,JENESANO,CCF055,CAJACOPI EPS,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,12677104,
15367,BOYACA,JENESANO,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1167866,
15367,BOYACA,JENESANO,EPSS37,LA NUEVA EPS S.A.,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,1882531,
15367,BOYACA,JENESANO,EPSS41,NUEVA EPS,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,71282677,
15368,BOYACA,JERICO,CCF055,CAJACOPI EPS,826001918,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA NATIVIDAD,24044315,
15368,BOYACA,JERICO,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,3253174,
15368,BOYACA,JERICO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1312920,
15368,BOYACA,JERICO,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2180794,
15368,BOYACA,JERICO,EPSS41,NUEVA EPS,826001918,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA NATIVIDAD,10657027,
15377,BOYACA,LABRANZAGRANDE,EPSS37,LA NUEVA EPS S.A.,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,4348771,
15377,BOYACA,LABRANZAGRANDE,EPSS41,NUEVA EPS,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,25263515,
15380,BOYACA,LA CAPILLA,CCF055,CAJACOPI EPS,820003193,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LA CANDELARIA DE LA CAPILLA,4274538,
15380,BOYACA,LA CAPILLA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,128613,
15380,BOYACA,LA CAPILLA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,359856,
15401,BOYACA,LA VICTORIA,ESS024,COOSALUD EPS S.A.,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,18148778,
15407,BOYACA,VILLA DE LEYVA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,181594,
15407,BOYACA,VILLA DE LEYVA,EPSS37,LA NUEVA EPS S.A.,891800906,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,7606550,
15407,BOYACA,VILLA DE LEYVA,EPSS41,NUEVA EPS,891800906,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,66533786,
15425,BOYACA,MACANAL,CCF055,CAJACOPI EPS,820000857,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MACANAL,24476724,
15425,BOYACA,MACANAL,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,2908778,
15425,BOYACA,MACANAL,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1441533,
15425,BOYACA,MACANAL,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1965880,
15425,BOYACA,MACANAL,EPSS37,LA NUEVA EPS S.A.,820000857,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MACANAL,1626012,
15425,BOYACA,MACANAL,EPSS41,NUEVA EPS,820000857,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MACANAL,22494967,
15442,BOYACA,MARIPI,CCF055,CAJACOPI EPS,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,8654909,
15442,BOYACA,MARIPI,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,1094797,
15442,BOYACA,MARIPI,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,222928,
15442,BOYACA,MARIPI,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,721378,
15442,BOYACA,MARIPI,EPSS37,LA NUEVA EPS S.A.,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,6302192,
15442,BOYACA,MARIPI,EPSS41,NUEVA EPS,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,11035294,
15442,BOYACA,MARIPI,ESS024,COOSALUD EPS S.A.,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,58804220,
15455,BOYACA,MIRAFLORES,EPSS37,LA NUEVA EPS S.A.,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,7408176,
15455,BOYACA,MIRAFLORES,EPSS41,NUEVA EPS,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,46863450,
15455,BOYACA,MIRAFLORES,ESS024,COOSALUD EPS S.A.,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,26381551,
15464,BOYACA,MONGUA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,86632,
15464,BOYACA,MONGUA,EPSS41,NUEVA EPS,826002930,E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA,12639767,
15466,BOYACA,MONGUI,EPSS37,LA NUEVA EPS S.A.,826002777,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI,2040000,
15466,BOYACA,MONGUI,ESS024,COOSALUD EPS S.A.,826002777,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI,22539890,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,4482853,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI EPS,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,31657248,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1116786,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2953818,
15469,BOYACA,MONIQUIRA,EPSS37,LA NUEVA EPS S.A.,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,64700000,
15469,BOYACA,MONIQUIRA,EPSS41,NUEVA EPS,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,41580000,
15469,BOYACA,MONIQUIRA,ESS024,COOSALUD EPS S.A.,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,113962314,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI EPS,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,1204343,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,222499,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,146608,
15476,BOYACA,MOTAVITA,EPSS37,LA NUEVA EPS S.A.,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,2644920,
15476,BOYACA,MOTAVITA,EPSS41,NUEVA EPS,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,49148199,
15480,BOYACA,MUZO,CCF055,CAJACOPI EPS,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,10960785,
15480,BOYACA,MUZO,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,1431074,
15480,BOYACA,MUZO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,227216,
15480,BOYACA,MUZO,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,942956,
15480,BOYACA,MUZO,EPSS37,LA NUEVA EPS S.A.,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,4320800,
15480,BOYACA,MUZO,EPSS41,NUEVA EPS,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,16853666,
15480,BOYACA,MUZO,ESS024,COOSALUD EPS S.A.,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,64852897,
15491,BOYACA,NOBSA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,19992,
15491,BOYACA,NOBSA,EPSS37,LA NUEVA EPS S.A.,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",5985000,
15491,BOYACA,NOBSA,EPSS41,NUEVA EPS,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",68695408,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI EPS,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,13345483,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,915293,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1322804,
15494,BOYACA,NUEVO COLON,EPSS37,LA NUEVA EPS S.A.,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,1090575,
15494,BOYACA,NUEVO COLON,EPSS41,NUEVA EPS,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,46763856,
15500,BOYACA,OICATA,EPSS41,NUEVA EPS,820003973,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ,2036480,
15500,BOYACA,OICATA,ESS024,COOSALUD EPS S.A.,820003973,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ,15345431,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI EPS,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,21876050,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,654852,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1621018,
15507,BOYACA,OTANCHE,EPSS37,LA NUEVA EPS S.A.,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,5991264,
15507,BOYACA,OTANCHE,EPSS41,NUEVA EPS,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,55529359,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI EPS,820003516,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""NUESTRA SEÑORA DE GUADALUPE""",23792816,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,3378820,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2247434,
15514,BOYACA,PAEZ,ESS024,COOSALUD EPS S.A.,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,32492990,
15516,BOYACA,PAIPA,CCF055,CAJACOPI EPS,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,16754718,
15516,BOYACA,PAIPA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,409417,
15516,BOYACA,PAIPA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1227842,
15516,BOYACA,PAIPA,EPSS37,LA NUEVA EPS S.A.,826000261,SERVICIOS INTEGRALES DE REHABILITACION EN BOYACA LIMITADA - SIREB LTDA.,8191134,
15516,BOYACA,PAIPA,EPSS37,LA NUEVA EPS S.A.,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,12059600,
15516,BOYACA,PAIPA,EPSS41,NUEVA EPS,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,123662632,
15516,BOYACA,PAIPA,ESS024,COOSALUD EPS S.A.,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,18741344,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,93551,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,599422,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,61642,
15518,BOYACA,PAJARITO,EPSS37,LA NUEVA EPS S.A.,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,924924,
15518,BOYACA,PAJARITO,EPSS41,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,5118281,
15518,BOYACA,PAJARITO,ESS024,COOSALUD EPS S.A.,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,12801793,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI EPS,828002423,DISCOLMEDICA S. A. S,2856628,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI EPS,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,22543500,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1285054,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI EPS,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1897574,
15531,BOYACA,PAUNA,EPSS37,LA NUEVA EPS S.A.,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,2647008,
15531,BOYACA,PAUNA,EPSS41,NUEVA EPS,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,52021060,
15531,BOYACA,PAUNA,ESS024,COOSALUD EPS S.A.,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,51667740,
15533,BOYACA,PAYA,EPSS37,LA NUEVA EPS S.A.,826002226,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA,1680000,
15533,BOYACA,PAYA,ESS024,COOSALUD EPS S.A.,826002226,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA,36251035,
15537,BOYACA,PAZ DE RIO,EPSS37,LA NUEVA EPS S.A.,826002718,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,4354792,
