DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO AGOSTO 2023",OBSERVACIÓN
13673,BOLIVAR,SANTA CATALINA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2739877,
13673,BOLIVAR,SANTA CATALINA,EPSS37,NUEVA EPS,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,10049975,
13673,BOLIVAR,SANTA CATALINA,EPSS41,NUEVA EPS,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,5635500,
13673,BOLIVAR,SANTA CATALINA,ESS024,COOSALUD,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,118920949,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,1728169,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,273321,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,129489,
13683,BOLIVAR,SANTA ROSA,ESS024,COOSALUD,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,73370580,
13683,BOLIVAR,SANTA ROSA,ESS207,MUTUAL SER,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,169462993,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,76606906,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3658074,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS37,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,76359428,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS41,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,819051225,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,2416074,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,22632068,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1230149,
13744,BOLIVAR,SIMITI,ESS207,MUTUAL SER,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,219098182,
13760,BOLIVAR,SOPLAVIENTO,EPSS41,NUEVA EPS,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,7389789,
13760,BOLIVAR,SOPLAVIENTO,ESS024,COOSALUD,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,5210160,
13760,BOLIVAR,SOPLAVIENTO,ESS207,MUTUAL SER,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,81130634,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS37,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,2110844,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS41,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,8651000,
13780,BOLIVAR,TALAIGUA NUEVO,ESS207,MUTUAL SER,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,123381457,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,70727688,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,4782278,
13810,BOLIVAR,TIQUISIO,EPSS41,NUEVA EPS,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,6208400,
13810,BOLIVAR,TIQUISIO,ESS207,MUTUAL SER,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,270229950,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,806005602,ESE HOSPITAL LOCAL TURBACO,9328070,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,1264371,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,634694,
13836,BOLIVAR,TURBACO,EPSS37,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,21745074,
13836,BOLIVAR,TURBACO,EPSS41,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,109170282,
13836,BOLIVAR,TURBACO,ESS024,COOSALUD,806005602,ESE HOSPITAL LOCAL TURBACO,77937122,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,806005602,ESE HOSPITAL LOCAL TURBACO,461194557,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,67607953,
13838,BOLIVAR,TURBANA,EPSS37,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,10071911,
13838,BOLIVAR,TURBANA,EPSS41,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,2172734,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,88146865,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,8739938,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,806007923,E.S.E. HOSPITAL LOCAL ARJONA,2184697,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,254543,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,122623,
13873,BOLIVAR,VILLANUEVA,EPSS37,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,1893030,
13873,BOLIVAR,VILLANUEVA,EPSS41,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,31118010,
13873,BOLIVAR,VILLANUEVA,ESS024,COOSALUD,806007923,E.S.E. HOSPITAL LOCAL ARJONA,64962548,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,806007923,E.S.E. HOSPITAL LOCAL ARJONA,251083823,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,901244198,IPS GONZALEZ RACERO S.A.S,7731984,
13894,BOLIVAR,ZAMBRANO,ESS024,COOSALUD,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,63640922,
13894,BOLIVAR,ZAMBRANO,ESS207,MUTUAL SER,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,144934673,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,41695462,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,8457498,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3235176,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3091068,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,5237904,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,5391960,
15001,BOYACA,TUNJA,EPSS37,NUEVA EPS,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,42119784,
15001,BOYACA,TUNJA,EPSS41,NUEVA EPS,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,415353744,
15001,BOYACA,TUNJA,ESS024,COOSALUD,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,101747317,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,361458,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,2970372,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,189336,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,180500,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,303212,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,315560,
15022,BOYACA,ALMEIDA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1754672,
15022,BOYACA,ALMEIDA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,19284664,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,891855492,ESE SALUD AQUITANIA,2803074,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,210945,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,201101,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,333200,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,351575,
15047,BOYACA,AQUITANIA,EPSS37,NUEVA EPS,891855492,ESE SALUD AQUITANIA,7549731,
15047,BOYACA,AQUITANIA,EPSS41,NUEVA EPS,891855492,ESE SALUD AQUITANIA,140198247,
15087,BOYACA,BELEN,CCF055,CAJACOPI,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",6022507,
15087,BOYACA,BELEN,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,975223,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,417774,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,398278,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,676396,
15087,BOYACA,BELEN,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,696290,
15087,BOYACA,BELEN,EPSS37,NUEVA EPS,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",5912006,
15087,BOYACA,BELEN,EPSS41,NUEVA EPS,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",64035454,
15087,BOYACA,BELEN,ESS024,COOSALUD,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",8098876,
15090,BOYACA,BERBEO,ESS024,COOSALUD,820003929,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JUAN FRANCISCO BERBEO,21913308,
15092,BOYACA,BETEITIVA,EPSS37,NUEVA EPS,826002862,ESE CENTRO DE SALUD BETEITIVA,1917747,
15092,BOYACA,BETEITIVA,EPSS41,NUEVA EPS,826002862,ESE CENTRO DE SALUD BETEITIVA,16030959,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,8601256,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,71420248,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3642660,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3477574,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,5741036,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,6071100,
15097,BOYACA,BOAVITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,380100,
15097,BOYACA,BOAVITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1786470,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,4965807,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,329280,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,313914,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,533120,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,548800,
15104,BOYACA,BOYACA,EPSS37,NUEVA EPS,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,1980307,
15104,BOYACA,BOYACA,EPSS41,NUEVA EPS,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,60017027,
15104,BOYACA,BOYACA,ESS024,COOSALUD,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,5305104,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,146647,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1029,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1666,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,1715,
15106,BOYACA,BRICENO,EPSS41,NUEVA EPS,820003787,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD BRICEÑO,32211252,
15109,BOYACA,BUENAVISTA,EPSS37,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,1333584,
15109,BOYACA,BUENAVISTA,EPSS41,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,53639712,
15109,BOYACA,BUENAVISTA,ESS024,COOSALUD,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,20963568,
15114,BOYACA,BUSBANZA,EPSS37,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,855660,
15114,BOYACA,BUSBANZA,EPSS41,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,7064680,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,5798909,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,940565,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,400281,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,381601,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,648074,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,667135,
15131,BOYACA,CALDAS,EPSS41,NUEVA EPS,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,26189900,
15135,BOYACA,CAMPOHERMOSO,ESS024,COOSALUD,820003910,E.S.E CENTRO DE SALUD CAMPOHERMOSO,38793944,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1029,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1666,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,1715,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,895054,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,7133802,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,411600,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,392392,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,666400,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,686000,
15172,BOYACA,CHINAVITA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1049886,
15172,BOYACA,CHINAVITA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,36242640,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,35612570,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4356433,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1680357,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1606845,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2720578,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,2800595,
15176,BOYACA,CHIQUINQUIRA,EPSS37,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,31358936,
15176,BOYACA,CHIQUINQUIRA,EPSS41,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,357194837,
15176,BOYACA,CHIQUINQUIRA,ESS024,COOSALUD,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,66808081,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,6381561,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,46528979,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2667168,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2546624,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4183326,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,4445280,
15183,BOYACA,CHITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,13025990,
15183,BOYACA,CHITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,106972965,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,5532933,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,5278653,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,8749832,
15183,BOYACA,CHITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,9221555,
15183,BOYACA,CHITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1596420,
15183,BOYACA,CHITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,17313555,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,8835678,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,438354,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,417897,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,709716,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,730590,
15185,BOYACA,CHITARAQUE,EPSS37,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,5170592,
15185,BOYACA,CHITARAQUE,EPSS41,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,7854976,
15185,BOYACA,CHITARAQUE,ESS024,COOSALUD,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,73963331,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1029,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1666,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,1715,
15187,BOYACA,CHIVATA,EPSS41,NUEVA EPS,820003558,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DEL ROSARIO DE CHIVATA,4466714,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,5350494,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,413658,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,394354,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,669732,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,689430,
15189,BOYACA,CIENEGA,EPSS37,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,1268358,
15189,BOYACA,CIENEGA,EPSS41,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,43032262,
15189,BOYACA,CIENEGA,ESS024,COOSALUD,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,10674635,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,79233,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,124950,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,132055,
15204,BOYACA,COMBITA,EPSS37,NUEVA EPS,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,3394740,
15204,BOYACA,COMBITA,EPSS41,NUEVA EPS,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,36932430,
15204,BOYACA,COMBITA,ESS024,COOSALUD,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,70342903,
15212,BOYACA,COPER,CCF055,CAJACOPI,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,3754988,
15212,BOYACA,COPER,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,214032,
15212,BOYACA,COPER,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,204044,
15212,BOYACA,COPER,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,346528,
15212,BOYACA,COPER,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,356720,
15212,BOYACA,COPER,EPSS41,NUEVA EPS,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,41522840,
15215,BOYACA,CORRALES,EPSS37,NUEVA EPS,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,2752197,
15215,BOYACA,CORRALES,EPSS41,NUEVA EPS,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,8564220,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,321055,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,2600591,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,185220,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,176576,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,294882,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,308700,
15218,BOYACA,COVARACHIA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,323085,
