COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO ($)
MARZO 2023",OBSERVACIÓN
EPSS02,SALUD TOTAL,890400693.0,CLINICA BLAS DE LEZO S.A.,80027910,
EPSS02,SALUD TOTAL,890405142.0,CENTRO DE MEDICINA NUCLEAR DEL CARIBE,13224370,
EPSS02,SALUD TOTAL,890480113.0,HOSPITAL REGIONAL NUESTRA SEÑORA DE LAS MERCEDES DE COROZAL E.S.E.,12527005,
EPSS02,SALUD TOTAL,890480135.0,FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,85111653,
EPSS02,SALUD TOTAL,890501019.0,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,1265761,
EPSS02,SALUD TOTAL,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,4723300,
EPSS02,SALUD TOTAL,890680014.0,SANATORIO DE AGUA DE DIOS E.S.E.,1375517,
EPSS02,SALUD TOTAL,890680025.0,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,170999893,
EPSS02,SALUD TOTAL,890680027.0,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,6536587,
EPSS02,SALUD TOTAL,890680031.0,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,55768092,
EPSS02,SALUD TOTAL,890680033.0,E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA,22474340,
EPSS02,SALUD TOTAL,890700666.0,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO,214214872,
EPSS02,SALUD TOTAL,890700901.0,HOSPITAL SAN VICENTE DE PAUL EMPRESA SOCIAL DEL ESTADO,33287891,
EPSS02,SALUD TOTAL,890700907.0,HOSPITAL SAN ANTONIO E.S.E.,1303574,
EPSS02,SALUD TOTAL,890700967.0,HOSPITAL SAN JOSE DE ORTEGA,6812203,
EPSS02,SALUD TOTAL,890701010.0,HOSPITAL SANTA BARBARA E.S.E. DE VENADILLO,24813173,
EPSS02,SALUD TOTAL,890701033.0,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO,350309996,
EPSS02,SALUD TOTAL,890701078.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA LUCIA DE CAJAMARCA,1938820,
EPSS02,SALUD TOTAL,890701353.0,NUEVO HOSPITAL LA CANDELARIA,173028961,
EPSS02,SALUD TOTAL,890701435.0,HOSPITAL SANTA LUCIA EMPRESA SOCIAL DEL ESTADO,4420064,
EPSS02,SALUD TOTAL,890701490.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL,1521315,
EPSS02,SALUD TOTAL,890701715.0,E.S.E. HOSPITAL SAN ANTONIO,51719439,
EPSS02,SALUD TOTAL,890701718.0,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR EMPRESA SOCIAL DEL ESTADO,370539825,
EPSS02,SALUD TOTAL,890702190.0,HOSPITAL SUMAPAZ E.S.E.,14925237,
EPSS02,SALUD TOTAL,890702369.0,E.S.E. CENTRAL DE URGENCIAS LOUIS PASTEUR,16358791,
EPSS02,SALUD TOTAL,890702476.0,HOSPITAL LA MILAGROSA EMPRESA SOCIAL DEL ESTADO,2274427,
EPSS02,SALUD TOTAL,890703630.0,SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,7999272,
EPSS02,SALUD TOTAL,890703803.0,INSTIT DE REHABILIT DEL TOL IDEAL,19533626,
EPSS02,SALUD TOTAL,890704495.0,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL I,59975243,
EPSS02,SALUD TOTAL,890704555.0,HOSPITAL CENTRO E.S.E. DE PLANADAS,3826426,
EPSS02,SALUD TOTAL,890706067.0,HOSPITAL SAN JOSÉ,18705600,
EPSS02,SALUD TOTAL,890706823.0,HOSPITAL REINA SOFIA DE ESPAÑA EMPRESA SOCIAL DEL ESTADO LERIDA TOLIMA,297881544,
EPSS02,SALUD TOTAL,890801026.0,E.S.E. HOSPITAL DEPARTAMENTAL FELIPE SUAREZ,315164226,
EPSS02,SALUD TOTAL,890801035.0,E.S.E. HOSPITAL SAN JOSE DE AGUADAS,2272131,
EPSS02,SALUD TOTAL,890801201.0,CRUZ ROJA COLOMBIANA SECCIONAL CALDAS,46086055,
EPSS02,SALUD TOTAL,890801235.0,HOSPITAL DEPARTAMENTAL SAN RAFAEL DE RISARALDA EMPRESA SOCIAL DEL ESTADO,1152753,
EPSS02,SALUD TOTAL,890801495.0,CLINICA PSIQUIATRICA SAN JUAN DE DIOS,44683760,
EPSS02,SALUD TOTAL,890801517.0,E.S.E. HOSPITAL SANTA TERESITA,154144363,
EPSS02,SALUD TOTAL,890801562.0,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE NEIRA,13353556,
EPSS02,SALUD TOTAL,890801944.0,ESE DEPARTAMENTAL HOSPITAL SAN ANTONIO DE VILLAMARIA,1569322,
EPSS02,SALUD TOTAL,890801989.0,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS ESE,7228748,
EPSS02,SALUD TOTAL,890802218.0,ESE HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,18826477,
EPSS02,SALUD TOTAL,890802978.0,E.S.E. HOSPITAL SAN JOSE,2793211,
EPSS02,SALUD TOTAL,890806490.0,CAJA DE COMPENSACION FAMILIAR DE CALDAS,31032039,
EPSS02,SALUD TOTAL,890900518.0,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,514198274,
EPSS02,SALUD TOTAL,890901825.0,FUNDACIÓN CLÍNICA NOEL,33814518,
EPSS02,SALUD TOTAL,890901826.0,HOSPITAL PABLO TOBON URIBE,410640923,
EPSS02,SALUD TOTAL,890902922.0,UNIVERSIDAD PONTIFICIA BOLIVARIANA,96790052,
EPSS02,SALUD TOTAL,890903777.0,SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA,149608583,
EPSS02,SALUD TOTAL,890905097.0,E.S.E. HOSPITAL FRANCISCO ELADIO BARRERA,3233929,
EPSS02,SALUD TOTAL,890905154.0,CLINICA SAN JUAN DE DIOS LA CEJA,45807376,
EPSS02,SALUD TOTAL,890905166.0,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO""",19687766,
EPSS02,SALUD TOTAL,890905177.0,E.S.E. HOSPITAL LA MARIA,1746186,
EPSS02,SALUD TOTAL,890905843.0,COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN,192035407,
EPSS02,SALUD TOTAL,890906211.0,E.S.E. HOSPITAL MUNICIPAL SAN ROQUE,2392743,
EPSS02,SALUD TOTAL,890906346.0,ESE HOSPITAL SAN FERNANDO,6725003,
EPSS02,SALUD TOTAL,890906347.0,ESE HOSPITAL MANUEL URIBE ANGEL,25559173,
EPSS02,SALUD TOTAL,890907241.0,E.S.E. HOSPITAL LA MERCED DE CIUDAD BOLIVAR,2123120,
EPSS02,SALUD TOTAL,890907254.0,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,54690049,
EPSS02,SALUD TOTAL,890911816.0,CLINICA MEDELLIN S.A.S.,1641067,
EPSS02,SALUD TOTAL,890925336.0,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES S.A.,20694843,
EPSS02,SALUD TOTAL,890930071.0,ESCANOGRAFÍA NEUROLÓGICA S.A,51539795,
EPSS02,SALUD TOTAL,890938774.0,CLINICA DEL PRADO S.A.S,57901339,
EPSS02,SALUD TOTAL,890939936.0,SOCIEDAD MEDICA RIONEGRO SA,169189182,
EPSS02,SALUD TOTAL,890980066.0,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ,13252397,
EPSS02,SALUD TOTAL,890980326.0,HOSPITAL SAN JUAN DE DIOS EL SANTUARIO,1717515,
EPSS02,SALUD TOTAL,890980727.0,E.S.E. HOSPITAL SAN RAFAEL,2527970,
EPSS02,SALUD TOTAL,890980752.0,E.S.E. SAN JUAN DE DIOS DE MARINILLA,2763179,
EPSS02,SALUD TOTAL,890980758.0,ESE HOSPITAL DE LA CEJA,5019825,
EPSS02,SALUD TOTAL,890980855.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,2142156,
EPSS02,SALUD TOTAL,890980866.0,E.S.E. HOSPITAL SAN ROQUE - LA UNION,8365792,
EPSS02,SALUD TOTAL,890981374.0,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,8734571,
EPSS02,SALUD TOTAL,890981536.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,7035530,
EPSS02,SALUD TOTAL,890981719.0,E.S.E. NUETRA SEÑORA DE LA CANDELARIA,2529808,
EPSS02,SALUD TOTAL,890981726.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,7664999,
EPSS02,SALUD TOTAL,890982138.0,ESE HOSPITAL SAN JUAN DE DIOS DE ANORI,1816602,
EPSS02,SALUD TOTAL,890982370.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,2633912,
EPSS02,SALUD TOTAL,890982608.0,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,50771462,
EPSS02,SALUD TOTAL,890985122.0,COOPERATIVA DE HOSPITALES DE ANTIOQUIA,6910855,
EPSS02,SALUD TOTAL,890985603.0,E.S.E. HOSPITAL SAN SEBASTIÁN DE URABÁ,5520325,
EPSS02,SALUD TOTAL,890985703.0,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,72014671,
EPSS02,SALUD TOTAL,891079999.0,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,1389766,
EPSS02,SALUD TOTAL,891080015.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,64537032,
EPSS02,SALUD TOTAL,891180026.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON,59140814,
EPSS02,SALUD TOTAL,891180039.0,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,1803237,
EPSS02,SALUD TOTAL,891180098.0,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,33001231,
EPSS02,SALUD TOTAL,891180113.0,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,1566072,
EPSS02,SALUD TOTAL,891180117.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA,73902155,
EPSS02,SALUD TOTAL,891180134.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,22385469,
EPSS02,SALUD TOTAL,891180190.0,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,2410890,
EPSS02,SALUD TOTAL,891180268.0,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,632660926,
EPSS02,SALUD TOTAL,891200528.0,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,2841694,
EPSS02,SALUD TOTAL,891380103.0,E.S.E. HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,3551918,
EPSS02,SALUD TOTAL,891401308.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,1404489,
EPSS02,SALUD TOTAL,891401643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,35461884,
EPSS02,SALUD TOTAL,891408586.0,LIGA CONTRA EL CANCER SECCIONAL RISARALDA,107241391,
EPSS02,SALUD TOTAL,891408747.0,ESE HOSPITAL SAN JOSE MARSELLA,2828686,
EPSS02,SALUD TOTAL,891408918.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,3915549,
EPSS02,SALUD TOTAL,891408974.0,INSTITUTO DE AUDIOLOGIA INTEGRAL,4073853,
EPSS02,SALUD TOTAL,891409390.0,RADIOLOGOS ASOCIADOS S.A.S,19512590,
EPSS02,SALUD TOTAL,891409981.0,CLINICA LOS ROSALES S.A,45252353,
EPSS02,SALUD TOTAL,891411663.0,ESE HOSPITAL SANTA MÓNICA,49012035,
EPSS02,SALUD TOTAL,891480036.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,28364576,
EPSS02,SALUD TOTAL,891500084.0,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,2679401,
EPSS02,SALUD TOTAL,891501676.0,"HOSPITAL SUSANA LOPEZ DE VALENCIA, EMPRESA SOCIAL DEL ESTADO",5265420,
EPSS02,SALUD TOTAL,891702882.0,CENTRO DE CIRUGIA OCULAR LTDA,18048731,
EPSS02,SALUD TOTAL,891780185.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO JULIO MENDEZ BARRENECHE,39734194,
EPSS02,SALUD TOTAL,891800231.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA,20563830,
EPSS02,SALUD TOTAL,891800335.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,1831703,
EPSS02,SALUD TOTAL,891800395.0,HOSPITAL REGIONAL DE MONIQUIRA ESE,11308030,
EPSS02,SALUD TOTAL,891800570.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,17634856,
EPSS02,SALUD TOTAL,891800611.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1729760,
EPSS02,SALUD TOTAL,891800982.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE REHABILITACION INTEGRAL DE BOYACA,1701444,
EPSS02,SALUD TOTAL,891855029.0,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,18791987,
EPSS02,SALUD TOTAL,891855039.0,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,76712682,
EPSS02,SALUD TOTAL,891855209.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,9442078,
EPSS02,SALUD TOTAL,891855438.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,21418681,
EPSS02,SALUD TOTAL,891900343.0,HOSPITAL DEPARTAMENTAL SAN ANTONIO DE ROLDANILLO EMPRESA SOCIAL DEL ESTADO,5209632,
EPSS02,SALUD TOTAL,891900367.0,HOSPITAL GONZALO CONTRERAS EMPRESA SOCIAL DEL ESTADO,2425320,
EPSS02,SALUD TOTAL,892000264.0,E.S.E. HOSPITAL MUNICIPAL DE ACACIAS,14696702,
EPSS02,SALUD TOTAL,892000401.0,INVERSIONES CLINICA DEL META S.A.,93670496,
EPSS02,SALUD TOTAL,892000458.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE SAN MARTIN DE LOS LLANOS,4764895,
EPSS02,SALUD TOTAL,892000501.0,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,95434543,
EPSS02,SALUD TOTAL,892115009.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,15186751,
EPSS02,SALUD TOTAL,892115010.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II,29628043,
EPSS02,SALUD TOTAL,892170002.0,ESE HOSPITAL SAN AGUSTIN DE FONSECA,2719715,
EPSS02,SALUD TOTAL,892300175.0,HOSPITAL REGIONAL SAN ANDRES ESE,6204681,
EPSS02,SALUD TOTAL,892300445.0,ESE HOSPITAL REGIONAL DE AGUACHICA JOSE DAVID PADILLA VILLAFAÑE,38492007,
EPSS02,SALUD TOTAL,892300979.0,CLINICA DEL CESAR S.A.,88031364,
EPSS02,SALUD TOTAL,899999032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,327812948,
EPSS02,SALUD TOTAL,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,206931277,
EPSS02,SALUD TOTAL,899999123.0,FUNDACION HOSPITAL DE LA MISERICORDIA,308640790,
EPSS02,SALUD TOTAL,899999147.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,2110825,
EPSS02,SALUD TOTAL,899999151.0,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,4364363,
EPSS02,SALUD TOTAL,899999156.0,E.S.E. HOSPITAL SAN ANTONIO CHIA,1567399,
EPSS02,SALUD TOTAL,899999158.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,1829918,
EPSS02,SALUD TOTAL,899999163.0,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,1120669,
EPSS02,SALUD TOTAL,899999165.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,4864182,
EPSS02,SALUD TOTAL,900002780.0,FUNDACIÓN CAMPBELL,13640698,
EPSS02,SALUD TOTAL,900004894.0,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,8537758,
EPSS02,SALUD TOTAL,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,66155192,
EPSS02,SALUD TOTAL,900006221.0,AMBULANCIAS AEREAS DE COLOMBIA S.A.S.,15922500,
EPSS02,SALUD TOTAL,900007679.0,CENTRO VISUAL MODERNO S.A.S.,95846741,
EPSS02,SALUD TOTAL,900007922.0,AUDIOMEDICA S.A.S.,27776066,
EPSS02,SALUD TOTAL,900008328.0,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA S.A.,70064295,
EPSS02,SALUD TOTAL,900009080.0,DENTISANA SAS,2669129,
EPSS02,SALUD TOTAL,900012819.0,DIAC S.A.S,77639006,
EPSS02,SALUD TOTAL,900013381.0,SOCIEDAD MEDICA DE ESPECIALISTAS DIAGNOSTICO E IMAGENOLOGIA MEDSALUD LTDA,3414156,
EPSS02,SALUD TOTAL,900015779.0,SOCIEDAD DE HEMODINAMIA SANTA MARIA S.A.S,118661283,
EPSS02,SALUD TOTAL,900016598.0,INSTITUTO CARDIOVASCULAR DEL CESAR S.A,159958241,
EPSS02,SALUD TOTAL,900017536.0,IPS SALUD INTEGRAL DE SUCRE SAS,11001845,
EPSS02,SALUD TOTAL,900025621.0,RADIOLOGIA E IMAGENES SAS,35138819,
EPSS02,SALUD TOTAL,900027397.0,CLINICA HIGEA IPS S.A.,79119519,
EPSS02,SALUD TOTAL,900031644.0,MEDYDONT IPS,2613719,
EPSS02,SALUD TOTAL,900033752.0,UNIVER PLUS,112288384,
EPSS02,SALUD TOTAL,900033859.0,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,24758000,
EPSS02,SALUD TOTAL,900036553.0,E.S.E. HOSPITAL SAN ANTONIO DEL TEQUENDAMA,1058628,
EPSS02,SALUD TOTAL,900038024.0,ALIANZA DIAGNOSTICA S.A.,228582990,
EPSS02,SALUD TOTAL,900038926.0,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA S.A,1298812,
EPSS02,SALUD TOTAL,900042103.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,116206562,
EPSS02,SALUD TOTAL,900054563.0,UNIDAD DE CUIDADOS INTENSIVOS NEONATAL DEL BAJO SINU,3057785,
EPSS02,SALUD TOTAL,900055823.0,ESTUDIOS ENDOSCOPICOS S.A.S.,24818210,
EPSS02,SALUD TOTAL,900064250.0,UNIDAD PRIMARIA DE ATENCION SAN NICOLAS,74758515,
EPSS02,SALUD TOTAL,900066345.0,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,9421167,
EPSS02,SALUD TOTAL,900066347.0,E.S.E. HOSPITAL REGIONAL SAN GIL,73045909,
EPSS02,SALUD TOTAL,900067136.0,E.S.E. HOSPITAL REGIONAL DE VELEZ,2207396,
EPSS02,SALUD TOTAL,900067169.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCIA ROVIRA,510602910,
EPSS02,SALUD TOTAL,900070354.0,SINUS CENTER,3331086,
EPSS02,SALUD TOTAL,900074359.0,UCIMED S.A,110418351,
EPSS02,SALUD TOTAL,900077520.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE SAN CARLOS DE GUAROA,4317497,
EPSS02,SALUD TOTAL,900077651.0,"UNIDAD DE GASTROENTEROLOGÍA, NUTRICIÓN Y ENDOSCOPIA PEDIATRICA SAS",15778598,
EPSS02,SALUD TOTAL,900081746.0,FUNDACION GRUPO INTEGRA,4525100,
EPSS02,SALUD TOTAL,900082202.0,CLINICA CENTRAL O.H.L. LTDA,397154314,
EPSS02,SALUD TOTAL,900085612.0,SANTA HELENA DEL VALLE IPS,1411348,
EPSS02,SALUD TOTAL,900085770.0,INTERMEDIOS E.D. LIMITADA,2034304,
EPSS02,SALUD TOTAL,900090247.0,CLINICA CARDIO INTEGRAL IPS. SAS,35252071,
EPSS02,SALUD TOTAL,900091143.0,EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.,1150549,
EPSS02,SALUD TOTAL,900094475.0,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION,2931257,
EPSS02,SALUD TOTAL,900095253.0,IPS CLINICA PROSEGUIR SAS,68781574,
EPSS02,SALUD TOTAL,900098476.0,FUNDACION HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,164336823,
EPSS02,SALUD TOTAL,900100089.0,VIDASER E.U.,149580000,
EPSS02,SALUD TOTAL,900110940.0,INVERSIONES LUCEDMARB S.A,6413304,
EPSS02,SALUD TOTAL,900119357.0,SALUD MEDICOS ESPECIALISTAS S.A,1498317,
EPSS02,SALUD TOTAL,900119472.0,IPS TOLUSALUD LTDA,32256434,
EPSS02,SALUD TOTAL,900123436.0,SOCIEDAD INTEGRAL DE ESPECIALISTAS EN SALUD S.A.S SIGLA SIES SALUD S.A.S,25113921,
EPSS02,SALUD TOTAL,900123612.0,NEFROUROS MOM SAS,102818584,
EPSS02,SALUD TOTAL,900124689.0,FUNDACION SOMA,1358328,
EPSS02,SALUD TOTAL,900137119.0,HOME GROUP S.A.S,3061653,
EPSS02,SALUD TOTAL,900138555.0,INVERSIONES MEREZ S.A.S,19202419,
EPSS02,SALUD TOTAL,900138758.0,CLINICA DE ESPECIALIDADES OFTALMOLOGICAS S.A.S,101815789,
EPSS02,SALUD TOTAL,900138815.0,UNIDAD MATERNO INFANTIL DEL TOLIMA S.A.,369228807,
EPSS02,SALUD TOTAL,900141569.0,BIOTECNOLOGIA Y GENETICA S.A.S BIOTECGEN S.A.S,23498791,
EPSS02,SALUD TOTAL,900144943.0,FUNDACION AMIGOS DE LA SALUD VIRGEN DE MANARE,8450400,
EPSS02,SALUD TOTAL,900146332.0,CLINICENTRO DE REHABILITACION CARDIACA Y PULMONAR LTDA,2079380,
EPSS02,SALUD TOTAL,900148265.0,ANGIOGRAFIA DE COLOMBIA S.A.S.,1152959,
EPSS02,SALUD TOTAL,900150760.0,RESPIREMOS UNIDAD DE NEUMOLOGIA Y ENDOSCOPIA RESPIRATORIA DEL EJE CAFETERO S.A.S,14851610,
EPSS02,SALUD TOTAL,900152983.0,SABER VIVIR SABANA SAS,2883306,
EPSS02,SALUD TOTAL,900161856.0,SONIA VALENCIA REHABILITACION INTEGRAL IPS SAS,44230779,
EPSS02,SALUD TOTAL,900166169.0,VASCUMAG LTDA. LABORATORIO VASCULAR DEL MAGDALENA,1599360,
EPSS02,SALUD TOTAL,900171211.0,GLOBAL LIFE AMBULANCIAS SAS,43335627,
EPSS02,SALUD TOTAL,900172745.0,UNIDAD DE DIAGNOSTICO GINECOLOGICO Y PRENATAL SER MUJER S.A.S,4543468,
EPSS02,SALUD TOTAL,900177624.0,ANASHIWAYA IPSI,13521277,
EPSS02,SALUD TOTAL,900179573.0,AMBULANCIA RESCATE 467 SAS,11049614,
EPSS02,SALUD TOTAL,900181419.0,MEINTEGRAL S.A.S,31237580,
EPSS02,SALUD TOTAL,900188353.0,INSTITUTO MEDICO OFTALMOLOGICO DE COLOMBIA LTDA,53477313,
EPSS02,SALUD TOTAL,900190045.0,ESE HOSPITAL REGIONAL MANUELA BELTRAN,4689808,
EPSS02,SALUD TOTAL,900196201.0,PROGRAMA MADRE CANGURO INTEGRAL LTDA,3403076,
EPSS02,SALUD TOTAL,900196347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,24079048,
EPSS02,SALUD TOTAL,900202290.0,AUDIOSALUD INTEGRAL SAS,2367620,
EPSS02,SALUD TOTAL,900204617.0,MEDICUC IPS LTDA,194560143,
EPSS02,SALUD TOTAL,900205118.0,CENTRO CARDIOVASCULAR DE CALDAS S.A.,90732669,
EPSS02,SALUD TOTAL,900206529.0,DIAGNOSTICAR MILLAN LTDA,3990468,
EPSS02,SALUD TOTAL,900215983.0,CLINICA BELO HORIZONTE,1034200,
EPSS02,SALUD TOTAL,900217078.0,I.P.S. FISINOVA S.A.S,31823330,
EPSS02,SALUD TOTAL,900218460.0,SISANAR S.A.,1154538,
EPSS02,SALUD TOTAL,900218628.0,CENTRO MEDICO SAN LUIS CLINICA QUIRURGICA S.A.S.,7248149,
EPSS02,SALUD TOTAL,900221747.0,IPS ASESORIAS HORIZONTES DEL NORTE SAS,61022304,
EPSS02,SALUD TOTAL,900223749.0,FUNDACION UNIDAD DE CUIDADOS INTENSIVOS DOÑA PILAR,229204528,
EPSS02,SALUD TOTAL,900226451.0,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,14380977,
EPSS02,SALUD TOTAL,900227844.0,LABORATORIO CLINICO MARTINEZ SAS,12354639,
EPSS02,SALUD TOTAL,900231793.0,CLINICA NEFROUROS SAS,25636730,
EPSS02,SALUD TOTAL,900231829.0,I.P.S GOLEMAN SERVICIO INTEGRAL S.A.S.,19197390,
EPSS02,SALUD TOTAL,900236850.0,CENTRO ONCOLOGICO DE ANTIOQUIA SA,321948161,
EPSS02,SALUD TOTAL,900240626.0,GRUPO SALUD CORDOBA SAS,27466459,
EPSS02,SALUD TOTAL,900242742.0,FABILU S.A.S,2435251,
EPSS02,SALUD TOTAL,900244203.0,CLINICA NEUROREHABILITAR LTDA,1299480,
EPSS02,SALUD TOTAL,900246313.0,IPS INTEGRAL SOMOS SALUD SAS,7355366,
EPSS02,SALUD TOTAL,900246954.0,CLINICA DE SALUD MENTAL Y REHABILITACION INTEGRAL MANANTIALES LTDA.,22984121,
EPSS02,SALUD TOTAL,900248882.0,CLINICA PORTOAZUL S.A SIGLA CPA,6593216,
EPSS02,SALUD TOTAL,900249425.0,PHARMASAN S.A.S.,5642591,
EPSS02,SALUD TOTAL,900250156.0,CENTRO MEDICO Y DE REHABILITACION E.U.,2256224,
EPSS02,SALUD TOTAL,900261353.0,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,6692684,
EPSS02,SALUD TOTAL,900267104.0,UNIDAD INTEGRAL DE REHABILITACION CARDIO-PULMONAR E.U.,9978645,
EPSS02,SALUD TOTAL,900269029.0,FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS,16406157,
