COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
ENERO 2023",OBSERVACIÓN
EPSS02,SALUD TOTAL,890984670.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,4450889,
EPSS02,SALUD TOTAL,890984696.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,7322194,
EPSS02,SALUD TOTAL,890985092.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,1261155,
EPSS02,SALUD TOTAL,890985603.0,E.S.E. HOSPITAL SAN SEBASTIÁN DE URABÁ,8687854,
EPSS02,SALUD TOTAL,890985660.0,E.S.E. HOSPITAL OSCAR EMIRO VERGARA CRUZ,4419819,
EPSS02,SALUD TOTAL,890985703.0,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,98364377,
EPSS02,SALUD TOTAL,890985810.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL OCTAVIO OLIVARES,1463547,
EPSS02,SALUD TOTAL,891000499.0,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,3566178,
EPSS02,SALUD TOTAL,891000736.0,E.S.E. HOSPITAL SAN NICOLAS,2531909,
EPSS02,SALUD TOTAL,891079999.0,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,12921006,
EPSS02,SALUD TOTAL,891080015.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,52125203,
EPSS02,SALUD TOTAL,891180026.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON,167822362,
EPSS02,SALUD TOTAL,891180098.0,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,10526404,
EPSS02,SALUD TOTAL,891180117.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA,91190385,
EPSS02,SALUD TOTAL,891180134.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,11640208,
EPSS02,SALUD TOTAL,891180268.0,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,671180298,
EPSS02,SALUD TOTAL,891200679.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSÉ MARÍA HERNÁNDEZ,5379201,
EPSS02,SALUD TOTAL,891380103.0,E.S.E. HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,1574635,
EPSS02,SALUD TOTAL,891401308.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,4296868,
EPSS02,SALUD TOTAL,891401643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,102814659,
EPSS02,SALUD TOTAL,891408586.0,LIGA CONTRA EL CANCER SECCIONAL RISARALDA,82116240,
EPSS02,SALUD TOTAL,891408918.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,1162022,
EPSS02,SALUD TOTAL,891408974.0,INSTITUTO DE AUDIOLOGIA INTEGRAL,2685940,
EPSS02,SALUD TOTAL,891409390.0,RADIOLOGOS ASOCIADOS S.A.S,45372484,
EPSS02,SALUD TOTAL,891409981.0,CLINICA LOS ROSALES S.A,543732868,
EPSS02,SALUD TOTAL,891411663.0,ESE HOSPITAL SANTA MÓNICA,147528748,
EPSS02,SALUD TOTAL,891412134.0,E.S.E. HOSPITAL MENTALUNIVERSITARIO DE RISARALDA,37918829,
EPSS02,SALUD TOTAL,891480000.0,CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA,2712841,
EPSS02,SALUD TOTAL,891480036.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,11707609,
EPSS02,SALUD TOTAL,891500084.0,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,11034443,
EPSS02,SALUD TOTAL,891580002.0,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,17592603,
EPSS02,SALUD TOTAL,891702882.0,CENTRO DE CIRUGIA OCULAR LTDA,124338916,
EPSS02,SALUD TOTAL,891780008.0,E.S.E. HOSPITAL SAN RAFAEL,87831996,
EPSS02,SALUD TOTAL,891780185.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO JULIO MENDEZ BARRENECHE,8329326,
EPSS02,SALUD TOTAL,891800231.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA,85855902,
EPSS02,SALUD TOTAL,891800611.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,7207828,
EPSS02,SALUD TOTAL,891800982.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE REHABILITACION INTEGRAL DE BOYACA,8427590,
EPSS02,SALUD TOTAL,891855039.0,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,53924394,
EPSS02,SALUD TOTAL,891855209.0,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,6901292,
EPSS02,SALUD TOTAL,891855438.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,46516738,
EPSS02,SALUD TOTAL,891900343.0,HOSPITAL DEPARTAMENTAL SAN ANTONIO DE ROLDANILLO EMPRESA SOCIAL DEL ESTADO,3054815,
EPSS02,SALUD TOTAL,891900356.0,E.S.E. HOSPITAL SANTANDER EMPRESA SOCIAL DEL ESTADO,1883441,
EPSS02,SALUD TOTAL,891900361.0,E.S.E. HOSPITAL LOCAL SANGRADA FAMILIA EMPRESA SOCIAL DEL ESTADO,1868777,
EPSS02,SALUD TOTAL,891900438.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,1530476,
EPSS02,SALUD TOTAL,891900441.0,HOSPITAL DEPARTAMENTAL SAN RAFAEL DE ZARZAL E.S.E.,1473632,
EPSS02,SALUD TOTAL,892000264.0,E.S.E. HOSPITAL MUNICIPAL DE ACACIAS,47054347,
EPSS02,SALUD TOTAL,892000401.0,INVERSIONES CLINICA DEL META S.A.,268069090,
EPSS02,SALUD TOTAL,892000501.0,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO E.S.E.,56076255,
EPSS02,SALUD TOTAL,892115009.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,11915078,
EPSS02,SALUD TOTAL,892115010.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II,35094072,
EPSS02,SALUD TOTAL,892115437.0,CRUZ ROJA COLOMBIANA SECCIONAL GUAJIRA,1400000,
EPSS02,SALUD TOTAL,892170002.0,ESE HOSPITAL SAN AGUSTIN DE FONSECA,1644645,
EPSS02,SALUD TOTAL,892201100.0,LIGA CONTRA EL CÁNCER SECCIONAL SUCRE,8490406,
EPSS02,SALUD TOTAL,892300175.0,HOSPITAL REGIONAL SAN ANDRES ESE,82057918,
EPSS02,SALUD TOTAL,892300445.0,ESE HOSPITAL REGIONAL DE AGUACHICA JOSE DAVID PADILLA VILLAFAÑE,157386183,
EPSS02,SALUD TOTAL,892300979.0,CLINICA DEL CESAR S.A.,93292506,
EPSS02,SALUD TOTAL,892399994.0,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,60739650,
EPSS02,SALUD TOTAL,899999017.0,SOCIEDAD DE CIRUGIA DE BOGOTA HOSPITAL DE SAN JOSE,520503515,
EPSS02,SALUD TOTAL,899999032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,218416335,
EPSS02,SALUD TOTAL,899999092.0,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,259062913,
EPSS02,SALUD TOTAL,899999123.0,FUNDACION HOSPITAL DE LA MISERICORDIA,274360331,
EPSS02,SALUD TOTAL,899999147.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,45960795,
EPSS02,SALUD TOTAL,899999151.0,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,297281809,
EPSS02,SALUD TOTAL,899999156.0,E.S.E. HOSPITAL SAN ANTONIO CHIA,2523797,
EPSS02,SALUD TOTAL,899999158.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,2185283,
EPSS02,SALUD TOTAL,899999163.0,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,1069191,
EPSS02,SALUD TOTAL,899999164.0,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,2307452,
EPSS02,SALUD TOTAL,900002780.0,FUNDACIÓN CAMPBELL,16435508,
EPSS02,SALUD TOTAL,900006037.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,198988854,
EPSS02,SALUD TOTAL,900006221.0,AMBULANCIAS AEREAS DE COLOMBIA S.A.S.,10132500,
EPSS02,SALUD TOTAL,900007679.0,CENTRO VISUAL MODERNO S.A.S.,80409059,
EPSS02,SALUD TOTAL,900007860.0,UNIDAD DE SEGUIMIENTO DEL RECIEN NACIDO Y ATENCION PEDIATRICA IPS S.A.S,10740514,
EPSS02,SALUD TOTAL,900007922.0,AUDIOMEDICA S.A.S.,23340253,
EPSS02,SALUD TOTAL,900008328.0,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA S.A.,92669774,
EPSS02,SALUD TOTAL,900008882.0,CENTRO DE MOVIMIENTO EJERCICIO Y REHABILITACIÓN S.A.S.- C MOVER S.A.S.,2413740,
EPSS02,SALUD TOTAL,900009080.0,DENTISANA SAS,5777587,
EPSS02,SALUD TOTAL,900012819.0,DIAC S.A.S,97296294,
EPSS02,SALUD TOTAL,900013381.0,SOCIEDAD MEDICA DE ESPECIALISTAS DIAGNOSTICO E IMAGENOLOGIA MEDSALUD LTDA,2302920,
EPSS02,SALUD TOTAL,900013939.0,CORPORACION PARA LA ATENCION Y EL DIAGNOSTICO DE ENFERMEDADES-MILAGROZ,149471562,
EPSS02,SALUD TOTAL,900015779.0,SOCIEDAD DE HEMODINAMIA SANTA MARIA S.A.S,52058149,
EPSS02,SALUD TOTAL,900016598.0,INSTITUTO CARDIOVASCULAR DEL CESAR S.A,192787572,
EPSS02,SALUD TOTAL,900017536.0,IPS SALUD INTEGRAL DE SUCRE SAS,14730946,
EPSS02,SALUD TOTAL,900025621.0,RADIOLOGIA E IMAGENES SAS,97060213,
EPSS02,SALUD TOTAL,900027397.0,CLINICA HIGEA IPS S.A.,81532757,
EPSS02,SALUD TOTAL,900031644.0,MEDYDONT IPS,6986435,
EPSS02,SALUD TOTAL,900033752.0,UNIVER PLUS,211078927,
EPSS02,SALUD TOTAL,900034131.0,ESE MORENO Y CLAVIJO,1124087,
EPSS02,SALUD TOTAL,900036695.0,INTENSIVISTAS MRC IPS S.A,6020447,
EPSS02,SALUD TOTAL,900038024.0,ALIANZA DIAGNOSTICA S.A.,213754493,
EPSS02,SALUD TOTAL,900038926.0,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA S.A,10827226,
EPSS02,SALUD TOTAL,900042103.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,267995810,
EPSS02,SALUD TOTAL,900045689.0,REHABILITACION FISICA INTEGRAL IPS EU,4886460,
EPSS02,SALUD TOTAL,900055823.0,ESTUDIOS ENDOSCOPICOS S.A.S.,23111208,
EPSS02,SALUD TOTAL,900064250.0,UNIDAD PRIMARIA DE ATENCION SAN NICOLAS,54259174,
EPSS02,SALUD TOTAL,900066345.0,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,3658695,
EPSS02,SALUD TOTAL,900066347.0,E.S.E. HOSPITAL REGIONAL SAN GIL,103365628,
EPSS02,SALUD TOTAL,900067169.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCIA ROVIRA,266604231,
EPSS02,SALUD TOTAL,900074359.0,UCIMED S.A,33733591,
EPSS02,SALUD TOTAL,900077520.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE SAN CARLOS DE GUAROA,3836632,
EPSS02,SALUD TOTAL,900077651.0,"UNIDAD DE GASTROENTEROLOGÍA, NUTRICIÓN Y ENDOSCOPIA PEDIATRICA SAS",22902212,
EPSS02,SALUD TOTAL,900081746.0,FUNDACION GRUPO INTEGRA,4932100,
EPSS02,SALUD TOTAL,900082202.0,CLINICA CENTRAL O.H.L. LTDA,396555853,
EPSS02,SALUD TOTAL,900085612.0,SANTA HELENA DEL VALLE IPS,9551324,
EPSS02,SALUD TOTAL,900085770.0,INTERMEDIOS E.D. LIMITADA,3171688,
EPSS02,SALUD TOTAL,900090247.0,CLINICA CARDIO INTEGRAL IPS. SAS,113200116,
EPSS02,SALUD TOTAL,900094475.0,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION,1713939,
EPSS02,SALUD TOTAL,900095253.0,IPS CLINICA PROSEGUIR SAS,61154871,
EPSS02,SALUD TOTAL,900098476.0,FUNDACION HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,316027762,
EPSS02,SALUD TOTAL,900099151.0,CLINICA BENEDICTO S.A,25887940,
EPSS02,SALUD TOTAL,900100089.0,VIDASER E.U.,139898136,
EPSS02,SALUD TOTAL,900110940.0,INVERSIONES LUCEDMARB S.A,21647573,
EPSS02,SALUD TOTAL,900118856.0,LLANO SMILE S.A.S,1667454,
EPSS02,SALUD TOTAL,900119472.0,IPS TOLUSALUD LTDA,31038361,
EPSS02,SALUD TOTAL,900120098.0,INSTITUTO DE MEDICINA NUCLEAR S.A,45163193,
EPSS02,SALUD TOTAL,900123436.0,SOCIEDAD INTEGRAL DE ESPECIALISTAS EN SALUD S.A.S SIGLA SIES SALUD S.A.S,36906660,
EPSS02,SALUD TOTAL,900123612.0,NEFROUROS MOM SAS,89408421,
EPSS02,SALUD TOTAL,900124689.0,FUNDACION SOMA,5079029,
EPSS02,SALUD TOTAL,900138555.0,INVERSIONES MEREZ S.A.S,9594940,
EPSS02,SALUD TOTAL,900138758.0,CLINICA DE ESPECIALIDADES OFTALMOLOGICAS S.A.S,112683913,
EPSS02,SALUD TOTAL,900138815.0,UNIDAD MATERNO INFANTIL DEL TOLIMA S.A.,254378292,
EPSS02,SALUD TOTAL,900141569.0,BIOTECNOLOGIA Y GENETICA S.A.S BIOTECGEN S.A.S,13452702,
EPSS02,SALUD TOTAL,900144943.0,FUNDACION AMIGOS DE LA SALUD VIRGEN DE MANARE,9945655,
EPSS02,SALUD TOTAL,900146006.0,EMPRESA SOCIAL DEL ESTADO ESE NORTE 2,1110859,
EPSS02,SALUD TOTAL,900146332.0,CLINICENTRO DE REHABILITACION CARDIACA Y PULMONAR LTDA,3771453,
EPSS02,SALUD TOTAL,900148265.0,ANGIOGRAFIA DE COLOMBIA S.A.S.,39689991,
EPSS02,SALUD TOTAL,900150760.0,RESPIREMOS UNIDAD DE NEUMOLOGIA Y ENDOSCOPIA RESPIRATORIA DEL EJE CAFETERO S.A.S,9678842,
EPSS02,SALUD TOTAL,900152983.0,SABER VIVIR SABANA SAS,1512230,
EPSS02,SALUD TOTAL,900161856.0,SONIA VALENCIA REHABILITACION INTEGRAL IPS SAS,50799876,
EPSS02,SALUD TOTAL,900166169.0,VASCUMAG LTDA. LABORATORIO VASCULAR DEL MAGDALENA,4138331,
EPSS02,SALUD TOTAL,900171211.0,GLOBAL LIFE AMBULANCIAS SAS,92032737,
EPSS02,SALUD TOTAL,900172745.0,UNIDAD DE DIAGNOSTICO GINECOLOGICO Y PRENATAL SER MUJER S.A.S,8009416,
EPSS02,SALUD TOTAL,900177624.0,ANASHIWAYA IPSI,21012692,
EPSS02,SALUD TOTAL,900181419.0,MEINTEGRAL S.A.S,44677921,
EPSS02,SALUD TOTAL,900188353.0,INSTITUTO MEDICO OFTALMOLOGICO DE COLOMBIA LTDA,67898340,
EPSS02,SALUD TOTAL,900193988.0,UROCLINICA DE CORDOBA SAS,81720348,
EPSS02,SALUD TOTAL,900196201.0,PROGRAMA MADRE CANGURO INTEGRAL LTDA,4190384,
EPSS02,SALUD TOTAL,900196347.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,63171146,
EPSS02,SALUD TOTAL,900204617.0,MEDICUC IPS LTDA,187203184,
EPSS02,SALUD TOTAL,900205118.0,CENTRO CARDIOVASCULAR DE CALDAS S.A.,108565661,
EPSS02,SALUD TOTAL,900206529.0,DIAGNOSTICAR MILLAN LTDA,3475153,
EPSS02,SALUD TOTAL,900213617.0,CORPORACION CLINICA,232272426,
EPSS02,SALUD TOTAL,900217078.0,I.P.S. FISINOVA S.A.S,28991013,
EPSS02,SALUD TOTAL,900218628.0,CENTRO MEDICO SAN LUIS CLINICA QUIRURGICA S.A.S.,14032363,
EPSS02,SALUD TOTAL,900221747.0,IPS ASESORIAS HORIZONTES DEL NORTE SAS,65686546,
EPSS02,SALUD TOTAL,900223749.0,FUNDACION UNIDAD DE CUIDADOS INTENSIVOS DOÑA PILAR,114749754,
EPSS02,SALUD TOTAL,900226451.0,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,10849335,
EPSS02,SALUD TOTAL,900227844.0,LABORATORIO CLINICO MARTINEZ SAS,15689004,
EPSS02,SALUD TOTAL,900231793.0,CLINICA NEFROUROS SAS,25436244,
EPSS02,SALUD TOTAL,900233294.0,CLINICA GENERAL DEL CARIBE S.A.,14757617,
EPSS02,SALUD TOTAL,900236850.0,CENTRO ONCOLOGICO DE ANTIOQUIA SA,236369904,
EPSS02,SALUD TOTAL,900237812.0,PREVICARE LTDA,2785507,
EPSS02,SALUD TOTAL,900240626.0,GRUPO SALUD CORDOBA SAS,36732331,
EPSS02,SALUD TOTAL,900242742.0,FABILU S.A.S,54111808,
EPSS02,SALUD TOTAL,900244203.0,CLINICA NEUROREHABILITAR LTDA,1681680,
EPSS02,SALUD TOTAL,900244429.0,TECNOVIDA DIAGNOSTICO POR IMAGENES S.A.S.,2751920,
EPSS02,SALUD TOTAL,900246313.0,IPS INTEGRAL SOMOS SALUD SAS,6581626,
EPSS02,SALUD TOTAL,900246954.0,CLINICA DE SALUD MENTAL Y REHABILITACION INTEGRAL MANANTIALES LTDA.,10081044,
EPSS02,SALUD TOTAL,900248882.0,CLINICA PORTOAZUL S.A SIGLA CPA,70765402,
EPSS02,SALUD TOTAL,900249425.0,PHARMASAN S.A.S.,15479032,
EPSS02,SALUD TOTAL,900250156.0,CENTRO MEDICO Y DE REHABILITACION E.U.,4899140,
EPSS02,SALUD TOTAL,900259421.0,EMMANUEL INSTITUTO DE REHABILITACION Y HABILITACION INFANTIL S.AS,3014352,
EPSS02,SALUD TOTAL,900261353.0,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,85105316,
EPSS02,SALUD TOTAL,900267064.0,INVERSIONES AZALUD S.A.S,24145005,
EPSS02,SALUD TOTAL,900267104.0,UNIDAD INTEGRAL DE REHABILITACION CARDIO-PULMONAR E.U.,14194966,
EPSS02,SALUD TOTAL,900269029.0,FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS,40858680,
EPSS02,SALUD TOTAL,900272582.0,CLINICA SAN JUAN BAUTISTA S.A.S.,3233230,
EPSS02,SALUD TOTAL,900277244.0,HELPHARMA SAS,2648744,
EPSS02,SALUD TOTAL,900277630.0,CLINICA MARYBAU LA LOMA LTDA,51020870,
EPSS02,SALUD TOTAL,900279660.0,PROMOTORA BOCAGRANDE S.A. PROBOCA S.A.,13411738,
EPSS02,SALUD TOTAL,900284591.0,CENTRO CARDIOVASCULAR COLOMBIANO SAS SIGLA CC CARDIOVASCULAR SAS,9446442,
EPSS02,SALUD TOTAL,900291018.0,CLINICA LOS NOGALES SAS,2566764511,
EPSS02,SALUD TOTAL,900292961.0,CENTRO CARDIOLOGICO TODO POR EL CORAZON SAS,43599879,
EPSS02,SALUD TOTAL,900293923.0,IPS ESPECIALIZADA S.A.,3093990729,
EPSS02,SALUD TOTAL,900294794.0,COMITE DE ESTUDIOS MEDICOS S.A.S,60690938,
EPSS02,SALUD TOTAL,900296050.0,ODONTO TOTAL E.U.,11929785,
EPSS02,SALUD TOTAL,900304417.0,SALUD DOMICILIARIA INTEGRAL SALUD & S.A.S,88643069,
EPSS02,SALUD TOTAL,900304958.0,SOCIEDAD SAN JOSE DE TORICES S.A,31055683,
EPSS02,SALUD TOTAL,900305723.0,INSTITUTO DE REHABILITACION Y HABILITACION INFANTIL.EBENEZER. LTDA,4214000,
EPSS02,SALUD TOTAL,900306367.0,BIOGENETICA DIAGNOSTICA SAS,6733838,
EPSS02,SALUD TOTAL,900307907.0,POLICLINICO DEL CAFÉ S.A.S.,9101514,
EPSS02,SALUD TOTAL,900315383.0,NEUROLOGIA INTEGRAL DE CALDAS S.A.S,4930968,
EPSS02,SALUD TOTAL,900319336.0,ODONT JOMAR VALLEDUPAR,37837681,
EPSS02,SALUD TOTAL,900324225.0,"SOCIEDAD PARA LA ATENCION MEDICA E IMAGENES DIAGNOSTICAS SAS ""SOMID SAS """,7653809,
EPSS02,SALUD TOTAL,900329923.0,GASTROLAP S.A.S.,20494848,
EPSS02,SALUD TOTAL,900341157.0,INSTITUTO DE GASTROENTEROLOGIA Y HEPATOLOGIA DEL ORIENTE S.A.S,21070657,
EPSS02,SALUD TOTAL,900341409.0,ESTUDIOS OFTALMOLOGICOS SAS,43615706,
EPSS02,SALUD TOTAL,900342064.0,SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S,186057530,
EPSS02,SALUD TOTAL,900345765.0,EMPRESA MULTIACTIVA DE SALUD,9404186,
EPSS02,SALUD TOTAL,900346322.0,UNIDAD VIDEO DIAGNOSTICA DE LA MUJER S.A.S.,10132500,
EPSS02,SALUD TOTAL,900346943.0,CENTRO ODONTOLOGICO ORAL STETIC E.U.,1451382,
EPSS02,SALUD TOTAL,900346953.0,CARDIOSALUD EJE CAFETERO S.A.S.,40885169,
EPSS02,SALUD TOTAL,900347399.0,EXPORT HEALTH S.A.S,4739280,
EPSS02,SALUD TOTAL,900358882.0,CENTRO INTEGRAL DE REHABILITACION CIENAGA LTDA,8708179,
EPSS02,SALUD TOTAL,900359092.0,INSTITUTO NACIONAL DE DEMENCIAS EMANUEL SAS,15797600,
EPSS02,SALUD TOTAL,900369003.0,HOGARSALUD IPS SOCIEDAD POR ACCIONES SIMPLIFICADAS,12911024,
EPSS02,SALUD TOTAL,900373690.0,UNIDHOS S.A.S,7028885,
EPSS02,SALUD TOTAL,900377863.0,UNION DE CIRUJANOS S.A.S.,27753434,
EPSS02,SALUD TOTAL,900378914.0,UNIDAD DE CUIDADOS INTENSIVOS NEONATALES DE MAGANGUE SAS,10577957,
EPSS02,SALUD TOTAL,900379727.0,AUVIMER SALUD INTEGRAL EN CASA SAS,1018744,
EPSS02,SALUD TOTAL,900385265.0,HOUSE CARE MEDICAL IPS S.A.S,12444860,
EPSS02,SALUD TOTAL,900385457.0,ASISTENCIA Y LOGISTICA PRE HOSPITALARIA DE ANTIOQUIA S.A.S,10538715,
EPSS02,SALUD TOTAL,900385628.0,MEDICENTRO FAMILIAR IPS SAS,37724906,
EPSS02,SALUD TOTAL,900386591.0,GYO MEDICAL I.P.S. S.A.S.,25541487,
EPSS02,SALUD TOTAL,900390423.0,PROMOTORA CLINICA ZONA FRANCA DE URABA SAS,56021280,
EPSS02,SALUD TOTAL,900394021.0,MEDICLINICOS IPS S.A.S,78223344,
EPSS02,SALUD TOTAL,900404554.0,SOCIEDAD REGIONAL DE CIRUGIA OCULAR S.A.S.,5369518,
EPSS02,SALUD TOTAL,900407111.0,GENCELL PHARMA S.A.S,79868699,
EPSS02,SALUD TOTAL,900412760.0,AMBULANCIAS PROYECTAR SAS,7468413,
EPSS02,SALUD TOTAL,900413177.0,FUNDACION FUNPAZ,37471018,
EPSS02,SALUD TOTAL,900413905.0,ALIVIUM S.A.S,19352700,
EPSS02,SALUD TOTAL,900413988.0,NP MEDICAL IPS SAS,10785707,
EPSS02,SALUD TOTAL,900420664.0,GRUPO EMPRESARIAL SALUD POSITIVA S.A.S.,49974290,
EPSS02,SALUD TOTAL,900420751.0,SPORT MEDICAL CENTER IPS GUSTAVO PORTELA SAS,6307920,
EPSS02,SALUD TOTAL,900421895.0,FUNDACIÓN CLINICA DEL NORTE,30639108,
EPSS02,SALUD TOTAL,900422064.0,CENTRO ESPECIALIZADO DE UROLOGIA S.A.S,5368351,
EPSS02,SALUD TOTAL,900422757.0,IPS FUNDACION SERSOCIAL SEDE CARTAGENA,1529477,
EPSS02,SALUD TOTAL,900431550.0,CLINICA LA VICTORIA S.A.S.,8804854,
EPSS02,SALUD TOTAL,900434332.0,LABORATORIO CLINICO SANTA LUCIA IPS S.A.S.,49729689,
EPSS02,SALUD TOTAL,900436223.0,FUNDACION CONEXION IPS,41857631,
EPSS02,SALUD TOTAL,900438572.0,CENTRO TERAPEUTICO RE-ENCONTRARSE S.A.S.,74889922,
EPSS02,SALUD TOTAL,900444808.0,IPS SALUD MEDICAL S.A.S.,21291840,
EPSS02,SALUD TOTAL,900448414.0,UNIDAD INTEGRAL DE ATENCION SILOE S.A.S.,9329690,
EPSS02,SALUD TOTAL,900449203.0,ADMDATA S.A.S,13779464,
EPSS02,SALUD TOTAL,900458032.0,SERVICIO CARDIOCRITICO DEL TOLIMA S.A.S.,30292121,
EPSS02,SALUD TOTAL,900464696.0,INVERSIONES JESUS MARIA S-A-S,3494199,
EPSS02,SALUD TOTAL,900465319.0,OINSAMED S.A.S.,198742186,
EPSS02,SALUD TOTAL,900470909.0,NUEVA CLÍNICA EL BARZAL S.A.S,33219810,
EPSS02,SALUD TOTAL,900481969.0,MEDILAB SALUD OCUPACIONAL IPS S.A.S,2581550,
EPSS02,SALUD TOTAL,900483518.0,HUMANIZAR SALUD INTEGRAL S.A.S.,14136690,
EPSS02,SALUD TOTAL,900487816.0,CENTRO DE REHABILITACIÓN INTEGRAL NIÑOS FELICES IPS SAS,1200000,
EPSS02,SALUD TOTAL,900491883.0,CLINICA LA ERMITA DE CARTAGENA S.A.S.,1925076210,
EPSS02,SALUD TOTAL,900494089.0,CENDITER S.A.S.,12113017,
EPSS02,SALUD TOTAL,900497022.0,IPS DIVINA MISERICORDIA MEDICINA ESPECIALIZADA S.A.S.,107072118,
EPSS02,SALUD TOTAL,900498069.0,CLINICA REGIONAL DE ESPECIALISTAS SINAIS VITAIS SAS,251201460,
EPSS02,SALUD TOTAL,900502267.0,CENTROS DE CONSULTA S.A.S.,2552406,
EPSS02,SALUD TOTAL,900502986.0,IPS CENTRO PSICOTERAPEUTICO INTEGRAL SAS,14435786,
EPSS02,SALUD TOTAL,900503124.0,INSTITUTO NEUMOLOGICO DE CORDOBA,7002600,
EPSS02,SALUD TOTAL,900517542.0,CLINICA FUNDACION-IPS-SAS,52673802,
EPSS02,SALUD TOTAL,900518958.0,OTORRINOLARINGOLOGOS ASOCIADOS DE CORDOBA S.A.S,6422959,
EPSS02,SALUD TOTAL,900518967.0,ANGELES AL LLAMADO ATENCION PREHOSPITALARIA S.A.S.,57782050,
EPSS02,SALUD TOTAL,900519519.0,SANARTE MEDICINA ESPECIALIZADA SAS,120442315,
