DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
DICIEMBRE 2023",OBSERVACIÓN
15580,BOYACA,QUIPAMA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,176576,
15580,BOYACA,QUIPAMA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,289884,
15580,BOYACA,QUIPAMA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,151200,
15580,BOYACA,QUIPAMA,EPSS37,Nueva Eps,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,Capitacion,1088285,
15580,BOYACA,QUIPAMA,EPSS41,Nueva Eps,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,Capitacion,14919398,
15580,BOYACA,QUIPAMA,ESS024,Coosalud,820002854,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ,Capitacion,48231789,
15599,BOYACA,RAMIRIQUI,EPSS37,Nueva Eps,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,Capitacion,10998432,
15599,BOYACA,RAMIRIQUI,EPSS41,Nueva Eps,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,Capitacion,102754304,
15599,BOYACA,RAMIRIQUI,ESS024,Coosalud,891800644,ESE HOSPITAL SAN VICENTE DE RAMIRIQUI,Capitacion,60234685,
15600,BOYACA,RAQUIRA,CCF055,Cajacopi,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,Capitacion,5380820,
15600,BOYACA,RAQUIRA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,273714,
15600,BOYACA,RAQUIRA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,263884,
15600,BOYACA,RAQUIRA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,443156,
15600,BOYACA,RAQUIRA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,223440,
15600,BOYACA,RAQUIRA,EPSS37,Nueva Eps,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,Capitacion,3139125,
15600,BOYACA,RAQUIRA,EPSS41,Nueva Eps,820000886,ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA,Capitacion,36737275,
15621,BOYACA,RONDON,CCF055,Cajacopi,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,Capitacion,2808266,
15621,BOYACA,RONDON,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,171843,
15621,BOYACA,RONDON,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,163824,
15621,BOYACA,RONDON,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,278222,
15621,BOYACA,RONDON,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,140280,
15621,BOYACA,RONDON,EPSS37,Nueva Eps,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,Capitacion,1210680,
15621,BOYACA,RONDON,EPSS41,Nueva Eps,820003444,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL,Capitacion,29799720,
15632,BOYACA,SABOYA,CCF055,Cajacopi,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,32475179,
15632,BOYACA,SABOYA,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,3855810,
15632,BOYACA,SABOYA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,1189524,
15632,BOYACA,SABOYA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1134994,
15632,BOYACA,SABOYA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1925896,
15632,BOYACA,SABOYA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,971040,
15632,BOYACA,SABOYA,EPSS37,Nueva Eps,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,3227288,
15632,BOYACA,SABOYA,EPSS41,Nueva Eps,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,127368846,
15632,BOYACA,SABOYA,ESS024,Coosalud,820003431,ESE CENTRO DE SALUD SAN VICENTE FERRER,Capitacion,23238900,
15638,BOYACA,SACHICA,CCF055,Cajacopi,820004060,EMPRESA SOCIAL DEL ESTADO CENTRO DE SACHICA,Capitacion,38048205,
15638,BOYACA,SACHICA,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,9418290,
15638,BOYACA,SACHICA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,3885504,
15638,BOYACA,SACHICA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3712028,
15638,BOYACA,SACHICA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,6235838,
15638,BOYACA,SACHICA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,3171840,
15646,BOYACA,SAMACA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,133770,
15646,BOYACA,SAMACA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,129489,
15646,BOYACA,SAMACA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,216580,
15646,BOYACA,SAMACA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,109200,
15646,BOYACA,SAMACA,EPSS37,Nueva Eps,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,Capitacion,12020616,
15646,BOYACA,SAMACA,EPSS41,Nueva Eps,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,Capitacion,67718480,
15646,BOYACA,SAMACA,ESS024,Coosalud,891800335,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA,Capitacion,109924941,
15660,BOYACA,SAN EDUARDO,ESS024,Coosalud,820003906,ESE CENTRO DE SALUD JAIME DIAZ PEREZ,Capitacion,25121811,
15660,BOYACA,SAN EDUARDO,ESS024,Coosalud,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,Capitacion,2566933,
15664,BOYACA,SAN JOSE DE PARE,CCF055,Cajacopi,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,Capitacion,8786746,
15664,BOYACA,SAN JOSE DE PARE,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,655473,
15664,BOYACA,SAN JOSE DE PARE,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,625865,
15664,BOYACA,SAN JOSE DE PARE,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1061242,
15664,BOYACA,SAN JOSE DE PARE,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,535080,
15664,BOYACA,SAN JOSE DE PARE,EPSS37,Nueva Eps,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,Capitacion,1513806,
15664,BOYACA,SAN JOSE DE PARE,EPSS41,Nueva Eps,820003360,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE,Capitacion,45800355,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,Cajacopi,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,208554565,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,2438730,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2328847,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,3868452,
15667,BOYACA,SAN LUIS DE GACENO,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1990800,
15667,BOYACA,SAN LUIS DE GACENO,EPSS37,Nueva Eps,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,2734318,
15667,BOYACA,SAN LUIS DE GACENO,EPSS41,Nueva Eps,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,21487626,
15673,BOYACA,SAN MATEO,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,6108614,
15673,BOYACA,SAN MATEO,CCF055,Cajacopi,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,38152343,
15673,BOYACA,SAN MATEO,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,2520021,
15673,BOYACA,SAN MATEO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2407325,
15673,BOYACA,SAN MATEO,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,3976742,
15673,BOYACA,SAN MATEO,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2057160,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,Cajacopi,820003401,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,Capitacion,2334549,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,336277,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,55566,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,89964,
15676,BOYACA,SAN MIGUEL DE SEMA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,45360,
15676,BOYACA,SAN MIGUEL DE SEMA,EPSS41,Nueva Eps,820003401,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA,Capitacion,29666427,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,Cajacopi,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,14551386,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,578298,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,553273,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,936292,
15681,BOYACA,SAN PABLO DE BORBUR,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,472080,
15681,BOYACA,SAN PABLO DE BORBUR,EPSS37,Nueva Eps,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,2412045,
15681,BOYACA,SAN PABLO DE BORBUR,EPSS41,Nueva Eps,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,55691439,
15681,BOYACA,SAN PABLO DE BORBUR,ESS024,Coosalud,820003422,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR,Capitacion,20049025,
15686,BOYACA,SANTANA,CCF055,Cajacopi,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,Capitacion,25779505,
15686,BOYACA,SANTANA,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,3304619,
15686,BOYACA,SANTANA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,1403556,
15686,BOYACA,SANTANA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1340019,
15686,BOYACA,SANTANA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2272424,
15686,BOYACA,SANTANA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1145760,
15686,BOYACA,SANTANA,EPSS37,Nueva Eps,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,Capitacion,5071456,
15686,BOYACA,SANTANA,EPSS41,Nueva Eps,820003632,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA,Capitacion,83713760,
15690,BOYACA,SANTA MARIA,CCF055,Cajacopi,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,118848566,
15690,BOYACA,SANTA MARIA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,1359309,
15690,BOYACA,SANTA MARIA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1300779,
15690,BOYACA,SANTA MARIA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2155804,
15690,BOYACA,SANTA MARIA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1109640,
15690,BOYACA,SANTA MARIA,EPSS37,Nueva Eps,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,2848510,
15690,BOYACA,SANTA MARIA,EPSS41,Nueva Eps,860060016,ESE HOSPITAL SAN FRANCISCO,Capitacion,16900380,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,1125138,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,520674,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,496376,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,842996,
15693,BOYACA,SANTA ROSA DE VITERBO,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,425040,
15693,BOYACA,SANTA ROSA DE VITERBO,EPSS37,Nueva Eps,891855438,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,Capitacion,4738784,
15693,BOYACA,SANTA ROSA DE VITERBO,EPSS41,Nueva Eps,891855438,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,Capitacion,78686744,
15696,BOYACA,SANTA SOFIA,CCF055,Cajacopi,820003284,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA SOFIA,Capitacion,11022969,
15696,BOYACA,SANTA SOFIA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,710010,
15696,BOYACA,SANTA SOFIA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,676876,
15696,BOYACA,SANTA SOFIA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1139544,
15696,BOYACA,SANTA SOFIA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,579600,
15720,BOYACA,SATIVANORTE,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,2730672,
15720,BOYACA,SATIVANORTE,CCF055,Cajacopi,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,17713447,
15720,BOYACA,SATIVANORTE,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,1122639,
15720,BOYACA,SATIVANORTE,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1072211,
15720,BOYACA,SATIVANORTE,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1764294,
15720,BOYACA,SATIVANORTE,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,916440,
15740,BOYACA,SIACHOQUE,CCF055,Cajacopi,820003684,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIACHOQUE,Capitacion,39923124,
15740,BOYACA,SIACHOQUE,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,2134146,
15740,BOYACA,SIACHOQUE,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2035534,
15740,BOYACA,SIACHOQUE,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,3418632,
15740,BOYACA,SIACHOQUE,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1742160,
15740,BOYACA,SIACHOQUE,EPSS41,Nueva Eps,820003684,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIACHOQUE,Capitacion,26454769,
15753,BOYACA,SOATA,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,179516,
15753,BOYACA,SOATA,CCF055,Cajacopi,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,1264982,
15753,BOYACA,SOATA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,81291,
15753,BOYACA,SOATA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,176596,
15753,BOYACA,SOATA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,66360,
15755,BOYACA,SOCOTA,CCF055,Cajacopi,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,Capitacion,792951,
15755,BOYACA,SOCOTA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,117306,
15755,BOYACA,SOCOTA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,111832,
15755,BOYACA,SOCOTA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,189924,
15755,BOYACA,SOCOTA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,95760,
15755,BOYACA,SOCOTA,EPSS37,Nueva Eps,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,Capitacion,3448444,
15755,BOYACA,SOCOTA,EPSS41,Nueva Eps,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,Capitacion,21483242,
15755,BOYACA,SOCOTA,ESS024,Coosalud,826002060,ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ,Capitacion,60011353,
15757,BOYACA,SOCHA,EPSS37,Nueva Eps,881862576,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA,Capitacion,16537383,
15757,BOYACA,SOCHA,EPSS41,Nueva Eps,881862576,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA,Capitacion,23700890,
15757,BOYACA,SOCHA,ESS024,Coosalud,881862576,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA,Capitacion,20810794,
15759,BOYACA,SOGAMOSO,CCF055,Cajacopi,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,26136379,
15759,BOYACA,SOGAMOSO,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,3587800,
15759,BOYACA,SOGAMOSO,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,1567167,
15759,BOYACA,SOGAMOSO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1497956,
15759,BOYACA,SOGAMOSO,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2663934,
15759,BOYACA,SOGAMOSO,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1279320,
15759,BOYACA,SOGAMOSO,EPSS37,Nueva Eps,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,40460118,
15759,BOYACA,SOGAMOSO,EPSS41,Nueva Eps,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,605658510,
15759,BOYACA,SOGAMOSO,ESS024,Coosalud,826000923,SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO,Capitacion,82306350,
15761,BOYACA,SOMONDOCO,CCF055,Cajacopi,820002608,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO,Capitacion,2318366,
15761,BOYACA,SOMONDOCO,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,343862,
15761,BOYACA,SOMONDOCO,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,293265,
15761,BOYACA,SOMONDOCO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,279579,
15761,BOYACA,SOMONDOCO,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,474810,
15761,BOYACA,SOMONDOCO,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,239400,
15761,BOYACA,SOMONDOCO,EPSS41,Nueva Eps,820002608,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO,Capitacion,24818817,
15762,BOYACA,SORA,EPSS37,Nueva Eps,820003357,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA,Capitacion,1483500,
15762,BOYACA,SORA,EPSS41,Nueva Eps,820003357,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA,Capitacion,21908500,
15763,BOYACA,SOTAQUIRA,EPSS37,Nueva Eps,820003374,EMPRESA SOCIAL ESTADO CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA,Capitacion,3977500,
15763,BOYACA,SOTAQUIRA,EPSS41,Nueva Eps,820003374,EMPRESA SOCIAL ESTADO CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA,Capitacion,82186250,
15764,BOYACA,SORACA,CCF055,Cajacopi,820003533,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FE Y ESPERANZA SORACA,Capitacion,12887967,
15764,BOYACA,SORACA,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,566979,
15764,BOYACA,SORACA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,540520,
15764,BOYACA,SORACA,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,917966,
15764,BOYACA,SORACA,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,462840,
15764,BOYACA,SORACA,EPSS37,Nueva Eps,820003533,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FE Y ESPERANZA SORACA,Capitacion,4674620,
15764,BOYACA,SORACA,EPSS41,Nueva Eps,820003533,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FE Y ESPERANZA SORACA,Capitacion,69860704,
15774,BOYACA,SUSACON,CCF055,Cajacopi,826002625,E.S.E. CENTRO DE SALUD HECTOR PINEDA GALLO SUSACON,Capitacion,21636290,
15774,BOYACA,SUSACON,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,4412058,
15774,BOYACA,SUSACON,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,1849113,
15774,BOYACA,SUSACON,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1762821,
15774,BOYACA,SUSACON,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2903838,
15774,BOYACA,SUSACON,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1509480,
15776,BOYACA,SUTAMARCHAN,CCF055,Cajacopi,820003876,E.S.E. CENTRO DE SALUD SANTO ECCEHOMO DE SUTAMARCHAN,Capitacion,14620279,
15776,BOYACA,SUTAMARCHAN,CCF055,Cajacopi,900338671,IPS OXI CARE S.A.S,Capitacion,821142,
15776,BOYACA,SUTAMARCHAN,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,784784,
15776,BOYACA,SUTAMARCHAN,CCF055,Cajacopi,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1329468,
15776,BOYACA,SUTAMARCHAN,CCF055,Cajacopi,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,670320,
15776,BOYACA,SUTAMARCHAN,EPSS37,Nueva Eps,820003876,E.S.E. CENTRO DE SALUD SANTO ECCEHOMO DE SUTAMARCHAN,Capitacion,2856189,
15776,BOYACA,SUTAMARCHAN,EPSS41,Nueva Eps,820003876,E.S.E. CENTRO DE SALUD SANTO ECCEHOMO DE SUTAMARCHAN,Capitacion,79884728,
15778,BOYACA,SUTATENZA,CCF055,Cajacopi,828002423,DISCOLMEDICA S. A. S,Capitacion,490510,
