DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,TOTAL GIRO OCTUBRE 2023,OBSERVACIÓN
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,400281,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,389389,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,648074,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,667135,
15131,BOYACA,CALDAS,EPSS41,NUEVA EPS,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,Capitacion,7882450,
15131,BOYACA,CALDAS,EPSS41,NUEVA EPS,900152996,CARVAJAL LABORATORIOS I.P.S. S.A.S.,Capitacion,3453873,
15135,BOYACA,CAMPOHERMOSO,ESS024,COOSALUD,820003910,E.S.E CENTRO DE SALUD CAMPOHERMOSO,Capitacion,38793944,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1029,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1666,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1715,
15162,BOYACA,CERINZA,EPSS41,NUEVA EPS,826002641,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA,Capitacion,14578205,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,847014,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,7280890,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,411600,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,400400,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,666400,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,686000,
15172,BOYACA,CHINAVITA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,357952,
15172,BOYACA,CHINAVITA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,36309756,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,33188431,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,4338734,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1680357,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1639638,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2720578,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2800595,
15176,BOYACA,CHIQUINQUIRA,EPSS37,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,31748488,
15176,BOYACA,CHIQUINQUIRA,EPSS41,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,355198383,
15176,BOYACA,CHIQUINQUIRA,ESS024,COOSALUD,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Capitacion,66808081,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,6327175,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,Capitacion,58522843,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,2667168,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2598596,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,4183326,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,4445280,
15183,BOYACA,CHITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,12954283,
15183,BOYACA,CHITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,104736479,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,5532933,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,5386381,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,8749832,
15183,BOYACA,CHITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,9221555,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,Capitacion,8685192,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,438354,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,426426,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,709716,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,730590,
15185,BOYACA,CHITARAQUE,ESS024,COOSALUD,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,Capitacion,73963331,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1029,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1666,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1715,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,Capitacion,5254145,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,413658,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,402402,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,669732,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,689430,
15189,BOYACA,CIENEGA,EPSS37,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,Capitacion,1305122,
15189,BOYACA,CIENEGA,EPSS41,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,Capitacion,42977116,
15189,BOYACA,CIENEGA,ESS024,COOSALUD,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,Capitacion,10674635,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,79233,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,124950,
15204,BOYACA,COMBITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,132055,
15204,BOYACA,COMBITA,EPSS37,NUEVA EPS,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,Capitacion,3238660,
15204,BOYACA,COMBITA,EPSS41,NUEVA EPS,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,Capitacion,36776350,
15204,BOYACA,COMBITA,ESS024,COOSALUD,820003411,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE COMBITA,Capitacion,70342903,
15212,BOYACA,COPER,CCF055,CAJACOPI,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,Capitacion,3533587,
15212,BOYACA,COPER,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,214032,
15212,BOYACA,COPER,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,208208,
15212,BOYACA,COPER,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,346528,
15212,BOYACA,COPER,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,356720,
15212,BOYACA,COPER,EPSS41,NUEVA EPS,820003571,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LUIS LANCHEROS,Capitacion,41088405,
15215,BOYACA,CORRALES,EPSS37,NUEVA EPS,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,Capitacion,1427370,
15215,BOYACA,CORRALES,EPSS41,NUEVA EPS,826002693,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD CORRALES,Capitacion,9033213,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,295771,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,2375317,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,185220,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,180180,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,294882,
15218,BOYACA,COVARACHIA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,308700,
15218,BOYACA,COVARACHIA,ESS024,COOSALUD,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,Capitacion,36547801,
15223,BOYACA,CUBARA,EPSS37,NUEVA EPS,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,Capitacion,2475080,
15223,BOYACA,CUBARA,EPSS41,NUEVA EPS,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,Capitacion,157282700,
15223,BOYACA,CUBARA,ESS024,COOSALUD,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,Capitacion,71216686,
15224,BOYACA,CUCAITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,3087,
15224,BOYACA,CUCAITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,4998,
15224,BOYACA,CUCAITA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,5145,
15226,BOYACA,CUITIVA,EPSS41,NUEVA EPS,900152996,CARVAJAL LABORATORIOS I.P.S. S.A.S.,Capitacion,2074430,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,820003365,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,Capitacion,32945687,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,4298263,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1822359,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1774773,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2878848,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,3037265,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,1977381,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,16192920,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,749112,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,728728,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1139544,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1248520,
15236,BOYACA,CHIVOR,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,2574999,
15236,BOYACA,CHIVOR,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,12662552,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,Capitacion,31874021,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,4817686,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1960245,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1916915,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,3381980,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,3267075,
15238,BOYACA,DUITAMA,EPSS37,NUEVA EPS,891856507,SOCIEDAD CLINICA BOYACA LIMITADA,Capitacion,3768580,
15238,BOYACA,DUITAMA,EPSS41,NUEVA EPS,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,Capitacion,96381267,
15238,BOYACA,DUITAMA,ESS024,COOSALUD,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,Capitacion,91685202,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,7303189,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,Capitacion,65140714,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,3078768,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3005002,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,4873050,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,5131280,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,4447456,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,Capitacion,41456240,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1868664,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1818817,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2955484,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,3114440,
15272,BOYACA,FIRAVITOBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,67914,
15272,BOYACA,FIRAVITOBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,106624,
15272,BOYACA,FIRAVITOBA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,113190,
15272,BOYACA,FIRAVITOBA,EPSS37,NUEVA EPS,826002676,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,Capitacion,2015590,
15272,BOYACA,FIRAVITOBA,EPSS41,NUEVA EPS,826002676,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,Capitacion,24498146,
15276,BOYACA,FLORESTA,EPSS37,NUEVA EPS,826002164,ESE CENTRO DE SALUD DE FLORESTA,Capitacion,1590000,
15276,BOYACA,FLORESTA,EPSS41,NUEVA EPS,826002164,ESE CENTRO DE SALUD DE FLORESTA,Capitacion,15482625,
15293,BOYACA,GACHANTIVA,ESS024,COOSALUD,820003638,E.S.E. CENTRO DE SALUD SAN ANTONIO DE PADUA,Capitacion,31240479,
15293,BOYACA,GACHANTIVA,ESS024,COOSALUD,891800906,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,Capitacion,7138091,
15296,BOYACA,GAMEZA,EPSS37,NUEVA EPS,826001960,EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE,Capitacion,5193185,
15296,BOYACA,GAMEZA,EPSS41,NUEVA EPS,826001960,EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE,Capitacion,47819913,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,3307147,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,28428072,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1342845,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1308307,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,2174130,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,2238075,
15299,BOYACA,GARAGOA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,20452746,
15299,BOYACA,GARAGOA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,85528156,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,2695309,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,Capitacion,19941254,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,1131900,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1105104,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1790950,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1886500,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,1173178,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,10084576,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,544341,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,529529,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,881314,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,907235,
15322,BOYACA,GUATEQUE,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,18506611,
15322,BOYACA,GUATEQUE,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,91165900,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,869770,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,7476496,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,401310,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,391391,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,649740,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,668850,
15325,BOYACA,GUAYATA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,2154069,
15325,BOYACA,GUAYATA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,Capitacion,37898168,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,Capitacion,95769310,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,Capitacion,8363156,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,Capitacion,136574462,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900109859,ASOCIACION PRO FARMACIA U´WA,Capitacion,3534510,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,3405990,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3430427,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,5514460,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,5676650,
15362,BOYACA,IZA,EPSS41,NUEVA EPS,826002720,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""LUIS PATIÑO CAMARGO"" DEL MUNICIPIO DE IZA",Capitacion,10295527,
15362,BOYACA,IZA,EPSS41,NUEVA EPS,900152996,CARVAJAL LABORATORIOS I.P.S. S.A.S.,Capitacion,1676392,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,Capitacion,12650081,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,Capitacion,724416,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,705705,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,Capitacion,1164534,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,901555885,ASOCIACION DE SERVICIOS DE PROMOCION Y PREVENCION EN ATENCION FAMILIAR SAS,Capitacion,1207360,
15367,BOYACA,JENESANO,EPSS37,NUEVA EPS,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,Capitacion,2527917,
15367,BOYACA,JENESANO,EPSS41,NUEVA EPS,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,Capitacion,18089650,
15368,BOYACA,JERICO,CCF055,CAJACOPI,826001918,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA NATIVIDAD,Capitacion,25873820,
