DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO ($)MARZO 2023",OBSERVACIÓN
13549,BOLIVAR,PINILLOS,ESS207,MUTUAL SER,806007343,ESE HOSPITAL SAN NICOLAS DE TOLENTINO,399221078,
13549,BOLIVAR,PINILLOS,ESS207,MUTUAL SER,806016046,SURSALUD IPS S.A.S,25414445,
13580,BOLIVAR,REGIDOR,ESS207,MUTUAL SER,806008153,ESE HOSPITAL LOCAL LA CANDELARIA,45038716,
13600,BOLIVAR,RIO VIEJO,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,135617,
13600,BOLIVAR,RIO VIEJO,ESS207,MUTUAL SER,806008153,ESE HOSPITAL LOCAL LA CANDELARIA,93713575,
13620,BOLIVAR,SAN CRISTOBAL,EPSS37,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,479136,
13620,BOLIVAR,SAN CRISTOBAL,ESS024,COOSALUD,806007923,E.S.E. HOSPITAL LOCAL ARJONA,663214,
13620,BOLIVAR,SAN CRISTOBAL,ESS207,MUTUAL SER,806007923,E.S.E. HOSPITAL LOCAL ARJONA,120280762,
13647,BOLIVAR,SAN ESTANISLAO,EPSS37,NUEVA EPS,806007238,E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA,5120440,
13647,BOLIVAR,SAN ESTANISLAO,EPSS41,NUEVA EPS,806007238,E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA,22073326,
13647,BOLIVAR,SAN ESTANISLAO,ESS024,COOSALUD,806007238,E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA,139058173,
13647,BOLIVAR,SAN ESTANISLAO,ESS207,MUTUAL SER,806007238,E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA,74365951,
13650,BOLIVAR,SAN FERNANDO,CCF055,CAJACOPI,806007689,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,68834563,
13650,BOLIVAR,SAN FERNANDO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,4669665,
13650,BOLIVAR,SAN FERNANDO,EPSS37,NUEVA EPS,806007689,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,11110558,
13650,BOLIVAR,SAN FERNANDO,EPSS41,NUEVA EPS,806007689,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,23674268,
13650,BOLIVAR,SAN FERNANDO,ESS024,COOSALUD,806007689,ESE HOSPITAL LOCAL SANFERNANDO BOLIVAR,27440958,
13654,BOLIVAR,SAN JACINTO,ESS207,MUTUAL SER,806007303,E.S.E. DEL ESTADO HOSPITAL LOCAL DEL MUNICIPIO DE SAN JACINTO BOLIVAR,221049148,
13654,BOLIVAR,SAN JACINTO,ESS207,MUTUAL SER,900886235,ASOCIACIÓN MÉDICA LA FE SAS,18652407,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,CCF055,CAJACOPI,806014499,ESE CENTRO DE SALUD CON CAMA,13385254,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,1781803,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,855855,
13655,BOLIVAR,SAN JACINTO DEL CAUCA,ESS207,MUTUAL SER,806014499,ESE CENTRO DE SALUD CON CAMA,116027707,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,CCF055,CAJACOPI,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,21817868,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1725724,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,EPSS41,NUEVA EPS,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,13779936,
13657,BOLIVAR,SAN JUAN NEPOMUCENO,ESS207,MUTUAL SER,806006414,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,502903433,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,7669750,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,1049469,
13667,BOLIVAR,SAN MARTIN DE LOBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,508508,
13667,BOLIVAR,SAN MARTIN DE LOBA,EPSS37,NUEVA EPS,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,3812907,
13667,BOLIVAR,SAN MARTIN DE LOBA,EPSS41,NUEVA EPS,806007769,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,227683893,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,66670560,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,6910223,
13670,BOLIVAR,SAN PABLO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3311308,
13670,BOLIVAR,SAN PABLO,EPSS37,NUEVA EPS,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,33597342,
13670,BOLIVAR,SAN PABLO,EPSS41,NUEVA EPS,829000940,E.S.E. HOSPITAL LOCAL SAN PABLO,443081664,
13673,BOLIVAR,SANTA CATALINA,CCF055,CAJACOPI,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,34799952,
13673,BOLIVAR,SANTA CATALINA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2795793,
13673,BOLIVAR,SANTA CATALINA,EPSS37,NUEVA EPS,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,7389314,
13673,BOLIVAR,SANTA CATALINA,EPSS41,NUEVA EPS,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,3927366,
13673,BOLIVAR,SANTA CATALINA,ESS024,COOSALUD,806013609,ESE HOSPITAL LOCAL DE SANTA CATALINA DE ALEJANDRIA,111419515,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,1145785,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,271235,
13683,BOLIVAR,SANTA ROSA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,132132,
13683,BOLIVAR,SANTA ROSA,ESS024,COOSALUD,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,67472097,
13683,BOLIVAR,SANTA ROSA,ESS207,MUTUAL SER,806008270,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,165064770,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,69949569,
13688,BOLIVAR,SANTA ROSA DEL SUR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3732729,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS37,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,74947266,
13688,BOLIVAR,SANTA ROSA DEL SUR,EPSS41,NUEVA EPS,829001256,ESE HOSPITAL MANUEL ELKIN PATARROYO,703805328,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,2618457,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,23567295,
13744,BOLIVAR,SIMITI,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1255254,
13744,BOLIVAR,SIMITI,EPSS41,NUEVA EPS,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,58074485,
13744,BOLIVAR,SIMITI,ESS207,MUTUAL SER,900196366,E.S.E HOSPITAL SAN ANTONIO DE PADUA,210798263,
13760,BOLIVAR,SOPLAVIENTO,EPSS41,NUEVA EPS,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,6778905,
13760,BOLIVAR,SOPLAVIENTO,ESS024,COOSALUD,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,4629639,
13760,BOLIVAR,SOPLAVIENTO,ESS207,MUTUAL SER,806007780,E.S.E. CENTRO DE SALUD CON CAMAS VITELIO SARA CASTILLO,47735061,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS37,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,2069154,
13780,BOLIVAR,TALAIGUA NUEVO,EPSS41,NUEVA EPS,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,5787093,
13780,BOLIVAR,TALAIGUA NUEVO,ESS207,MUTUAL SER,806007464,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TALAIGUA NUEVO,128020423,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,61349730,
13810,BOLIVAR,TIQUISIO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,4879875,
13810,BOLIVAR,TIQUISIO,EPSS41,NUEVA EPS,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,5458144,
13810,BOLIVAR,TIQUISIO,ESS207,MUTUAL SER,806007567,ESE HOSPITAL SAN JUAN DE PUERTO RICO,248700024,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,806005602,ESE HOSPITAL LOCAL TURBACO,9613983,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,1383296,
13836,BOLIVAR,TURBACO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,647647,
13836,BOLIVAR,TURBACO,EPSS37,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,18819820,
13836,BOLIVAR,TURBACO,EPSS41,NUEVA EPS,806005602,ESE HOSPITAL LOCAL TURBACO,93556834,
13836,BOLIVAR,TURBACO,ESS024,COOSALUD,806005602,ESE HOSPITAL LOCAL TURBACO,66148519,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,806005602,ESE HOSPITAL LOCAL TURBACO,478963289,
13836,BOLIVAR,TURBACO,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,71127896,
13838,BOLIVAR,TURBANA,EPSS37,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,6716771,
13838,BOLIVAR,TURBANA,EPSS41,NUEVA EPS,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,1916882,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,806007817,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL TURBANA,82788254,
13838,BOLIVAR,TURBANA,ESS207,MUTUAL SER,900225898,CENTRO DE DIAGNOSTICO SALUD SOCIAL IPS LTDA,14425432,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,806007923,E.S.E. HOSPITAL LOCAL ARJONA,2332394,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,900009141,DISTRIBUIDORA DE MEDICAMENTOS DISTRIMED LTDA,283753,
13873,BOLIVAR,VILLANUEVA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,125125,
13873,BOLIVAR,VILLANUEVA,EPSS37,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,975384,
13873,BOLIVAR,VILLANUEVA,EPSS41,NUEVA EPS,806007923,E.S.E. HOSPITAL LOCAL ARJONA,21436509,
13873,BOLIVAR,VILLANUEVA,ESS024,COOSALUD,806007923,E.S.E. HOSPITAL LOCAL ARJONA,53523044,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,806007923,E.S.E. HOSPITAL LOCAL ARJONA,244738784,
13873,BOLIVAR,VILLANUEVA,ESS207,MUTUAL SER,901244198,IPS GONZALEZ RACERO S.A.S,2306018,
13894,BOLIVAR,ZAMBRANO,ESS024,COOSALUD,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,56784012,
13894,BOLIVAR,ZAMBRANO,ESS207,MUTUAL SER,806006914,E.S.E. HOSPITAL LOCAL SAN SEBASTIAN DE ZAMBRANO,121260866,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,44188934,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,8083295,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3235176,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3154151,
15001,BOYACA,TUNJA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,5237904,
15001,BOYACA,TUNJA,EPSS37,NUEVA EPS,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,35164040,
15001,BOYACA,TUNJA,EPSS41,NUEVA EPS,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,317712436,
15001,BOYACA,TUNJA,ESS024,COOSALUD,820003850,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,86104371,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,442315,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,3803450,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,189336,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,184184,
15022,BOYACA,ALMEIDA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,303212,
15022,BOYACA,ALMEIDA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1653092,
15022,BOYACA,ALMEIDA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,16341552,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,891855492,ESE SALUD AQUITANIA,4147400,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,210945,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,205205,
15047,BOYACA,AQUITANIA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,333200,
15047,BOYACA,AQUITANIA,EPSS37,NUEVA EPS,891855492,ESE SALUD AQUITANIA,5653095,
15047,BOYACA,AQUITANIA,EPSS41,NUEVA EPS,891855492,ESE SALUD AQUITANIA,118781502,
15051,BOYACA,ARCABUCO,EPSS37,NUEVA EPS,820003382,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO,2425005,
15051,BOYACA,ARCABUCO,EPSS41,NUEVA EPS,820003382,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ARCABUCO,36198711,
15087,BOYACA,BELEN,CCF055,CAJACOPI,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",6432000,
15087,BOYACA,BELEN,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1016314,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,417774,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,406406,
15087,BOYACA,BELEN,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,676396,
15087,BOYACA,BELEN,EPSS41,NUEVA EPS,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",55447200,
15087,BOYACA,BELEN,ESS024,COOSALUD,826002660,"ESE CENTRO DE SALUD ""NUESTRA SEÑORA DE BELEN""",7433722,
15090,BOYACA,BERBEO,ESS024,COOSALUD,820003929,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JUAN FRANCISCO BERBEO,20420918,
15092,BOYACA,BETEITIVA,EPSS37,NUEVA EPS,826002862,ESE CENTRO DE SALUD BETEITIVA,1489767,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,8531045,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,64390989,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3642660,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3548545,
15097,BOYACA,BOAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,5741036,
15097,BOYACA,BOAVITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,392094,
15097,BOYACA,BOAVITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1074628,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,5724000,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,329280,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,320320,
15104,BOYACA,BOYACA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,533120,
15104,BOYACA,BOYACA,EPSS41,NUEVA EPS,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,58075934,
15104,BOYACA,BOYACA,ESS024,COOSALUD,820003622,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE,4802000,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,2528,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1029,
15106,BOYACA,BRICENO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1666,
15109,BOYACA,BUENAVISTA,EPSS37,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,1019872,
15109,BOYACA,BUENAVISTA,EPSS41,NUEVA EPS,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,34559166,
15109,BOYACA,BUENAVISTA,ESS024,COOSALUD,820003550,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA ISABEL BUENAVISTA,18891080,
15114,BOYACA,BUSBANZA,EPSS37,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,641784,
15114,BOYACA,BUSBANZA,EPSS41,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,5738304,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,5410365,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,965849,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,400281,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,389389,
15131,BOYACA,CALDAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,648074,
15131,BOYACA,CALDAS,EPSS41,NUEVA EPS,820003456,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LAS MERCEDES CALDAS,15325989,
15135,BOYACA,CAMPOHERMOSO,ESS024,COOSALUD,820003910,E.S.E CENTRO DE SALUD CAMPOHERMOSO,35962894,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1029,
15162,BOYACA,CERINZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1666,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1003775,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,8065324,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,411600,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,400400,
15172,BOYACA,CHINAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,666400,
15172,BOYACA,CHINAVITA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1119226,
15172,BOYACA,CHINAVITA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,31201008,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,34734708,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4138991,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1680357,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1639638,
15176,BOYACA,CHIQUINQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2720578,
15176,BOYACA,CHIQUINQUIRA,EPSS37,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,28718337,
15176,BOYACA,CHIQUINQUIRA,EPSS41,NUEVA EPS,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,293910836,
15176,BOYACA,CHIQUINQUIRA,ESS024,COOSALUD,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,66572675,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,6286394,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,49609000,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2667168,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2598596,
15180,BOYACA,CHISCAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4183326,
15183,BOYACA,CHITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,13044342,
15183,BOYACA,CHITA,CCF055,CAJACOPI,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,98454635,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,5532933,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,5386381,
15183,BOYACA,CHITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,8749832,
15183,BOYACA,CHITA,EPSS37,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,1219848,
15183,BOYACA,CHITA,EPSS41,NUEVA EPS,891800611,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA,9900645,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,8420000,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,438354,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,426426,
15185,BOYACA,CHITARAQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,709716,
15185,BOYACA,CHITARAQUE,EPSS37,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,4123000,
15185,BOYACA,CHITARAQUE,EPSS41,NUEVA EPS,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,6215500,
15185,BOYACA,CHITARAQUE,ESS024,COOSALUD,820003580,ESE CENTRO DE SALUD DE CHITARAQUE,65925585,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1029,
15187,BOYACA,CHIVATA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1666,
15187,BOYACA,CHIVATA,EPSS41,NUEVA EPS,820003558,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DEL ROSARIO DE CHIVATA,4819269,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,6294800,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,413658,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,402402,
15189,BOYACA,CIENEGA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,669732,
15189,BOYACA,CIENEGA,EPSS37,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,1091235,
15189,BOYACA,CIENEGA,EPSS41,NUEVA EPS,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,36880580,
15189,BOYACA,CIENEGA,ESS024,COOSALUD,820002468,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE CIENEGA,9337319,
