COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO MAYO 2023,OBSERVACIÓN
EPSS02,SALUD TOTAL,800227072.0,EUSALUD S.A,41646129.0,
EPSS02,SALUD TOTAL,800227877.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,5558101.0,
EPSS02,SALUD TOTAL,800228215.0,CENTRO DE ALTA TECNOLOGIA DIAGNOSTICA DEL EJE CAFETERO S.A. - CEDICAF S.A.,141102798.0,
EPSS02,SALUD TOTAL,800228773.0,COOPERATIVA DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALUD DE DONMATIAS - PROSALCO,4380088.0,
EPSS02,SALUD TOTAL,800230028.0,CLINICA OFTALMOLOGICA QUINDIO S.A.,2357504.0,
EPSS02,SALUD TOTAL,800231235.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,760004969.0,
EPSS02,SALUD TOTAL,800232788.0,SOCIEDAD MEDICA VIDA S.A.S.,4301251.0,
EPSS02,SALUD TOTAL,800234860.0,LITOTRICIA S.A.,65024297.0,
EPSS02,SALUD TOTAL,800249700.0,INSTITUTO NEUMOLOGICO DEL ORIENTE S.A.,31644981.0,
EPSS02,SALUD TOTAL,800250625.0,CENTRO DE FISIOTERAPIA KENDALL LTDA,8687868.0,
EPSS02,SALUD TOTAL,800254132.0,MEDICADIZ S.A.S,244177464.0,
EPSS02,SALUD TOTAL,800255963.0,CLINICA SAN JOSE SAS,54835924.0,
EPSS02,SALUD TOTAL,801000713.0,ONCOLOGOS DEL OCCIDENTE S.A.S.,39894011.0,
EPSS02,SALUD TOTAL,801001323.0,INSTITUTO ESPECIALIZADO EN SALUD MENTAL IMES LTDA,6691380.0,
EPSS02,SALUD TOTAL,801001440.0,RED SALUD ARMENIA ESE UNIDAD INTERMEDIA DEL SUR,1923851.0,
EPSS02,SALUD TOTAL,802000909.0,CLINICA LOS ALMENDROS SAS,16763353.0,
EPSS02,SALUD TOTAL,802000955.0,INSTITUTO DE LA VISION DEL NORTE & CIA. LTDA.,93096999.0,
EPSS02,SALUD TOTAL,802001084.0,IPS CLINICA SANTA ANA DE BARANOA,3850567.0,
EPSS02,SALUD TOTAL,802001292.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE REPELON,3375929.0,
EPSS02,SALUD TOTAL,802003081.0,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,4861171.0,
EPSS02,SALUD TOTAL,802003414.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE JUAN DE ACOSTA,2751717.0,
EPSS02,SALUD TOTAL,802004166.0,NEFROSERVICIOS S.A.S,13612328.0,
EPSS02,SALUD TOTAL,802007798.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE GALAPA,6037284.0,
EPSS02,SALUD TOTAL,802009783.0,CLINICA SAN RAFAEL LTDA,104072095.0,
EPSS02,SALUD TOTAL,802010614.0,CENTRO CANCEROLOGICO DEL CARIBE CECAC LTDA,78484857.0,
EPSS02,SALUD TOTAL,802015154.0,FASALUD IPS S.A.S.,80290776.0,
EPSS02,SALUD TOTAL,802017015.0,SOCIEDAD BERBOJ SALUD LIMITADA DE SABANALARGA,47234709.0,
EPSS02,SALUD TOTAL,802019573.0,CLINICA PORVENIR LIMITADA,24504160.0,
EPSS02,SALUD TOTAL,802020128.0,INVERCLINICAS S.A.S.,27838503.0,
EPSS02,SALUD TOTAL,802021182.0,I.P.S. UNIDAD MEDICA ETICA S.A.S.,16242889.0,
EPSS02,SALUD TOTAL,802021332.0,CLINICA CENTRO S.A,5946939.0,
EPSS02,SALUD TOTAL,802022775.0,CENTRO DE SALUD AGRUPASALUD IPS SAS,13842356.0,
EPSS02,SALUD TOTAL,802024683.0,CENTRO DE REHABILITACION INTEGRAL DE SABANALARGA,5955649.0,
EPSS02,SALUD TOTAL,802025301.0,IPS CENTRO DE ATENCION PULMONAR CAP LTDA,10457851.0,
EPSS02,SALUD TOTAL,804005555.0,E.S.E. HOSPITAL SANTO DOMINGO SAVIO,5421924.0,
EPSS02,SALUD TOTAL,804006936.0,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,3625946.0,
EPSS02,SALUD TOTAL,804010244.0,SOCIEDAD CARDIOVASCULAR DE SANTANDER LTDA SCS,29909111.0,
EPSS02,SALUD TOTAL,804014839.0,INSTITUTO DEL CORAZÓN DE BUCARAMANGA S.A.,36963023.0,
EPSS02,SALUD TOTAL,804016971.0,MEDICAL CENTER SAS,91337801.0,
EPSS02,SALUD TOTAL,805011262.0,RTS S.A.S,10080000.0,
EPSS02,SALUD TOTAL,805016006.0,"AMIGOS DE LA SALUD, AMISALUD SAS",10197530.0,
EPSS02,SALUD TOTAL,805016406.0,ZENSA MEDICA SAS,86209050.0,
EPSS02,SALUD TOTAL,805017681.0,GAMANUCLEAR LTDA,25805551.0,
EPSS02,SALUD TOTAL,805019730.0,SOLAIR SAS,34519450.0,
EPSS02,SALUD TOTAL,805023423.0,SOCIEDAD N.S.D.R. S.A.S,1340849790.0,
EPSS02,SALUD TOTAL,805027261.0,E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,1071325.0,
EPSS02,SALUD TOTAL,805027287.0,E.S.E. RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO HOSPITAL JOAQUIN PAZ BORRERO,2741161.0,
EPSS02,SALUD TOTAL,805027337.0,RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO E.S.E,5320355.0,
EPSS02,SALUD TOTAL,805027743.0,DUMIAN MÉDICAL S.A.S,157093164.0,
EPSS02,SALUD TOTAL,806004548.0,CENTROMEDICO CRECER LTDA,1362250.0,
EPSS02,SALUD TOTAL,806004756.0,CENTRO DE CIRUGIA LASER OCULAR LTDA,6949413.0,
EPSS02,SALUD TOTAL,806005602.0,ESE HOSPITAL LOCAL TURBACO,28153601.0,
EPSS02,SALUD TOTAL,806006414.0,E.S.E. HOSPITAL LOCAL SAN JUAN NEPOMUCENO,3901627.0,
EPSS02,SALUD TOTAL,806007769.0,ESE HOSPITAL LOCAL SAN MARTIN DE LOBA,1092175.0,
EPSS02,SALUD TOTAL,806007923.0,E.S.E. HOSPITAL LOCAL ARJONA,9820894.0,
EPSS02,SALUD TOTAL,806008270.0,ESE HOSPITAL LOCAL SANTA ROSA DE LIMA,3185179.0,
EPSS02,SALUD TOTAL,806008356.0,UCI DEL CARIBE SAS,7910898.0,
EPSS02,SALUD TOTAL,806008390.0,REHABILITAR IPS,1865664.0,
EPSS02,SALUD TOTAL,806008439.0,CLINICA CARTAGENA DEL MAR S.A.S,153334470.0,
EPSS02,SALUD TOTAL,806011261.0,ESTRIOS SAS,8982362.0,
EPSS02,SALUD TOTAL,806013287.0,SERVICIOS FONOAUDIOLOGICOS DEL CARIBE S.A.S,1450118.0,
EPSS02,SALUD TOTAL,806013568.0,NEURODINAMIA S.A,165633457.0,
EPSS02,SALUD TOTAL,806013944.0,IMÁGENES Y RADIOLOGIA S.A.S.,44067226.0,
EPSS02,SALUD TOTAL,806015201.0,GESTION SALUD S.A.S.,174650933.0,
EPSS02,SALUD TOTAL,807004352.0,EMPRESA SOCIAL DEL ESTADO IMSALUD,3337910.0,
EPSS02,SALUD TOTAL,807004631.0,E.S.E.HOSPITAL LOCAL VILLA DEL ROSARIO,1552134.0,
EPSS02,SALUD TOTAL,807008857.0,ESE HOSPITAL REGIONAL NORTE,1570593.0,
EPSS02,SALUD TOTAL,809000383.0,HOSPITAL LOCAL VITO FASAEL GUTIERREZ PEDRAZA E.S.E.,36960980.0,
EPSS02,SALUD TOTAL,809001482.0,CLINICA DE OJOS DEL TOLIMA S.A.S,77317320.0,
EPSS02,SALUD TOTAL,809002913.0,PROMOVER SAS,141604977.0,
EPSS02,SALUD TOTAL,809003541.0,"HOSPITAL ""SAN ROQUE"" E.S.E. ALVARADO TOLIMA",27887155.0,
EPSS02,SALUD TOTAL,809003590.0,UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL DEL ESTADO,154450090.0,
EPSS02,SALUD TOTAL,809004280.0,HOSPITAL RICARDO ACOSTA NIVEL I EMPRESA SOCIAL DEL ESTADO,4213050.0,
EPSS02,SALUD TOTAL,809005452.0,HOSPITAL SANTA ROSA DE LIMA E. S. E.,28452918.0,
EPSS02,SALUD TOTAL,809009066.0,CLINICA LOS REMANSOS INSTITUTO TOLIMENSE DE SALUD MENTAL S.A.S,109929189.0,
EPSS02,SALUD TOTAL,809010893.0,INSTITUTO OFTALMOLOGICO DEL TOLIMA SAS,84906677.0,
EPSS02,SALUD TOTAL,809011517.0,MEDICINA INTENSIVA DEL TOLIMA S.A.,87897158.0,
EPSS02,SALUD TOTAL,809012505.0,UROCADIZ ESPECIALIDADES MEDICO QUIRURGICAS SAS,36712493.0,
EPSS02,SALUD TOTAL,810000913.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FELIX LA DORADA CALDAS,68656150.0,
EPSS02,SALUD TOTAL,810001392.0,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,1339719.0,
EPSS02,SALUD TOTAL,810002335.0,CENTRO DE DIAGNOSTICO UROLOGICO S.A C.D.U.S.A,67502579.0,
EPSS02,SALUD TOTAL,810002689.0,MYCAR IPS SAS,9683639.0,
EPSS02,SALUD TOTAL,810003245.0,CLÍNICA OSPEDALE MANIZALES S.A,44907395.0,
EPSS02,SALUD TOTAL,810006840.0,LABORATORIO DE PATOLOGÍA Y CITOLOGÍA CITOSALUD SAS,7551726.0,
EPSS02,SALUD TOTAL,811000136.0,COOPERATIVA DE SALUD SAN ESTEBAN,13414007.0,
EPSS02,SALUD TOTAL,811002429.0,CLINICA PAJONAL S.A.S,5521592.0,
EPSS02,SALUD TOTAL,811004956.0,"""FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN""",1798783.0,
EPSS02,SALUD TOTAL,811016192.0,HOSPITAL ALMA MÁTER DE ANTIOQUIA,20906173.0,
EPSS02,SALUD TOTAL,811038804.0,OFTALMOSERVICIOS IPS S.A.S.,4363764.0,
EPSS02,SALUD TOTAL,811042064.0,CENTRO CARDIOVASCULAR SOMER INCARE S A,10479347.0,
EPSS02,SALUD TOTAL,811046900.0,CLINICA CARDIO VID,24368823.0,
EPSS02,SALUD TOTAL,812000300.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS,6301771.0,
EPSS02,SALUD TOTAL,812000344.0,E.S.E. HOSPITAL MONTELIBANO,3638973.0,
EPSS02,SALUD TOTAL,812001219.0,E.S.E HOSPITAL SAN JORGE,6545414.0,
EPSS02,SALUD TOTAL,812001423.0,ESE CAMU SANTA TERESITA,9568554.0,
EPSS02,SALUD TOTAL,812002836.0,ESE CAMU DEL PRADO,9711225.0,
EPSS02,SALUD TOTAL,812002958.0,CLINICA LA TRINIDAD I.P.S. LTDA,24800180.0,
EPSS02,SALUD TOTAL,812002993.0,E.S.E CAMU IRIS LÓPEZ DURAN,1311979.0,
EPSS02,SALUD TOTAL,812003272.0,SOCIEDAD DE PATOLOGOS DE CORDOBA LTDA,2748585.0,
EPSS02,SALUD TOTAL,812003455.0,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,4336907.0,
EPSS02,SALUD TOTAL,812003726.0,E.S.E. CENTRO DE SALUD DE COTORRA,4711386.0,
EPSS02,SALUD TOTAL,812005130.0,ESPECIALISTAS ASOCIADOS S.A.,5232757.0,
EPSS02,SALUD TOTAL,812005323.0,TERAPIAS INTEGRALES S.A.S.,38572535.0,
EPSS02,SALUD TOTAL,812005522.0,FUNDACION AMIGOS DE LA SALUD,48296267.0,
EPSS02,SALUD TOTAL,812005644.0,CLINICA REGIONAL DEL SAN JORGE AGENCIA YOPAL,5734246.0,
EPSS02,SALUD TOTAL,812005726.0,EMPRESA SOCIAL DEL ESTADO VIDASINU,92122950.0,
EPSS02,SALUD TOTAL,812007194.0,ONCOMEDICA S.A.S,277191863.0,
EPSS02,SALUD TOTAL,812007286.0,CLÍNICA LAURELES PSIQUIATRAS ASOCIADOS. I.P.S S.A.S.,105443608.0,
EPSS02,SALUD TOTAL,812008004.0,MASVIDA DE LA COSTA S.A.S,33281045.0,
EPSS02,SALUD TOTAL,812008052.0,CITEN LTDA,16018632.0,
EPSS02,SALUD TOTAL,813001952.0,CLINICA MEDILASER S.A.S.,216760784.0,
EPSS02,SALUD TOTAL,813002940.0,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,7641637.0,
EPSS02,SALUD TOTAL,813010145.0,OFTALMOLASER - SOCIEDAD DE CIRUGIA DEL HUILA S.A,7131435.0,
EPSS02,SALUD TOTAL,813011577.0,CLINICA UROS S.A.S - TORRE A,559659262.0,
EPSS02,SALUD TOTAL,813011706.0,EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ,1156944.0,
EPSS02,SALUD TOTAL,814003448.0,AUDIOCOM IPS,160729503.0,
EPSS02,SALUD TOTAL,816001182.0,AUDIFARMA S.A.,10625192199.0,
EPSS02,SALUD TOTAL,816002451.0,CALCULASER S.A.,82592719.0,
EPSS02,SALUD TOTAL,816005003.0,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,22402983.0,
EPSS02,SALUD TOTAL,816007055.0,INSTITUTO DE EPILEPSIA Y PARKINSON DEL EJE CAFETERO S.A,135558719.0,
EPSS02,SALUD TOTAL,819000134.0,CENTRO CARDIOVASCULAR DEL MAGDALENA S.A.,9890884.0,
EPSS02,SALUD TOTAL,819000364.0,CLINICA DE LA MUJER S.A.,35653754.0,
EPSS02,SALUD TOTAL,819000413.0,CLINICA GENERAL DE CIENAGA S. A. S.,10571911.0,
EPSS02,SALUD TOTAL,819000626.0,E.S.E. HOSPITAL NUESTRA SEÑORA SANTA ANA,4107074.0,
EPSS02,SALUD TOTAL,819000736.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL RAFAEL PABA MANJARREZ,7148969.0,
EPSS02,SALUD TOTAL,819001107.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA,3287200.0,
EPSS02,SALUD TOTAL,819001302.0,E.S.E. HOSPITAL LOCAL DE TENERIFE,1628223.0,
EPSS02,SALUD TOTAL,819001483.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRAY LUIS DE LEON,16487250.0,
EPSS02,SALUD TOTAL,819001796.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,8240112.0,
EPSS02,SALUD TOTAL,819001980.0,CITOPAT DE LA COSTA LTDA,12044134.0,
EPSS02,SALUD TOTAL,819002176.0,COMPAÑÍA COLOMBIANA DE SALUD COLSALUD S.A,64733282.0,
EPSS02,SALUD TOTAL,819002228.0,CENTRO DE IMÁGENES DIAGNOSTICAS SANTA MARTA S.A.S,13213422.0,
EPSS02,SALUD TOTAL,819002534.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,7483536.0,
EPSS02,SALUD TOTAL,819002551.0,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,15439365.0,
EPSS02,SALUD TOTAL,819002934.0,FUNDACION SANAR KINESIS,11561722.0,
EPSS02,SALUD TOTAL,819003618.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,6366034.0,
EPSS02,SALUD TOTAL,819003632.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ZONA BANANERA,40935990.0,
EPSS02,SALUD TOTAL,819003863.0,PREVENCION Y SALUD INTEGRAL PARA LA FAMILIA IPS LTDA,5515725.0,
EPSS02,SALUD TOTAL,819004070.0,ESE ALEJANDRO PROSPERO REVEREND,9279723.0,
EPSS02,SALUD TOTAL,819004229.0,FUNDACION ESTILO DE VIDA SALUDABLE ESVIDA IPS,23112689.0,
EPSS02,SALUD TOTAL,819004318.0,ESE HOSPITAL LOCAL DE NUEVA GRANADA,1070595.0,
EPSS02,SALUD TOTAL,819005439.0,CARDIOSALUD S.A.S,4998000.0,
EPSS02,SALUD TOTAL,819005499.0,LITOPRADO SAS,19110000.0,
EPSS02,SALUD TOTAL,819006339.0,SURGIFAST S.A.,42727631.0,
EPSS02,SALUD TOTAL,819006461.0,GASTROMAG SAS,13960738.0,
EPSS02,SALUD TOTAL,820003850.0,EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA,146798306.0,
EPSS02,SALUD TOTAL,820005389.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,20035260.0,
EPSS02,SALUD TOTAL,821000831.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL RUBEN CRUZ VELEZ,2933872.0,
EPSS02,SALUD TOTAL,821003143.0,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO (SEDE 0001),3031633.0,
EPSS02,SALUD TOTAL,822000946.0,MEDICINA NUCLEAR DIAGNOSTICA S.A.S.,6118826.0,
EPSS02,SALUD TOTAL,822001338.0,CLINICA DEL SISTEMA NERVIOSO S.A.S,66960217.0,
EPSS02,SALUD TOTAL,822002459.0,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,16178311.0,
EPSS02,SALUD TOTAL,822006595.0,"EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE ""SOLUCION SALUD""",19553852.0,
EPSS02,SALUD TOTAL,822007351.0,CENTRO OFTALMOLOGICO DEL LLANO S.A.,10410033.0,
EPSS02,SALUD TOTAL,822007837.0,AMBULANCIAS DEL LLANO SAS,34034979.0,
EPSS02,SALUD TOTAL,823000571.0,I.PS. PATOLOGOS ASOCIADOS DE SUCRE LTDA,5621600.0,
EPSS02,SALUD TOTAL,823001035.0,ESE CENTRO DE SALUD SAN JOSE I NIVEL SAN MARCOS,3301987.0,
EPSS02,SALUD TOTAL,823002800.0,OFTALMOLOGOS ASOCIADOS DE LA COSTA SAS,58487298.0,
EPSS02,SALUD TOTAL,823002991.0,CLINICA SALUD SOCIAL S.A.S,259126554.0,
EPSS02,SALUD TOTAL,824000441.0,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,2250975.0,
EPSS02,SALUD TOTAL,824000442.0,ESE HOSPITAL SAN MARTIN,6704917.0,
EPSS02,SALUD TOTAL,824000450.0,HOSPITAL SAN JUAN BOSCO E.S.E,4517404.0,
EPSS02,SALUD TOTAL,824000469.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,8664207.0,
EPSS02,SALUD TOTAL,824000543.0,ESE HOSPITAL JORGE ISAAC RINCON TORRES,8495407.0,
EPSS02,SALUD TOTAL,824000687.0,SOCIEDAD DE ONCOLOGIA Y HEMATOLOGIA DEL CESAR S.A.S.,449067694.0,
EPSS02,SALUD TOTAL,824000785.0,ESE HOSPITAL LOCAL DE AGUACHICA,1710485.0,
EPSS02,SALUD TOTAL,824000986.0,CARBOSALUD S.A.S,7000140.0,
EPSS02,SALUD TOTAL,824001041.0,CLINICA MEDICOS S.A.,282805944.0,
EPSS02,SALUD TOTAL,824001252.0,CLINICA ERASMO LTDA,6585936.0,
EPSS02,SALUD TOTAL,824002277.0,CLINICA BUENOS AIRES S.A:S,2343694.0,
EPSS02,SALUD TOTAL,824002672.0,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,1450749.0,
EPSS02,SALUD TOTAL,824003102.0,CENTRAL DE PATOLOGIA DEL CESAR LTDA,18150707.0,
EPSS02,SALUD TOTAL,824003334.0,FUNDACION INTERNACIONAL PARA EL DESARROLLO DE LAS COMUNIDADES FIDEC,23935610.0,
EPSS02,SALUD TOTAL,824003994.0,CENTRO INTEGRAL DE OTORRINOLARINGOLOGIA DOCTOR LUIS ANGEL RODRIGUEZ BOLAÑO SAS,13180854.0,
EPSS02,SALUD TOTAL,824004330.0,MEDICINA NUCLEAR SA,47742164.0,
EPSS02,SALUD TOTAL,824004867.0,CLINICA OFTALMOLOGICA DE VALLEDUPAR SAS,95402207.0,
EPSS02,SALUD TOTAL,824005588.0,LABORATORIOS NANCY FLOREZ GARCIA S.A.S,3569537.0,
EPSS02,SALUD TOTAL,824005609.0,ASISTENCIA MEDICA INMEDIATA AMEDI S.A.S.,39646907.0,
EPSS02,SALUD TOTAL,824005651.0,SALUD HUMANA EMPRESA S.A.S,1754186.0,
EPSS02,SALUD TOTAL,824005694.0,CENTRO REGIONAL DE ONCOLOGIA SAS,174558755.0,
EPSS02,SALUD TOTAL,824006480.0,IMAGEN RADIOLOGICA DIAGNOSTICA S.A.S,5203592.0,
EPSS02,SALUD TOTAL,825001800.0,CLINICA SOMEDA S.A.S,26169870.0,
EPSS02,SALUD TOTAL,825003080.0,UNIDAD DE CUIDADOS INTENSIVOS RENACER LIMITADA,26909541.0,
EPSS02,SALUD TOTAL,825003685.0,URMEDICAS VIP S.A.S,9724040.0,
EPSS02,SALUD TOTAL,826000261.0,SERVICIOS INTEGRALES DE REHABILITACION EN BOYACA LIMITADA - SIREB LTDA.,86836972.0,
EPSS02,SALUD TOTAL,828000386.0,ESE HOSPITAL MALVINAS HECTOR OROZCO OROZCO,1521913.0,
EPSS02,SALUD TOTAL,829001256.0,ESE HOSPITAL MANUEL ELKIN PATARROYO,4697316.0,
EPSS02,SALUD TOTAL,829001846.0,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,1189621.0,
EPSS02,SALUD TOTAL,830005028.0,ADMINISTRADORA COUNTRY S.A.S,131407822.0,
EPSS02,SALUD TOTAL,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,1285958128.0,
EPSS02,SALUD TOTAL,830009112.0,ORGANIZACIONES DE IMAGENOLOGIA COLOMBIANA OIC SA,2648201.0,
EPSS02,SALUD TOTAL,830010337.0,SANOFI-AVENTIS DE COLOMBIA S.A.,75358572.0,
EPSS02,SALUD TOTAL,830025149.0,METRONIC COLOMBIA SAS,74289128.0,
EPSS02,SALUD TOTAL,830027158.0,RIESGO DE FRACTURA S.A. CAYRE,4644000.0,
EPSS02,SALUD TOTAL,830027578.0,TORRES Y JARAMILLO S.A.S,35923468.0,
EPSS02,SALUD TOTAL,830040664.0,ASOCIACION CRISTIANATALITA CUMI,12699000.0,
EPSS02,SALUD TOTAL,830053755.0,MEDINISTROS SAS,7197120.0,
EPSS02,SALUD TOTAL,830058292.0,UROBOSQUE S.A,13076258.0,
EPSS02,SALUD TOTAL,830066626.0,MEDIHELP SERVICES COLOMBIA,50322805.0,
EPSS02,SALUD TOTAL,830070284.0,RESONANCIA MAGNETICA DEL COUNTRY S.A.,3793131.0,
EPSS02,SALUD TOTAL,830071938.0,SOCIEDAD PEDIATRICA DE LOS ANDES S.A.S - SPLA S.A.S.,24685618.0,
EPSS02,SALUD TOTAL,830090073.0,ASOCIACION DE AMIGOS CONTRA EL CANCER PROSEGUIR,210268561.0,
EPSS02,SALUD TOTAL,830099212.0,CENTRO DE INVESTIGACIONES ONCOLOGICAS CLINICA SAN DIEGO CIOSAD SAS,5209203.0,
EPSS02,SALUD TOTAL,830100595.0,CENTRO DE INVESTIGACIONES DEL SISTEMA NERVIOSO S.A.S. SIGLA GRUPO CISNE S.A.S.,8727524.0,
EPSS02,SALUD TOTAL,830102932.0,CENTRO OCULAR DE MIOPIA DR RINCON SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,1311400.0,
EPSS02,SALUD TOTAL,830104627.0,HOSPITAL CARDIOVASCULAR DE CUNDINAMARCA S.A,212543289.0,
EPSS02,SALUD TOTAL,830107855.0,MACROMED SAS,5607338.0,
EPSS02,SALUD TOTAL,830108095.0,FUNDACION SUEÑO VIGILIA COLOMBIANA FUNDASUVICOL,6433652.0,
EPSS02,SALUD TOTAL,830113849.0,CLINICA JUAN N CORPAS LTDA.,64321181.0,
EPSS02,SALUD TOTAL,830124110.0,SALUD VITAL DE COLOMBIA IPS SAS,73121022.0,
EPSS02,SALUD TOTAL,830140988.0,DENTOLASER S.A.S.,5725840.0,
EPSS02,SALUD TOTAL,830504734.0,VISION TOTAL S.A.S,44798466.0,
EPSS02,SALUD TOTAL,830507245.0,CLINICA JERUSALEN,1799310.0,
EPSS02,SALUD TOTAL,830507718.0,CLINICA MEDICAL SAS,243049355.0,
EPSS02,SALUD TOTAL,830509497.0,MEDICINA INTEGRAL IPS S.A,742398532.0,
EPSS02,SALUD TOTAL,830510991.0,CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S,41499119.0,
EPSS02,SALUD TOTAL,830511202.0,SALUD PLENA SAS,2835267.0,
EPSS02,SALUD TOTAL,830511298.0,MULTISALUD SAS,4292226.0,
EPSS02,SALUD TOTAL,830512116.0,UNIDAD DE HEMODINAMIA DEL CAFE SA,18553821.0,
EPSS02,SALUD TOTAL,830512772.0,SIKUANY S.A.S,35059.0,
EPSS02,SALUD TOTAL,830514240.0,DIAGNOSTIMED S.A.,43298207.0,
EPSS02,SALUD TOTAL,830515000.0,UNIDAD RESPIRATORIA RESPIRAR S.A.S,7263223.0,
EPSS02,SALUD TOTAL,832001411.0,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,11116034.0,
EPSS02,SALUD TOTAL,832001966.0,ESE HOSPITAL SAN JOSE DEL GUAVIARE,5290659.0,
EPSS02,SALUD TOTAL,832002436.0,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,11290248.0,
EPSS02,SALUD TOTAL,832003167.0,CLÍNICA UNIVERSIDAD DE LA SABANA,12797000.0,
EPSS02,SALUD TOTAL,832004115.0,UNIDAD MEDICA ORLUZ SAS,1615899.0,
EPSS02,SALUD TOTAL,832010436.0,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,29837236.0,
EPSS02,SALUD TOTAL,832011441.0,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,5120288.0,
EPSS02,SALUD TOTAL,835000972.0,HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO,1322259.0,
EPSS02,SALUD TOTAL,838000096.0,E.S.E. HOSPITAL SAN RAFAEL DE LETICIA,3578520.0,
EPSS02,SALUD TOTAL,839000356.0,SOCIEDAD MEDICA CLINICA MAICAO S.A,30732381.0,
EPSS02,SALUD TOTAL,842000004.0,E.S.E. HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS,1186811.0,
EPSS02,SALUD TOTAL,844001287.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE TAURAMENA,5995094.0,
EPSS02,SALUD TOTAL,844001355.0,HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO EMPRESA SOCIAL DEL ESTADO,1875657.0,
EPSS02,SALUD TOTAL,844003225.0,EMPRESA SOCIAL DEL ESTADO SALUD YOPAL,4340929.0,
EPSS02,SALUD TOTAL,844004197.0,RED SALUD CASANARE E.S.E.,10829498.0,
EPSS02,SALUD TOTAL,846000253.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL,6478183.0,
EPSS02,SALUD TOTAL,846000471.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS,8192480.0,
EPSS02,SALUD TOTAL,860005114.0,MESSER COLOMBIA S.A.,255824303.0,
EPSS02,SALUD TOTAL,860006656.0,FUNDACION ABOOD SHAIO,198161002.0,
