DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO ABRIL 2023,OBSERVACIÓN
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,820003365,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,29891514,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4368129,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1822359,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1739278,
15232,BOYACA,CHIQUIZA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2878848,
15232,BOYACA,CHIQUIZA,EPSS37,NUEVA EPS,820003365,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,1620548,
15232,BOYACA,CHIQUIZA,EPSS41,NUEVA EPS,820003365,E.S.E CENTRO DE SALUD SAN PEDRO DE IGUAQUE,38065752,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1686133,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,13806900,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,749112,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,714153,
15236,BOYACA,CHIVOR,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1139544,
15236,BOYACA,CHIVOR,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,2403050,
15236,BOYACA,CHIVOR,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,12126240,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,37275951,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,5136660,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1960245,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1878577,
15238,BOYACA,DUITAMA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,3381980,
15238,BOYACA,DUITAMA,EPSS37,NUEVA EPS,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,29311280,
15238,BOYACA,DUITAMA,EPSS37,NUEVA EPS,891856507,SOCIEDAD CLINICA BOYACA LIMITADA,3367820,
15238,BOYACA,DUITAMA,EPSS41,NUEVA EPS,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,412856264,
15238,BOYACA,DUITAMA,ESS024,COOSALUD,826002601,EMPRESA SOCIAL DEL ESTADO SALUD DEL TUNDAMA,90960755,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,7327664,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,56960515,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3078768,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2944902,
15244,BOYACA,EL COCUY,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4873050,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4423582,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,891855719,ESE HOSPITAL SAN JOSE DEL COCUY,34911835,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1868664,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1782441,
15248,BOYACA,EL ESPINO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2955484,
15272,BOYACA,FIRAVITOBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,67914,
15272,BOYACA,FIRAVITOBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,106624,
15272,BOYACA,FIRAVITOBA,EPSS37,NUEVA EPS,826002676,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,1799600,
15272,BOYACA,FIRAVITOBA,EPSS41,NUEVA EPS,826002676,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FIRAVITOBA,19349687,
15276,BOYACA,FLORESTA,EPSS37,NUEVA EPS,826002164,ESE CENTRO DE SALUD DE FLORESTA,1248300,
15276,BOYACA,FLORESTA,EPSS41,NUEVA EPS,826002164,ESE CENTRO DE SALUD DE FLORESTA,12807900,
15293,BOYACA,GACHANTIVA,ESS024,COOSALUD,820003638,E.S.E. CENTRO DE SALUD SAN ANTONIO DE PADUA,30685638,
15293,BOYACA,GACHANTIVA,ESS024,COOSALUD,891800906,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,7516758,
15296,BOYACA,GAMEZA,EPSS37,NUEVA EPS,826001960,EMPRESA SOCIAL DEL ESTADO GAMEZA MUNICIPIO SALUDABLE,3583132,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3340016,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,26806021,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1342845,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1282141,
15299,BOYACA,GARAGOA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2174130,
15299,BOYACA,GARAGOA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,17041066,
15299,BOYACA,GARAGOA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,39535468,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,2714556,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,21422974,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1131900,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1083002,
15317,BOYACA,GUACAMAYAS,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1790950,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1329938,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,10730217,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,544341,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,518938,
15322,BOYACA,GUATEQUE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,881314,
15322,BOYACA,GUATEQUE,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,16342804,
15322,BOYACA,GUATEQUE,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,76530048,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,981019,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,7923972,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,401310,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,383563,
15325,BOYACA,GUAYATA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,649740,
15325,BOYACA,GUAYATA,EPSS37,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,1546440,
15325,BOYACA,GUAYATA,EPSS41,NUEVA EPS,900004894,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.,32394384,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,826002304,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO,3542000,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,5842995,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,64464183,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900109859,ASOCIACION PRO FARMACIA U´WA,2680839,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,3405990,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3361818,
15332,BOYACA,GUICAN,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,5514460,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,12537805,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,724416,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,691591,
15367,BOYACA,JENESANO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1164534,
15367,BOYACA,JENESANO,EPSS37,NUEVA EPS,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,1937362,
15367,BOYACA,JENESANO,EPSS41,NUEVA EPS,820003337,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD JENESANO,74868519,
15368,BOYACA,JERICO,CCF055,CAJACOPI,826001918,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA NATIVIDAD,24160760,
15368,BOYACA,JERICO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3269565,
15368,BOYACA,JERICO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1371657,
15368,BOYACA,JERICO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1308627,
15368,BOYACA,JERICO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2174130,
15377,BOYACA,LABRANZAGRANDE,EPSS37,NUEVA EPS,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,4510837,
15377,BOYACA,LABRANZAGRANDE,EPSS41,NUEVA EPS,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,25390340,
15380,BOYACA,LA CAPILLA,CCF055,CAJACOPI,820003193,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LA CANDELARIA DE LA CAPILLA,4186749,
15380,BOYACA,LA CAPILLA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,220206,
15380,BOYACA,LA CAPILLA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,210911,
15380,BOYACA,LA CAPILLA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,356524,
15380,BOYACA,LA CAPILLA,EPSS41,NUEVA EPS,820003193,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LA CANDELARIA DE LA CAPILLA,25396372,
15401,BOYACA,LA VICTORIA,ESS024,COOSALUD,820005389,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,21509856,
15407,BOYACA,VILLA DE LEYVA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,113190,
15407,BOYACA,VILLA DE LEYVA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,108889,
15407,BOYACA,VILLA DE LEYVA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,183260,
15407,BOYACA,VILLA DE LEYVA,EPSS37,NUEVA EPS,891800906,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,7876925,
15407,BOYACA,VILLA DE LEYVA,EPSS41,NUEVA EPS,891800906,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA,81383987,
15425,BOYACA,MACANAL,CCF055,CAJACOPI,820000857,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MACANAL,25299679,
15425,BOYACA,MACANAL,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3007386,
15425,BOYACA,MACANAL,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1257438,
15425,BOYACA,MACANAL,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1199739,
15425,BOYACA,MACANAL,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1985872,
15442,BOYACA,MARIPI,CCF055,CAJACOPI,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,8769420,
15442,BOYACA,MARIPI,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1087212,
15442,BOYACA,MARIPI,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,440412,
15442,BOYACA,MARIPI,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,419859,
15442,BOYACA,MARIPI,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,713048,
15442,BOYACA,MARIPI,EPSS37,NUEVA EPS,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,6609616,
15442,BOYACA,MARIPI,EPSS41,NUEVA EPS,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,16082118,
15442,BOYACA,MARIPI,ESS024,COOSALUD,820003291,EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI,65950408,
15455,BOYACA,MIRAFLORES,EPSS37,NUEVA EPS,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,7733096,
15455,BOYACA,MIRAFLORES,EPSS41,NUEVA EPS,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,56389866,
15455,BOYACA,MIRAFLORES,ESS024,COOSALUD,800152970,HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO,37596760,
15464,BOYACA,MONGUA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,49392,
15464,BOYACA,MONGUA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,79968,
15464,BOYACA,MONGUA,EPSS37,NUEVA EPS,826002930,E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA,1119625,
15464,BOYACA,MONGUA,EPSS41,NUEVA EPS,826002930,E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA,17293900,
15466,BOYACA,MONGUI,ESS024,COOSALUD,826002777,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI,27555504,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,4523308,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,32176664,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1834707,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1751049,
15469,BOYACA,MONIQUIRA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2970478,
15469,BOYACA,MONIQUIRA,EPSS37,NUEVA EPS,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,67178000,
15469,BOYACA,MONIQUIRA,EPSS41,NUEVA EPS,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,43880000,
15469,BOYACA,MONIQUIRA,ESS024,COOSALUD,891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,169387292,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,1199004,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,207329,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,85407,
15476,BOYACA,MOTAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,138278,
15476,BOYACA,MOTAVITA,EPSS37,NUEVA EPS,820003404,EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA,2827944,
15480,BOYACA,MUZO,CCF055,CAJACOPI,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,11011370,
15480,BOYACA,MUZO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,1511983,
15480,BOYACA,MUZO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,588588,
15480,BOYACA,MUZO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,561121,
15480,BOYACA,MUZO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,952952,
15480,BOYACA,MUZO,EPSS37,NUEVA EPS,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,4477920,
15480,BOYACA,MUZO,EPSS41,NUEVA EPS,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,25296320,
15480,BOYACA,MUZO,ESS024,COOSALUD,800254850,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,80708076,
15491,BOYACA,NOBSA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,16464,
15491,BOYACA,NOBSA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,23324,
15491,BOYACA,NOBSA,EPSS37,NUEVA EPS,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",7175952,
15491,BOYACA,NOBSA,EPSS41,NUEVA EPS,826002019,"EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""",74212524,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,12376011,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,823200,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,784784,
15494,BOYACA,NUEVO COLON,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1332800,
15494,BOYACA,NUEVO COLON,EPSS37,NUEVA EPS,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,1329804,
15494,BOYACA,NUEVO COLON,EPSS41,NUEVA EPS,820003328,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLÓN,56822153,
15500,BOYACA,OICATA,ESS024,COOSALUD,820003973,EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ,17550510,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,23071794,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1017681,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,970189,
15507,BOYACA,OTANCHE,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1647674,
15507,BOYACA,OTANCHE,EPSS37,NUEVA EPS,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,5637613,
15507,BOYACA,OTANCHE,EPSS41,NUEVA EPS,820004318,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO,65903904,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,820003516,"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""NUESTRA SEÑORA DE GUADALUPE""",23571490,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,3347464,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1410759,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1346886,
15511,BOYACA,PACHAVITA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,2245768,
15514,BOYACA,PAEZ,ESS024,COOSALUD,820003915,EMPRESA SOCIAL DEL ESTADO JORGE GONZÁLEZ OLMOS,37406267,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,18147888,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,776895,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,742602,
15516,BOYACA,PAIPA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1257830,
15516,BOYACA,PAIPA,EPSS37,NUEVA EPS,826000261,SERVICIOS INTEGRALES DE REHABILITACION EN BOYACA LIMITADA - SIREB LTDA.,10136810,
15516,BOYACA,PAIPA,EPSS37,NUEVA EPS,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,14263600,
15516,BOYACA,PAIPA,EPSS41,NUEVA EPS,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,162666514,
15516,BOYACA,PAIPA,ESS024,COOSALUD,891855209,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,21967642,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,80909,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,543904,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,32928,
15518,BOYACA,PAJARITO,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,53312,
15518,BOYACA,PAJARITO,EPSS37,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,679536,
15518,BOYACA,PAJARITO,EPSS41,NUEVA EPS,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,6417840,
15518,BOYACA,PAJARITO,ESS024,COOSALUD,891855039,HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO,14499122,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,2861908,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,891855439,E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN,22582735,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,1199814,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1143823,
15522,BOYACA,PANQUEBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1894242,
15531,BOYACA,PAUNA,EPSS37,NUEVA EPS,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,2683772,
15531,BOYACA,PAUNA,EPSS41,NUEVA EPS,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,52039442,
15531,BOYACA,PAUNA,ESS024,COOSALUD,820002916,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO,58907042,
15533,BOYACA,PAYA,ESS024,COOSALUD,826002226,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA,44302104,
15537,BOYACA,PAZ DE RIO,EPSS37,NUEVA EPS,826002718,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,4558054,
15537,BOYACA,PAZ DE RIO,EPSS41,NUEVA EPS,826002718,EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO,22127052,
15542,BOYACA,PESCA,CCF055,CAJACOPI,826002031,E.S.E. SALUD PESCA,47679670,
15542,BOYACA,PESCA,CCF055,CAJACOPI,828002423,DISCOLMEDICA S. A. S,6809876,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,2820489,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2693771,
15542,BOYACA,PESCA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,4494868,
15542,BOYACA,PESCA,EPSS37,NUEVA EPS,826002031,E.S.E. SALUD PESCA,3301650,
15542,BOYACA,PESCA,EPSS41,NUEVA EPS,826002031,E.S.E. SALUD PESCA,42370780,
15550,BOYACA,PISBA,CCF055,CAJACOPI,826002963,EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO DE PISBA,17359902,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900338671,IPS OXI CARE S.A.S,875679,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,835795,
15550,BOYACA,PISBA,CCF055,CAJACOPI,900671712,SOLUCIONES EN SALUD CENTRO ORIENTE S.A.S,1391110,
15550,BOYACA,PISBA,EPSS37,NUEVA EPS,826002687,E.S.E. CENTRO DE SALUD MUNICIPIO DE LABRANZAGRANDE,128156,
